player,understat_player_id,window,prior_season_end_year,pl_season_end_year,prior_season,pl_season,prior_league,prior_minutes,pl_minutes,prior_npxg,pl_npxg,prior_xa,pl_xa,prior_npxg_p90,pl_npxg_p90,prior_xa_p90,pl_xa_p90,prior_npxg_xa_p90,ratio_npxg,ratio_xa,diff_npxg,diff_xa,source,meets_900,meets_450
Jannik Vestergaard,111,summer,2018,2019,2017-18,2018-19,Bundesliga,2880.0,2033.0,1.963647109456359,0.6773960832506413,0.6901241838932037,0.5291908904910088,0.06136397217051122,0.029988021393289578,0.021566380746662617,0.0234270438485936,0.08293035291717384,0.4886910076479775,1.0862760944354986,-0.03137595077722164,0.001860663101930983,understat_roster_shots,True,True
Jean Michael Seri,3312,summer,2018,2019,2017-18,2018-19,Ligue 1,2632.0,2274.0,1.8645813940092906,0.820702586323022,4.361823766492306,4.036100987344979,0.06375848231794687,0.03248163270407738,0.14915050873263966,0.1597401446178752,0.21290899105058653,0.5094480220231714,1.0709996631940293,-0.031276849613869485,0.010589635885235538,understat_roster_shots,True,True
Jefferson Lerma,2182,summer,2018,2019,2017-18,2018-19,La Liga,2142.0,2527.0,1.0173587417229997,1.085813052952288,1.547035203315317,1.0097842952236529,0.042746165618613434,0.038671616448637085,0.06500147913089567,0.035963825314653246,0.1077476447495091,0.9046803587874996,0.553277029930837,-0.004074549169976349,-0.029037653816242424,understat_roster_shots,True,True
Jonny,2280,summer,2018,2019,2017-18,2018-19,La Liga,3208.0,2792.0,1.8854473913088434,1.8485929155722252,1.7965966258198014,1.763373486697673,0.052895967960659575,0.0595893131810531,0.050403271921378466,0.05684226855400808,0.10329923988203804,1.1265379097584827,1.1277495763107102,0.006693345220393526,0.006438996632629611,understat_roster_shots,True,True
Jorginho,1389,summer,2018,2019,2017-18,2018-19,Serie A,2677.0,3179.0,1.2352514816448086,0.5354190990328781,3.8275634814053765,3.0728412251919504,0.041528813353766444,0.015158137437231527,0.12868162619592227,0.08699456126683722,0.17021043954968873,0.3650029031194739,0.6760449322763838,-0.026370675916534917,-0.041687064929085055,understat_roster_shots,True,True
João Moutinho,3422,summer,2018,2019,2017-18,2018-19,Ligue 1,2801.0,3053.0,0.8857632027938953,0.50536629743874,5.286676175892352,6.52855735644698,0.028460795519975213,0.014897794552730624,0.16986820986444545,0.19245665315434923,0.19832900538442066,0.5234496886172632,1.1329762838375075,-0.013563000967244589,0.02258844328990378,understat_roster_shots,True,True
Leon Balogun,394,summer,2018,2019,2017-18,2018-19,Bundesliga,1176.0,589.0,0.039865919388830495,0.0824963971972465,0.0120817003771662,0.0,0.003050963218532946,0.012605561541175186,0.0009246199268239439,0.0,0.00397558314535689,4.131666178275516,0.0,0.00955459832264224,-0.0009246199268239439,understat_roster_shots,False,True
Lucas Digne,1823,summer,2018,2019,2017-18,2018-19,La Liga,702.0,2968.0,0.3250336088240146,1.1999904029071315,1.7537755146622658,7.708522620610892,0.041670975490258284,0.03638784914475803,0.22484301470029047,0.2337490012988478,0.2665139901905488,0.8732180784504234,1.039609798909825,-0.0052831263455002525,0.00890598659855732,understat_roster_shots,False,True
Lucas Pérez,1700,summer,2018,2019,2017-18,2018-19,La Liga,2797.0,462.0,6.490173428319393,1.3946273997426029,9.899320866912603,0.8767508976161477,0.20883647070030226,0.27168066228752,0.3185337425892507,0.17079562940574305,0.527370213289553,1.3009253669939884,0.5361932083471107,0.06284419158721777,-0.14773811318350766,understat_roster_shots,False,True
Lucas Torreira,1227,summer,2018,2019,2017-18,2018-19,Serie A,3192.0,2366.0,1.402440083213149,1.8013447178527702,2.389653602614998,1.7125501278787847,0.03954248354924292,0.06852114311358803,0.0673774512015507,0.06514349598862663,0.10691993475079362,1.7328487480625112,0.9668441715576108,0.028978659564345116,-0.002233955212924063,understat_roster_shots,True,True
Luciano Vietto,2274,summer,2018,2019,2017-18,2018-19,La Liga,790.0,975.0,1.7277370318770404,2.8408026238903394,1.5996526852250095,2.437476130202412,0.19683080109991602,0.2622279345129544,0.18223891350664667,0.22499779663406883,0.3790697146065627,1.3322505067682024,1.2346309155638302,0.06539713341303838,0.042758883127422154,understat_roster_shots,False,True
Marc Navarro,5085,summer,2018,2019,2017-18,2018-19,La Liga,1102.0,87.0,0.613150698132812,0.0,0.8446599286980924,0.0,0.05007582834115524,0.0,0.06898311577389139,0.0,0.11905894411504664,0.0,0.0,-0.05007582834115524,-0.06898311577389139,understat_roster_shots,False,False
Martín Montoya,1950,summer,2018,2019,2017-18,2018-19,La Liga,2152.0,2165.0,0.249449729453772,0.1871217992156739,1.9880913849920028,1.1847683181986208,0.010432377161170762,0.0077787353022681985,0.08314508580356889,0.049251338862760216,0.09357746296473965,0.7456340182197975,0.5923541768796415,-0.0026536418589025636,-0.03389374694080867,understat_roster_shots,True,True
Mateo Kovacic,2254,summer,2018,2019,2017-18,2018-19,La Liga,982.0,1756.0,0.3458425980061288,2.017642078921198,0.6701106065884229,2.01335079036653,0.0316963684527002,0.10340990153924134,0.061415432375721044,0.10318996078188367,0.09311180082842124,3.262515757713938,1.680195950597542,0.07171353308654115,0.04177452840616262,understat_roster_shots,True,True
Max Meyer,338,summer,2018,2019,2017-18,2018-19,Bundesliga,1739.0,1403.0,0.19488909840583749,1.9788616020232417,0.3333825999870892,1.0709684062749143,0.010086267312550532,0.12694051616685087,0.017253843587600935,0.0687007530753687,0.027340110900151468,12.585480062470326,3.9817651485341425,0.11685424885430033,0.05144690948776777,understat_roster_shots,True,True
Maxime Le Marchand,3304,summer,2018,2019,2017-18,2018-19,Ligue 1,2537.0,2251.0,0.4472838817164296,0.1570365987718104,0.71414294373244,0.8136741546913978,0.015867382481071605,0.006278673429348261,0.025334199817075128,0.03253250729552457,0.04120158229814673,0.39569686032577633,1.2841339979326214,-0.009588709051723345,0.007198307478449444,understat_roster_shots,True,True
Naby Keita,5247,summer,2018,2019,2017-18,2018-19,Bundesliga,1970.0,1407.0,3.3211789214983565,2.5456333812326184,4.164140300825237,1.0696076881140466,0.15172898626134623,0.1628336917632805,0.19023991222044231,0.0684184022247791,0.3419688984817886,1.0731877657365148,0.3596427344094788,0.011104705501934264,-0.12182150999566321,understat_roster_shots,True,True
Nampalys Mendy,1785,summer,2018,2019,2017-18,2018-19,Ligue 1,967.0,2085.0,0.0234305001795291,0.0669059008359908,0.052241800352931,0.21521659567952128,0.00218070839313094,0.002888024496517588,0.004862215131089752,0.009289924993360631,0.0070429235242206924,1.3243515298123483,1.9106363546029506,0.0007073161033866481,0.004427709862270879,understat_roster_shots,True,True
Rachid Ghezzal,3276,summer,2018,2019,2017-18,2018-19,Ligue 1,990.0,731.0,2.354956821538507,1.3734104782342904,2.878856874071061,1.7269101543352003,0.2140869837762279,0.16909294533664315,0.26171426127918734,0.21261547727793165,0.4758012450554152,0.7898329097549701,0.8123954584619335,-0.044994038439584744,-0.049098784001255696,understat_roster_shots,False,True
Sokratis,371,summer,2018,2019,2017-18,2018-19,Bundesliga,2376.0,2198.0,1.1818204717710605,0.8275356069207187,0.2207122016698121,0.6274546086788175,0.04476592696102502,0.03388453349538884,0.008360310669311064,0.02569195394954212,0.05312623763033608,0.7569268815742395,3.073086033016914,-0.010881393465636179,0.017331643280231054,understat_roster_shots,True,True
Stephan Lichtsteiner,1303,summer,2018,2019,2017-18,2018-19,Serie A,1730.0,953.0,0.0597561011090873,0.0184109006077051,0.7813882939517496,0.0864555984735487,0.003108698901628819,0.0017386999524590335,0.04065025806685403,0.008164746970219709,0.04375895696848285,0.5593014979829769,0.20085350889511802,-0.0013699989491697854,-0.03248551109663432,understat_roster_shots,True,True
Víctor Camarasa,2390,summer,2018,2019,2017-18,2018-19,La Liga,1253.0,2606.0,1.4246836034581054,3.1467736056074487,1.276170614175498,3.6263920329511157,0.10233162355245767,0.10867598791430176,0.0916642899248163,0.12523993974121275,0.19399591347727396,1.0619980817424617,1.3662893133622203,0.006344364361844088,0.03357564981639645,understat_roster_shots,True,True
Yerry Mina,6521,summer,2018,2019,2017-18,2018-19,La Liga,370.0,891.0,0.2504298910498618,0.7469826955348252,0.2428691014647483,0.13738670200109482,0.060915378904020434,0.07545279752877022,0.059076267923857693,0.013877444646575234,0.11999164682787813,1.2386493999759118,0.2349072670680825,0.01453741862474979,-0.04519882327728246,understat_roster_shots,False,False
Yoshinori Muto,47,summer,2018,2019,2017-18,2018-19,Bundesliga,1911.0,512.0,4.823195636272429,1.0190252140164373,1.736593608744442,0.3132422044873236,0.227152070782061,0.17912552590132688,0.08178619821402397,0.05506210625753735,0.308938268996085,0.788570957264956,0.6732444771848534,-0.04802654488073413,-0.026724091956486618,understat_roster_shots,False,True
Youri Tielemans,5956,summer,2018,2019,2017-18,2018-19,Ligue 1,1559.0,1098.0,1.210346079431473,2.055863318033515,1.2239284887909883,2.5030781868845224,0.06987244845980281,0.1685133867240586,0.07065655163001215,0.20517034318725594,0.14052900008981495,2.4117286632799666,2.903769550792903,0.0986409382642558,0.1345137915572438,understat_roster_shots,True,True
Yves Bissouma,5609,summer,2018,2019,2017-18,2018-19,Ligue 1,1556.0,1757.0,2.052621028386054,1.7799652311950909,0.7561026141047476,0.9938525147736069,0.1187248666804273,0.09117636357857609,0.043733441689863296,0.0509087799257966,0.1624583083702906,0.7679634951622751,1.1640698275433563,-0.02754850310185121,0.007175338235933304,understat_roster_shots,True,True
Allan Saint-Maximin,101,summer,2019,2020,2018-19,2019-20,Ligue 1,2928.0,1896.0,5.931583322584626,2.942516651004551,6.644203243777156,4.331811335869133,0.18232325786633075,0.13967642330717805,0.2042275587226585,0.20562395581657275,0.38655081658898927,0.7660921867114783,1.006837456720572,-0.04264683455915269,0.001396397093914259,understat_roster_shots,True,True
Björn Engels,7152,summer,2019,2020,2018-19,2019-20,Ligue 1,2970.0,1447.0,1.1198957813903685,0.7842203993350263,1.1483928039669988,0.1433623023331165,0.033936235799708135,0.04877666616458353,0.034799781938393906,0.008916798348293356,0.06873601773810203,1.4373033724913895,0.25623144317624674,0.014840430364875395,-0.02588298359010055,understat_roster_shots,True,True
Borja Bastón,1701,summer,2019,2020,2018-19,2019-20,La Liga,1462.0,9.0,6.937000000849365,0.0,1.2777879182249308,0.0,0.42703830374585694,0.0,0.07865999496596701,0.0,0.5056982987118239,0.0,0.0,-0.42703830374585694,-0.07865999496596701,understat_roster_shots,False,False
Bruno Jordao,6336,summer,2019,2020,2018-19,2019-20,Serie A,85.0,1.0,0.009197230450809,0.0,0.0225505996495485,0.0461255982518196,0.009738244006738941,0.0,0.023877105511286648,4.151303842663764,0.03361534951802559,0.0,173.8612680963969,-0.009738244006738941,4.1274267371524775,understat_roster_shots,False,False
Christian Pulisic,2662,summer,2019,2020,2018-19,2019-20,Bundesliga,916.0,1738.0,5.157791588455438,8.925185522995887,2.9689981304109097,4.296079449355602,0.5067699158962766,0.46217876701359606,0.2917137901058754,0.22246671486881714,0.798483706002152,0.9120090844307197,0.762619808916385,-0.044591148882680565,-0.06924707523705825,understat_roster_shots,True,True
Dani Ceballos,2446,summer,2019,2020,2018-19,2019-20,La Liga,1245.0,1722.0,2.2372885067015877,0.47007409669458783,1.2545568142086263,1.576143786311149,0.16173169927963285,0.024568332579856505,0.0906908540391778,0.08237685294309141,0.25242255331881064,0.15190796046344662,0.908325914623157,-0.13716336669977636,-0.00831400109608639,understat_roster_shots,True,True
Dennis Praet,1234,summer,2019,2020,2018-19,2019-20,Serie A,2905.0,1124.0,2.3019125731661902,1.2077162833884354,4.41666935943067,1.4928809739649294,0.07131570794662896,0.09670326112540853,0.13683312989630303,0.11953673279078615,0.20814883784293198,1.355988237511139,0.8735949611134036,0.025387553178779568,-0.017296397105516878,understat_roster_shots,True,True
Dimitri Foulquier,2509,summer,2019,2020,2018-19,2019-20,La Liga,1816.0,52.0,1.4507387988269325,0.0,1.6750910356640814,0.0,0.07189784795948455,0.0,0.08301662621683221,0.0,0.15491447417631676,0.0,0.0,-0.07189784795948455,-0.08301662621683221,understat_roster_shots,False,False
Djibril Sidibe,3357,summer,2019,2020,2018-19,2019-20,Ligue 1,2064.0,1806.0,0.9656297517940392,0.301567003130912,3.4944975217804304,2.564887225627899,0.042105948479391246,0.015028255969979002,0.15237634542647227,0.1278183002804601,0.19448229390586352,0.356915269996461,0.8388329561436921,-0.027077692509412242,-0.024558045146012175,understat_roster_shots,True,True
Douglas Luiz,6122,summer,2019,2020,2018-19,2019-20,La Liga,1485.0,2602.0,1.0372593831270926,2.2777953697368485,0.5949815949425096,2.0041150031611314,0.06286420503800562,0.07878615806161274,0.036059490602576336,0.069319888656611,0.09892369564058195,1.2532753418894145,1.9223757046545276,0.01592195302360712,0.03326039805403466,understat_roster_shots,True,True
Emil Krafth,1545,summer,2019,2020,2018-19,2019-20,Ligue 1,2974.0,1024.0,0.6771174864843483,0.3526872014626859,3.0312869958579536,0.7032870054244995,0.020491114251375706,0.03099789856605638,0.09173363470989099,0.06181233446113765,0.11222474896126669,1.5127483154790025,0.6738241066825718,0.010506784314680672,-0.029921300248753335,understat_roster_shots,True,True
Emile Smith-Rowe,7230,summer,2019,2020,2018-19,2019-20,Bundesliga,26.0,96.0,0.0,0.0,0.4354470074176788,0.0,0.0,0.0,1.5073165641381188,0.0,1.5073165641381188,,0.0,0.0,-1.5073165641381188,understat_roster_shots,False,False
Erik Pieters,887,summer,2019,2020,2018-19,2019-20,Ligue 1,1261.0,1880.0,0.9701691782101983,0.4510199045762412,0.5891183027997611,2.6981899132952085,0.0692428438056446,0.021591378410564736,0.04204650852654916,0.12916866606200467,0.11128935233219377,0.3118210810516224,3.072042616343388,-0.04765146539507987,0.0871221575354555,understat_roster_shots,True,True
Ezequiel Schelotto,3873,summer,2019,2020,2018-19,2019-20,Serie A,141.0,362.0,0.028400301001965902,0.2549653984606264,0.0743236988782882,0.0,0.01812785170338249,0.06338918746258666,0.04744065885848183,0.0,0.06556851056186433,3.496784312879105,0.0,0.04526133575920417,-0.04744065885848183,understat_roster_shots,False,False
Frederic Guilbert,3253,summer,2019,2020,2018-19,2019-20,Ligue 1,2920.0,2045.0,0.2974684927612537,0.4175966018810866,2.8399859080091114,1.389764908701181,0.009168549434422203,0.018378334557113834,0.08753381223315755,0.061163247815699893,0.09670236166757976,2.0044975149629027,0.6987385360617419,0.009209785122691631,-0.026370564417457658,understat_roster_shots,True,True
Georges-Kévin Nkoudou,1729,summer,2019,2020,2018-19,2019-20,Ligue 1,18.0,1.0,0.0993681997060775,0.0563584007322788,0.0,0.0,0.4968409985303875,5.072256065905092,0.0,0.0,0.4968409985303875,10.209012704081156,,4.5754150673747045,0.0,understat_roster_shots,False,False
Giovani Lo Celso,5681,summer,2019,2020,2018-19,2019-20,La Liga,2401.0,1477.0,5.184539371170101,1.3795274160802355,4.238757656887174,1.7072914326563473,0.1943392517306577,0.08406057376250589,0.15888720912946508,0.10403265331013627,0.35322646086012277,0.43254552548657904,0.6547578869320311,-0.1102786779681518,-0.05485455581932881,understat_roster_shots,True,True
Ibrahim Amadou,3358,summer,2019,2020,2018-19,2019-20,La Liga,760.0,757.0,0.3480064012110229,0.592750312760472,0.0651517994701861,0.0502861998975276,0.04121128435393692,0.07047229610098081,0.007715344674100985,0.00597854424144978,0.048926629028037905,1.7100242616983272,0.7748901045884147,0.02926101174704389,-0.001736800432651205,understat_roster_shots,False,True
Ignacio Pussetto,6997,summer,2019,2020,2018-19,2019-20,Serie A,2181.0,48.0,6.597193126566705,0.0,2.174807260744273,0.0,0.27223630508528357,0.0,0.08974445367582971,0.0,0.3619807587611133,0.0,0.0,-0.27223630508528357,-0.08974445367582971,understat_roster_shots,False,False
Ismaila Sarr,5675,summer,2019,2020,2018-19,2019-20,Ligue 1,2809.0,2038.0,5.188378635793922,5.968200012110172,7.302340606227516,4.351110962219536,0.16623498655089106,0.2635613351766023,0.23396605715930097,0.19214915927367923,0.40020104371019205,1.5854745180005523,0.8212693824337529,0.09732634862571124,-0.041816897885621734,understat_roster_shots,True,True
Jean-Philippe Gbamin,4764,summer,2019,2020,2018-19,2019-20,Bundesliga,2675.0,135.0,1.29895005468279,0.0,1.9453695351257916,0.0,0.04370299249400041,0.0,0.06545168529395187,0.0,0.10915467778795229,0.0,0.0,-0.04370299249400041,-0.06545168529395187,understat_roster_shots,False,False
Jesús Vallejo,5234,summer,2019,2020,2018-19,2019-20,La Liga,309.0,163.0,0.7584499716758728,0.0,0.0,0.0,0.22090775874054547,0.0,0.0,0.0,0.22090775874054547,0.0,,-0.22090775874054547,0.0,understat_roster_shots,False,False
Jetro Willems,6143,summer,2019,2020,2018-19,2019-20,Bundesliga,706.0,1501.0,0.19659159798175072,0.48531030304729866,2.165358794853091,1.0827347394078968,0.02506125186736199,0.02909921870370212,0.2760372401370796,0.06492080382858809,0.30109849200444155,1.16112390784432,0.23518857019563205,0.00403796683634013,-0.2111164363084915,understat_roster_shots,False,True
Joelinton,87,summer,2019,2020,2018-19,2019-20,Bundesliga,2149.0,2722.0,8.93147794343531,6.031040053814648,5.146287014707922,3.1011656122282143,0.3740497975380074,0.19940984748101334,0.21552621280768405,0.10253670282900047,0.5895760103456914,0.5331104275246966,0.4757504968571729,-0.17463995005699404,-0.11298950997868358,understat_roster_shots,True,True
Josip Drmic,209,summer,2019,2020,2018-19,2019-20,Bundesliga,217.0,609.0,1.39968529343605,2.9341549864038816,0.0162467006593942,0.9491624049842355,0.5805146378306197,0.43361896350796286,0.0067382629462925244,0.14027030615530575,0.5872529007769123,0.7469561234982717,20.816983141402073,-0.14689567432265688,0.13353204320901324,understat_roster_shots,False,False
João Cancelo,2379,summer,2019,2020,2018-19,2019-20,Serie A,1969.0,1198.0,1.8640262298285948,0.5605652527883642,3.9621710591018195,2.999575399793684,0.0852018083720536,0.042112581595119186,0.18110482240688863,0.22534372786430013,0.26630663077894223,0.49426863583956765,1.2442723770105903,-0.043089226776934414,0.04423890545741149,understat_roster_shots,True,True
Kevin Danso,5261,summer,2019,2020,2018-19,2019-20,Bundesliga,1245.0,272.0,0.4038977036252614,0.0780709013342857,0.33551191538572306,0.0789782032370567,0.029197424358452632,0.025832283529726885,0.024253873401377572,0.026132493718143763,0.05345129775983021,0.8847452848096329,1.0774565070773185,-0.003365140828725747,0.0018786203167661907,understat_roster_shots,False,False
Lukas Rupp,62,summer,2019,2020,2018-19,2019-20,Bundesliga,23.0,701.0,0.0,0.8557934034615754,0.024958299472928,0.775527186691761,0.0,0.10987361813344049,0.0976629109810226,0.09956839772076817,0.0976629109810226,,1.01951085341001,0.10987361813344049,0.0019054867397455683,understat_roster_shots,False,False
Moise Kean,1304,summer,2019,2020,2018-19,2019-20,Serie A,527.0,783.0,3.8115928508341304,4.140312395989894,0.39794589951634385,2.337307918816805,0.6509361604840072,0.47589797655056254,0.06796040029690881,0.26865608262262125,0.7188965607809159,0.7310977718563153,3.953126842233169,-0.1750381839334446,0.20069568232571244,understat_roster_shots,False,True
Nabil Bentaleb,914,summer,2019,2020,2018-19,2019-20,Bundesliga,1796.0,750.0,1.0311819072812787,0.0619124406948684,1.3725776164792474,0.1953010614961384,0.05167392631142265,0.007429492883384208,0.06878172911087542,0.023436127379536608,0.12045565542229807,0.1437764345331332,0.3407318728751035,-0.04424443342803844,-0.04534560173133881,understat_roster_shots,False,True
Nicolas Pepe,5656,summer,2019,2020,2018-19,2019-20,Ligue 1,3333.0,2021.0,13.631399753503498,4.3081365134567005,10.37834968417883,4.9042183328419915,0.3680846018047749,0.1918517002528961,0.28024346581941034,0.218396660047392,0.6483280676241853,0.521216316336565,0.7793104449690449,-0.17623290155187882,-0.06184680577201834,understat_roster_shots,True,True
Ondrej Duda,5240,summer,2019,2020,2018-19,2019-20,Bundesliga,2590.0,737.0,6.7469574324786645,0.5319720963016148,5.98596086166799,1.5336715430021284,0.2344502582714594,0.06496267119015649,0.20800636198846295,0.1872868912757009,0.4424566202599224,0.2770850911792946,0.9003902067480453,-0.1694875870813029,-0.02071947071276206,understat_roster_shots,False,True
Pablo Fornals,2335,summer,2019,2020,2018-19,2019-20,La Liga,2486.0,2190.0,3.9165124306455232,2.6434277910739166,5.405420219525694,2.299053318798541,0.14178846289545335,0.10863401881125684,0.19569099748886262,0.0944816432382962,0.337479460384316,0.7661696628403208,0.4828103717120326,-0.033154444084196516,-0.10120935425056642,understat_roster_shots,True,True
Patrick Cutrone,4918,summer,2019,2020,2018-19,2019-20,Serie A,1408.0,291.0,3.290539409033953,2.288807539269328,1.7621373059228058,0.4840546064078807,0.21033277472518164,0.7078786203925757,0.11263661756608845,0.14970761022924145,0.3229693922912701,3.3655174345390613,1.3291202582623893,0.497545845667394,0.037070992663153,understat_roster_shots,False,False
Patrick Roberts,925,summer,2019,2020,2018-19,2019-20,La Liga,589.0,19.0,0.8708983939141032,0.0,0.3773138895630834,0.0,0.1330744574741414,0.0,0.057654074805904086,0.0,0.1907285322800455,0.0,0.0,-0.1330744574741414,-0.057654074805904086,understat_roster_shots,False,False
Pedro Neto,6382,summer,2019,2020,2018-19,2019-20,Serie A,39.0,911.0,0.0320991985499858,1.8934480082243674,0.0434718988835811,2.626217395998537,0.07407507357689032,0.18705852990141938,0.10031976665441791,0.2594506757847073,0.17439484023130825,2.525256079661556,2.5862368348449656,0.11298345632452907,0.1591309091302894,understat_roster_shots,False,False
Reiss Nelson,6492,summer,2019,2020,2018-19,2019-20,Bundesliga,611.0,621.0,3.2228908948600283,1.2735879197716709,0.8336131963878867,0.3629353968426583,0.4747302463787276,0.18457795938719868,0.12279081452522063,0.05259933287574758,0.5975210609039483,0.3888059814919547,0.4283653714581715,-0.29015228699152895,-0.07019148164947306,understat_roster_shots,False,True
Rodri,2496,summer,2019,2020,2018-19,2019-20,La Liga,2750.0,2488.0,2.8055378803983317,0.7440791055560101,1.476702090352773,2.910294508561491,0.09181760335849086,0.026916044815128982,0.04832843204790894,0.10527592675664559,0.1401460354063998,0.29314688938283984,2.1783435194480023,-0.06490155854336188,0.05694749470873665,understat_roster_shots,True,True
Sofiane Boufal,1734,summer,2019,2020,2018-19,2019-20,La Liga,2114.0,746.0,3.5110415024682853,1.0145511077716938,3.6261970903724423,2.6982579510658975,0.1494766959423584,0.12239892721106224,0.15437925171878894,0.3255270986540627,0.3038559476611473,0.8188495634012545,2.1086194875916995,-0.027077768731296165,0.17114784693527377,understat_roster_shots,False,True
Sébastien Haller,6144,summer,2019,2020,2018-19,2019-20,Bundesliga,2176.0,2248.0,11.421549138613043,8.48489962890744,7.3658437579870215,2.3431188017129894,0.47239863165219387,0.3396979388797463,0.3046534642549779,0.0938081370792567,0.7770520959071718,0.719091707974825,0.3079175131281111,-0.13270069277244756,-0.21084532717572121,understat_roster_shots,True,True
Tanguy NDombele Alvaro,5962,summer,2019,2020,2018-19,2019-20,Ligue 1,2692.0,1002.0,1.9148361245170222,0.35295530967414324,3.723323306068777,0.7975039957091208,0.06401755245413522,0.03170257272522245,0.1244796053291939,0.07163209542297491,0.18849715778332912,0.49521688208769715,0.5754524625422732,-0.03231497972891277,-0.05284750990621899,understat_roster_shots,True,True
Valentino Lazaro,6352,summer,2019,2020,2018-19,2019-20,Bundesliga,2743.0,455.0,2.1725086066871873,0.4934961963444947,6.64200938027352,0.1779981963336466,0.071281726067024,0.09761463224396599,0.2179295822911472,0.035208434439622405,0.2892113083581712,1.3694201533809938,0.1615587662283729,0.026332906176941992,-0.1827211478515248,understat_roster_shots,False,True
Ademola Lookman,5556,summer,2020,2021,2019-20,2020-21,Bundesliga,281.0,2765.0,1.185321500524878,5.489946503192184,0.9836378935724496,5.258410016074776,0.3796403382464022,0.17869626954332607,0.3150441652011404,0.1711598196914032,0.6946845034475426,0.47069884714765176,0.5432883341360281,-0.20094406870307613,-0.14388434550973722,understat_roster_shots,False,False
Allan,1379,summer,2020,2021,2019-20,2020-21,Serie A,1287.0,2051.0,0.5716992998495691,0.24172119889408308,1.0476271174848075,0.772284904494881,0.03997897201745239,0.01060697606068624,0.07326063758635018,0.03388865987544578,0.11323960960380257,0.2653138769064867,0.4625766440471147,-0.02937199595676615,-0.0393719777109044,understat_roster_shots,True,True
Amad Diallo Traore,8127,summer,2020,2021,2019-20,2020-21,Serie A,17.0,172.0,0.0449633002281188,0.0358977988362312,0.0744395032525062,0.423180591315031,0.23804100120768776,0.01878373194919074,0.39409148780738573,0.22143170475786506,0.6321324890150735,0.07890964940448295,0.5618789332138302,-0.219257269258497,-0.17265978304952068,understat_roster_shots,False,False
Bertrand Traoré,695,summer,2020,2021,2019-20,2020-21,Ligue 1,1252.0,2362.0,3.68163022212684,6.304107186384496,3.0458302851766343,4.570988927036524,0.26465392970560353,0.2402073017674025,0.21894946139448648,0.17416977283373714,0.48360339110009,0.9076279427802374,0.7954793390422245,-0.024446627938201043,-0.04477968856074935,understat_roster_shots,True,True
Branislav Ivanovic,682,summer,2020,2021,2019-20,2020-21,Russian Premier League,2222.0,761.0,2.650439149700104,0.4594694972038268,0.2642222065478561,0.048929501324892,0.10735352091494571,0.05433936234999266,0.010702069572145386,0.0057866690134563475,0.11805559048709109,0.5061721486810365,0.5407056059995623,-0.05301415856495305,-0.004915400558689039,understat_roster_shots,False,True
Cengiz Ünder,6162,summer,2020,2021,2019-20,2020-21,Serie A,870.0,259.0,2.5633527748286715,0.2526030987501139,2.82971491292119,1.6640292070806026,0.26517442498227634,0.08777713856181564,0.2927291289228817,0.578234087402526,0.557903553905158,0.33101660753175,1.9753213133594894,-0.1773972864204607,0.2855049584796443,understat_roster_shots,False,False
Diego Llorente,2163,summer,2020,2021,2019-20,2020-21,La Liga,2330.0,1208.0,1.4586306437849994,0.9071680884808299,0.4250425407662986,0.4612306058406828,0.056341956197703845,0.06758702645966448,0.01641795221844072,0.034363207388792595,0.07275990841614456,1.1995860815073887,2.0930263976646053,0.011245070261960637,0.017945255170351875,understat_roster_shots,True,True
Edinson Cavani,3294,summer,2020,2021,2019-20,2020-21,Ligue 1,593.0,1355.0,8.57428058795631,8.603231213986872,1.092976376414299,2.3172431979328394,1.3013242039056794,0.5714323315563237,0.16588174346928652,0.15391283233502254,1.467205947374966,0.4391160402928626,0.9278467245162512,-0.7298918723493557,-0.011968911134263988,understat_roster_shots,False,True
Ethan Ampadu,6369,summer,2020,2021,2019-20,2020-21,Bundesliga,73.0,2095.0,0.0554356016218662,0.1944530000910161,0.0,0.983015703037381,0.06834526227353367,0.008353589502716682,0.0,0.04222979153859871,0.06834526227353367,0.12222631422912197,,-0.05999167277081699,0.04222979153859871,understat_roster_shots,False,False
Fernando Marçal,5708,summer,2020,2021,2019-20,2020-21,Ligue 1,833.0,611.0,0.0909130992367861,0.0745545979589223,1.3723503723740578,0.1398072009906171,0.009822543735066927,0.010981855673163678,0.14827314947618872,0.02059353206081103,0.15809569321125566,1.118025632602475,0.13888915244306022,0.001159311938096751,-0.1276796174153777,understat_roster_shots,False,True
Ferrán Torres,6441,summer,2020,2021,2019-20,2020-21,La Liga,2276.0,1305.0,4.0220606485381705,5.7287082010880095,5.062217187136411,2.202425749972462,0.1590445774905252,0.3950833242129662,0.20017554782173858,0.1518914310325836,0.35922012531226377,2.4841043338085678,0.7587911345088302,0.23603874672244102,-0.04828411678915498,understat_roster_shots,True,True
Franck Zambo,6434,summer,2020,2021,2019-20,2020-21,La Liga,2582.0,2582.0,2.9461988103575987,1.4385463139042243,0.6159115936607117,2.301115181297063,0.1026947687576235,0.05014297763415189,0.021468645789877634,0.08020928207464588,0.12416341454750113,0.48827197568843594,3.736112787908783,-0.05255179112347161,0.05874063628476825,understat_roster_shots,True,True
