horizon,start_gw,end_gw,club1,gkp1,role1,price1,per90_saves1,per90_goals_conceded1,club2,gkp2,role2,price2,per90_saves2,per90_goals_conceded2,total_price,fdr_corr,avg_fdr1,avg_fdr2,rotated_avg_fdr,expected_cs,foi,fdr_gain,easy_gws,easy_gw_pct,tot_rot_xp,tot_rot_xp_fdr,fdr_selection_loss,xp_gain_vs_best_single,has_promoted_proxy,rqi,oc_rqi
gw1_19,1,19,BRE,Kelleher,Nailed Starter,5.0,2.9459,1.3243,HUL,Tzolakis,Regular Starter,4.5,1.72,1.375,9.5,-0.1711,3.0526,3.1579,2.5789,5.79,0.5408,0.4737,8,42.1,111.37,108.76,2.62,0.77,True,58.08,5.567
gw1_19,1,19,BHA,Verbruggen,Nailed Starter,4.5,2.7895,1.2105,COV,Rushworth,Regular Starter,4.5,3.11,1.375,9.0,-0.2736,3.0526,3.0526,2.5263,6.73,0.504,0.5263,10,52.6,118.19,117.55,0.65,5.88,True,68.07,6.073
gw1_19,1,19,BHA,Verbruggen,Nailed Starter,4.5,2.7895,1.2105,CHE,Sánchez,Nailed Starter,5.0,2.9013,1.4507,9.5,0.0,3.0526,3.0,2.5789,6.42,0.5156,0.4211,9,47.4,116.35,115.28,1.08,4.04,False,61.5,5.829
gw1_19,1,19,BHA,Verbruggen,Nailed Starter,4.5,2.7895,1.2105,CRY,Henderson,Nailed Starter,5.0,2.8649,1.3784,9.5,0.2571,3.0526,3.1053,2.7368,6.22,0.52,0.3158,6,31.6,114.58,113.7,0.88,2.27,False,59.59,5.736
gw1_19,1,19,BHA,Verbruggen,Nailed Starter,4.5,2.7895,1.2105,FUL,Leno,Nailed Starter,4.5,2.5789,1.3421,9.0,-0.0827,3.0526,3.1053,2.5789,6.65,0.506,0.4737,10,52.6,115.55,115.55,0.0,3.24,False,66.23,5.934
gw1_19,1,19,BHA,Verbruggen,Nailed Starter,4.5,2.7895,1.2105,LEE,Trafford,Nailed Starter,5.0,3.45,1.4737,9.5,0.1259,3.0526,3.1579,2.6316,6.11,0.5334,0.4211,7,36.8,116.76,115.95,0.81,4.44,False,61.12,5.851
gw1_19,1,19,BHA,Verbruggen,Nailed Starter,4.5,2.7895,1.2105,MUN,Lammens,Nailed Starter,5.0,2.4688,1.2188,9.5,-0.2564,3.0526,3.0526,2.5789,6.88,0.4802,0.4737,9,47.4,117.87,117.77,0.1,5.55,False,63.1,5.909
gw1_19,1,19,BHA,Verbruggen,Nailed Starter,4.5,2.7895,1.2105,NEW,Pope,Regular Starter,5.0,3.3154,1.4156,9.5,-0.0978,3.0526,3.0526,2.5789,6.46,0.5186,0.4737,9,47.4,115.65,114.76,0.89,3.34,False,61.03,5.792
gw1_19,1,19,BHA,Verbruggen,Nailed Starter,4.5,2.7895,1.2105,NFO,Sels,Nailed Starter,5.0,3.2058,1.3161,9.5,-0.3209,3.0526,3.0,2.4737,6.93,0.4919,0.5263,11,57.9,120.98,120.32,0.66,7.45,False,65.21,6.073
gw1_19,1,19,BHA,Verbruggen,Nailed Starter,4.5,2.7895,1.2105,TOT,Kinsky,Regular Starter,4.5,3.15,1.5,9.0,0.1486,3.0526,3.0,2.5789,6.41,0.525,0.4211,10,52.6,116.79,116.29,0.5,4.48,False,66.57,6.0
gw1_19,1,19,BHA,Verbruggen,Nailed Starter,4.5,2.7895,1.2105,SUN,Roefs,Nailed Starter,5.0,3.1143,1.3143,9.5,-0.3632,3.0526,3.0526,2.4737,7.01,0.4928,0.5789,11,57.9,119.98,119.98,0.0,7.67,False,64.61,6.02
gw1_19,1,19,BHA,Verbruggen,Nailed Starter,4.5,2.7895,1.2105,IPS,Scherpen,Regular Starter,4.5,1.9,1.375,9.0,-0.0074,3.0526,3.1053,2.5789,6.42,0.511,0.4737,10,52.6,114.42,112.64,1.78,2.1,True,65.46,5.875
gw1_19,1,19,BHA,Verbruggen,Nailed Starter,4.5,2.7895,1.2105,NEW,Horníček,Regular Starter,5.0,2.25,1.4474,9.5,-0.0978,3.0526,3.0526,2.5789,6.13,0.5237,0.4737,9,47.4,112.75,108.87,3.88,0.43,False,59.23,5.64
gw1_19,1,19,BHA,Verbruggen,Nailed Starter,4.5,2.7895,1.2105,HUL,Tzolakis,Regular Starter,4.5,1.72,1.375,9.0,-0.3761,3.0526,3.1579,2.5789,6.41,0.5144,0.4737,8,42.1,114.6,110.76,3.84,2.29,True,65.5,5.884
gw1_19,1,19,COV,Rushworth,Regular Starter,4.5,3.11,1.375,CHE,Sánchez,Nailed Starter,5.0,2.9013,1.4507,9.5,0.2429,3.0526,3.0,2.6316,5.9,0.5458,0.3684,10,52.6,114.25,114.1,0.15,5.0,True,59.41,5.719
gw1_19,1,19,COV,Rushworth,Regular Starter,4.5,3.11,1.375,CRY,Henderson,Nailed Starter,5.0,2.8649,1.3784,9.5,0.1471,3.0526,3.1053,2.6842,5.7,0.5476,0.3684,8,42.1,113.37,113.29,0.08,4.12,True,58.59,5.672
gw1_19,1,19,COV,Rushworth,Regular Starter,4.5,3.11,1.375,FUL,Leno,Nailed Starter,4.5,2.5789,1.3421,9.0,0.0585,3.0526,3.1053,2.5789,6.0,0.5368,0.4737,9,47.4,114.14,113.55,0.59,4.89,True,64.78,5.86
gw1_19,1,19,COV,Rushworth,Regular Starter,4.5,3.11,1.375,LEE,Trafford,Nailed Starter,5.0,3.45,1.4737,9.5,-0.1887,3.0526,3.1579,2.5263,5.96,0.5592,0.5263,10,52.6,116.22,116.22,0.0,6.97,True,60.82,5.822
gw1_19,1,19,COV,Rushworth,Regular Starter,4.5,3.11,1.375,MUN,Lammens,Nailed Starter,5.0,2.4688,1.2188,9.5,-0.2975,3.0526,3.0526,2.5263,6.59,0.5077,0.5263,9,47.4,116.78,116.29,0.49,6.1,True,62.17,5.852
gw1_19,1,19,COV,Rushworth,Regular Starter,4.5,3.11,1.375,NEW,Pope,Regular Starter,5.0,3.3154,1.4156,9.5,0.2394,3.0526,3.0526,2.6842,5.79,0.5501,0.3684,9,47.4,113.64,113.23,0.41,4.39,True,58.7,5.687
gw1_19,1,19,COV,Rushworth,Regular Starter,4.5,3.11,1.375,NFO,Sels,Nailed Starter,5.0,3.2058,1.3161,9.5,-0.2104,3.0526,3.0,2.5263,6.35,0.5215,0.4737,10,52.6,118.02,116.89,1.13,4.5,True,62.62,5.917
gw1_19,1,19,COV,Rushworth,Regular Starter,4.5,3.11,1.375,TOT,Kinsky,Regular Starter,4.5,3.15,1.5,9.0,0.1948,3.0526,3.0,2.5789,5.87,0.5554,0.4211,10,52.6,115.09,114.87,0.23,5.85,True,64.97,5.91
gw1_19,1,19,COV,Rushworth,Regular Starter,4.5,3.11,1.375,SUN,Roefs,Nailed Starter,5.0,3.1143,1.3143,9.5,-0.0661,3.0526,3.0526,2.5789,6.19,0.5261,0.4737,8,42.1,116.42,115.17,1.25,4.74,True,61.33,5.833
gw1_19,1,19,COV,Rushworth,Regular Starter,4.5,3.11,1.375,IPS,Scherpen,Regular Starter,4.5,1.9,1.375,9.0,0.2381,3.0526,3.1053,2.6842,5.65,0.5435,0.3684,8,42.1,111.68,110.55,1.12,2.43,True,62.69,5.731
gw1_19,1,19,COV,Rushworth,Regular Starter,4.5,3.11,1.375,NEW,Horníček,Regular Starter,5.0,2.25,1.4474,9.5,0.2394,3.0526,3.0526,2.6842,5.63,0.5555,0.3684,9,47.4,110.02,108.93,1.09,0.77,True,56.47,5.496
gw1_19,1,19,COV,Rushworth,Regular Starter,4.5,3.11,1.375,HUL,Tzolakis,Regular Starter,4.5,1.72,1.375,9.0,0.2449,3.0526,3.1579,2.6842,5.64,0.549,0.3684,8,42.1,110.62,109.88,0.74,1.37,True,61.96,5.675
gw1_19,1,19,CHE,Sánchez,Nailed Starter,5.0,2.9013,1.4507,FUL,Leno,Nailed Starter,4.5,2.5789,1.3421,9.5,-0.1346,3.0,3.1053,2.5263,6.04,0.5443,0.4737,10,52.6,113.68,113.66,0.02,5.35,False,59.63,5.689
gw1_19,1,19,CHE,Sánchez,Nailed Starter,5.0,2.9013,1.4507,TOT,Kinsky,Regular Starter,4.5,3.15,1.5,9.5,0.0,3.0,3.0,2.5789,5.6,0.5646,0.4211,9,47.4,113.91,113.67,0.24,5.58,False,59.09,5.701
gw1_19,1,19,CHE,Sánchez,Nailed Starter,5.0,2.9013,1.4507,IPS,Scherpen,Regular Starter,4.5,1.9,1.375,9.5,-0.3146,3.0,3.1053,2.4737,5.99,0.5463,0.5263,11,57.9,112.66,111.58,1.08,4.33,True,59.26,5.635
gw1_19,1,19,CHE,Sánchez,Nailed Starter,5.0,2.9013,1.4507,HUL,Tzolakis,Regular Starter,4.5,1.72,1.375,9.5,0.0,3.0,3.1579,2.6316,5.44,0.5572,0.3684,7,36.8,110.72,109.79,0.93,2.4,True,57.11,5.533
gw1_19,1,19,CRY,Henderson,Nailed Starter,5.0,2.8649,1.3784,FUL,Leno,Nailed Starter,4.5,2.5789,1.3421,9.5,-0.3624,3.1053,3.1053,2.5789,6.05,0.5448,0.5263,8,42.1,113.26,112.94,0.33,5.96,False,59.11,5.667
gw1_19,1,19,CRY,Henderson,Nailed Starter,5.0,2.8649,1.3784,TOT,Kinsky,Regular Starter,4.5,3.15,1.5,9.5,-0.1708,3.1053,3.0,2.5789,5.71,0.5638,0.4211,9,47.4,113.55,113.33,0.22,5.71,False,58.9,5.682
gw1_19,1,19,CRY,Henderson,Nailed Starter,5.0,2.8649,1.3784,IPS,Scherpen,Regular Starter,4.5,1.9,1.375,9.5,-0.0974,3.1053,3.1053,2.5789,5.93,0.5507,0.5263,9,47.4,110.46,110.1,0.37,3.16,True,57.35,5.519
gw1_19,1,19,CRY,Henderson,Nailed Starter,5.0,2.8649,1.3784,HUL,Tzolakis,Regular Starter,4.5,1.72,1.375,9.5,0.1412,3.1053,3.1579,2.7368,5.64,0.5583,0.3684,7,36.8,109.52,108.21,1.31,2.21,True,55.86,5.47
gw1_19,1,19,FUL,Leno,Nailed Starter,4.5,2.5789,1.3421,LEE,Trafford,Nailed Starter,5.0,3.45,1.4737,9.5,-0.2859,3.1053,3.1579,2.5263,5.83,0.5585,0.5789,10,52.6,115.09,114.98,0.11,6.76,False,60.17,5.763
gw1_19,1,19,FUL,Leno,Nailed Starter,4.5,2.5789,1.3421,MUN,Lammens,Nailed Starter,5.0,2.4688,1.2188,9.5,0.1542,3.1053,3.0526,2.6842,6.38,0.5114,0.3684,9,47.4,114.97,113.32,1.65,4.29,False,60.25,5.757
gw1_19,1,19,FUL,Leno,Nailed Starter,4.5,2.5789,1.3421,NEW,Pope,Regular Starter,5.0,3.3154,1.4156,9.5,0.1706,3.1053,3.0526,2.6842,5.73,0.5508,0.3684,8,42.1,110.42,109.9,0.53,4.66,False,56.8,5.517
gw1_19,1,19,FUL,Leno,Nailed Starter,4.5,2.5789,1.3421,NFO,Sels,Nailed Starter,5.0,3.2058,1.3161,9.5,-0.2332,3.1053,3.0,2.5263,6.34,0.522,0.4737,10,52.6,117.98,116.64,1.35,4.46,False,62.59,5.915
gw1_19,1,19,FUL,Leno,Nailed Starter,4.5,2.5789,1.3421,TOT,Kinsky,Regular Starter,4.5,3.15,1.5,9.0,-0.2879,3.1053,3.0,2.4737,6.08,0.5526,0.5263,10,52.6,113.93,113.93,0.0,6.09,False,64.87,5.849
gw1_19,1,19,FUL,Leno,Nailed Starter,4.5,2.5789,1.3421,SUN,Roefs,Nailed Starter,5.0,3.1143,1.3143,9.5,0.3409,3.1053,3.0526,2.7368,5.91,0.5287,0.3158,9,47.4,114.77,113.3,1.47,3.08,False,59.53,5.746
gw1_19,1,19,FUL,Leno,Nailed Starter,4.5,2.5789,1.3421,IPS,Scherpen,Regular Starter,4.5,1.9,1.375,9.0,-0.1498,3.1053,3.1053,2.5789,5.91,0.5406,0.5263,9,47.4,109.71,108.93,0.79,3.95,True,62.12,5.627
gw1_19,1,19,FUL,Leno,Nailed Starter,4.5,2.5789,1.3421,NEW,Horníček,Regular Starter,5.0,2.25,1.4474,9.5,0.1706,3.1053,3.0526,2.6842,5.41,0.5562,0.3684,8,42.1,106.47,104.77,1.69,0.7,False,54.38,5.309
gw1_19,1,19,FUL,Leno,Nailed Starter,4.5,2.5789,1.3421,HUL,Tzolakis,Regular Starter,4.5,1.72,1.375,9.0,-0.3756,3.1053,3.1579,2.6316,5.97,0.5437,0.4737,9,47.4,110.08,109.19,0.89,4.32,True,62.01,5.646
gw1_19,1,19,LEE,Trafford,Nailed Starter,5.0,3.45,1.4737,TOT,Kinsky,Regular Starter,4.5,3.15,1.5,9.5,-0.263,3.1579,3.0,2.5263,5.67,0.5775,0.4737,10,52.6,115.34,115.05,0.3,7.01,False,59.94,5.776
gw1_19,1,19,LEE,Trafford,Nailed Starter,5.0,3.45,1.4737,IPS,Scherpen,Regular Starter,4.5,1.9,1.375,9.5,-0.2672,3.1579,3.1053,2.5263,5.63,0.5636,0.5789,10,52.6,112.56,111.96,0.6,4.23,True,58.59,5.63
gw1_19,1,19,LEE,Trafford,Nailed Starter,5.0,3.45,1.4737,HUL,Tzolakis,Regular Starter,4.5,1.72,1.375,9.5,-0.1597,3.1579,3.1579,2.6316,5.5,0.5715,0.5263,8,42.1,111.27,109.01,2.27,2.94,True,57.15,5.562
gw1_19,1,19,MUN,Lammens,Nailed Starter,5.0,2.4688,1.2188,TOT,Kinsky,Regular Starter,4.5,3.15,1.5,9.5,0.1616,3.0526,3.0,2.6316,6.19,0.5295,0.3684,8,42.1,115.75,115.48,0.27,5.08,False,60.61,5.798
gw1_19,1,19,MUN,Lammens,Nailed Starter,5.0,2.4688,1.2188,IPS,Scherpen,Regular Starter,4.5,1.9,1.375,9.5,-0.1601,3.0526,3.1053,2.5789,6.34,0.5144,0.4737,8,42.1,113.19,111.7,1.5,2.52,True,59.68,5.663
gw1_19,1,19,MUN,Lammens,Nailed Starter,5.0,2.4688,1.2188,HUL,Tzolakis,Regular Starter,4.5,1.72,1.375,9.5,0.3047,3.0526,3.1579,2.8421,6.15,0.5227,0.2105,6,31.6,111.86,110.21,1.65,1.19,True,57.42,5.593
gw1_19,1,19,NEW,Pope,Regular Starter,5.0,3.3154,1.4156,TOT,Kinsky,Regular Starter,4.5,3.15,1.5,9.5,-0.0893,3.0526,3.0,2.5789,5.47,0.567,0.4211,9,47.4,111.97,110.93,1.04,4.13,False,57.91,5.599
gw1_19,1,19,NEW,Pope,Regular Starter,5.0,3.3154,1.4156,IPS,Scherpen,Regular Starter,4.5,1.9,1.375,9.5,0.1594,3.0526,3.1053,2.6842,5.6,0.5562,0.3684,7,36.8,106.82,105.34,1.48,3.61,True,54.59,5.328
gw1_19,1,19,NEW,Pope,Regular Starter,5.0,3.3154,1.4156,HUL,Tzolakis,Regular Starter,4.5,1.72,1.375,9.5,0.0739,3.0526,3.1579,2.6842,5.67,0.5607,0.3684,8,42.1,107.45,106.74,0.71,4.24,True,54.87,5.361
gw1_19,1,19,NFO,Sels,Nailed Starter,5.0,3.2058,1.3161,TOT,Kinsky,Regular Starter,4.5,3.15,1.5,9.5,-0.3858,3.0,3.0,2.4211,6.3,0.5384,0.5789,11,57.9,118.59,117.92,0.67,5.06,False,63.14,5.947
gw1_19,1,19,NFO,Sels,Nailed Starter,5.0,3.2058,1.3161,IPS,Scherpen,Regular Starter,4.5,1.9,1.375,9.5,0.2179,3.0,3.1053,2.6316,5.67,0.5309,0.3684,9,47.4,113.98,113.36,0.62,0.45,True,59.55,5.705
gw1_19,1,19,NFO,Sels,Nailed Starter,5.0,3.2058,1.3161,HUL,Tzolakis,Regular Starter,4.5,1.72,1.375,9.5,0.1515,3.0,3.1579,2.6316,6.03,0.5344,0.3684,10,52.6,114.48,112.67,1.81,0.95,True,59.77,5.731
gw1_19,1,19,TOT,Kinsky,Regular Starter,4.5,3.15,1.5,SUN,Roefs,Nailed Starter,5.0,3.1143,1.3143,9.5,-0.4148,3.0,3.0526,2.4211,6.35,0.5398,0.5789,11,57.9,118.08,116.95,1.13,6.39,False,62.82,5.92
gw1_19,1,19,TOT,Kinsky,Regular Starter,4.5,3.15,1.5,IPS,Scherpen,Regular Starter,4.5,1.9,1.375,9.0,0.0673,3.0,3.1053,2.6316,5.47,0.5595,0.3684,9,47.4,110.43,108.35,2.08,2.59,True,61.9,5.665
gw1_19,1,19,TOT,Kinsky,Regular Starter,4.5,3.15,1.5,NEW,Horníček,Regular Starter,5.0,2.25,1.4474,9.5,-0.0893,3.0,3.0526,2.5789,5.26,0.5726,0.4211,9,47.4,109.06,106.59,2.48,1.23,False,56.1,5.446
gw1_19,1,19,TOT,Kinsky,Regular Starter,4.5,3.15,1.5,HUL,Tzolakis,Regular Starter,4.5,1.72,1.375,9.0,0.3506,3.0,3.1579,2.6842,5.32,0.5695,0.3158,7,36.8,109.54,109.1,0.44,1.71,True,60.91,5.618
gw1_19,1,19,SUN,Roefs,Nailed Starter,5.0,3.1143,1.3143,IPS,Scherpen,Regular Starter,4.5,1.9,1.375,9.5,-0.0069,3.0526,3.1053,2.6316,5.8,0.5319,0.4211,8,42.1,112.62,110.32,2.29,0.93,True,58.73,5.633
gw1_19,1,19,SUN,Roefs,Nailed Starter,5.0,3.1143,1.3143,HUL,Tzolakis,Regular Starter,4.5,1.72,1.375,9.5,0.125,3.0526,3.1579,2.6842,5.81,0.5376,0.3684,8,42.1,113.33,111.3,2.03,1.64,True,58.77,5.67
gw1_19,1,19,IPS,Scherpen,Regular Starter,4.5,1.9,1.375,NEW,Horníček,Regular Starter,5.0,2.25,1.4474,9.5,0.1594,3.1053,3.0526,2.6842,5.48,0.5616,0.3684,7,36.8,100.67,99.96,0.7,1.63,True,50.89,5.004
gw1_19,1,19,IPS,Scherpen,Regular Starter,4.5,1.9,1.375,HUL,Tzolakis,Regular Starter,4.5,1.72,1.375,9.0,-0.1529,3.1053,3.1579,2.5789,5.79,0.551,0.5263,8,42.1,104.74,104.48,0.26,5.7,True,59.0,5.365
gw1_19,1,19,NEW,Horníček,Regular Starter,5.0,2.25,1.4474,HUL,Tzolakis,Regular Starter,4.5,1.72,1.375,9.5,0.0739,3.0526,3.1579,2.6842,5.65,0.5662,0.3684,8,42.1,100.67,98.08,2.58,3.85,True,50.79,5.004
full_season,1,38,AVL,Martinez,Nailed Starter,5.0,3.0159,1.2381,BOU,Petrović,Nailed Starter,4.5,2.8684,1.4211,9.5,-0.0748,3.0263,3.0526,2.5526,12.9,0.5186,0.4737,19,50.0,237.62,236.36,1.26,8.2,False,63.01,5.959
full_season,1,38,AVL,Martinez,Nailed Starter,5.0,3.0159,1.2381,BHA,Verbruggen,Nailed Starter,4.5,2.7895,1.2105,9.5,0.1087,3.0263,3.0789,2.6316,13.3,0.4849,0.3947,18,47.4,239.79,238.39,1.39,10.37,False,63.92,6.016
full_season,1,38,AVL,Martinez,Nailed Starter,5.0,3.0159,1.2381,COV,Rushworth,Regular Starter,4.5,3.11,1.375,9.5,-0.2705,3.0263,3.1053,2.5526,13.0,0.5149,0.4737,18,47.4,238.17,237.84,0.34,8.76,True,63.25,5.973
full_season,1,38,AVL,Martinez,Nailed Starter,5.0,3.0159,1.2381,FUL,Leno,Nailed Starter,4.5,2.5789,1.3421,9.5,-0.3007,3.0263,3.0789,2.5263,13.25,0.5062,0.5,19,50.0,237.85,235.94,1.91,8.44,False,63.46,5.965
full_season,1,38,AVL,Martinez,Nailed Starter,5.0,3.0159,1.2381,TOT,Kinsky,Regular Starter,4.5,3.15,1.5,9.5,0.2533,3.0263,3.0526,2.6579,12.32,0.5341,0.3684,17,44.7,234.75,233.83,0.92,5.33,False,61.34,5.883
full_season,1,38,AVL,Martinez,Nailed Starter,5.0,3.0159,1.2381,IPS,Scherpen,Regular Starter,4.5,1.9,1.375,9.5,0.0341,3.0263,3.1053,2.6053,12.53,0.5171,0.4211,18,47.4,230.99,226.74,4.25,1.58,True,60.84,5.784
full_season,1,38,AVL,Martinez,Nailed Starter,5.0,3.0159,1.2381,HUL,Tzolakis,Regular Starter,4.5,1.72,1.375,9.5,0.0721,3.0263,3.1053,2.6579,12.46,0.5174,0.3684,17,44.7,231.74,229.35,2.39,2.33,True,60.79,5.804
full_season,1,38,BOU,Petrović,Nailed Starter,4.5,2.8684,1.4211,BRE,Kelleher,Nailed Starter,5.0,2.9459,1.3243,9.5,-0.1472,3.0526,3.0526,2.5526,12.33,0.5368,0.5,20,52.6,233.47,231.76,1.7,11.81,False,61.43,5.85
full_season,1,38,BOU,Petrović,Nailed Starter,4.5,2.8684,1.4211,BHA,Verbruggen,Nailed Starter,4.5,2.7895,1.2105,9.0,0.2138,3.0526,3.0789,2.6579,12.7,0.5199,0.3947,19,50.0,233.24,229.16,4.07,9.39,False,66.18,5.991
full_season,1,38,BOU,Petrović,Nailed Starter,4.5,2.8684,1.4211,COV,Rushworth,Regular Starter,4.5,3.11,1.375,9.0,0.1793,3.0526,3.1053,2.6842,11.45,0.5546,0.3684,17,44.7,225.69,224.31,1.38,9.52,True,63.14,5.792
full_season,1,38,BOU,Petrović,Nailed Starter,4.5,2.8684,1.4211,CHE,Sánchez,Nailed Starter,5.0,2.9013,1.4507,9.5,0.0,3.0526,3.0,2.5263,11.84,0.5564,0.4737,21,55.3,227.92,227.87,0.05,11.88,False,59.55,5.703
full_season,1,38,BOU,Petrović,Nailed Starter,4.5,2.8684,1.4211,CRY,Henderson,Nailed Starter,5.0,2.8649,1.3784,9.5,-0.0038,3.0526,3.0526,2.5526,12.04,0.5483,0.5,19,50.0,228.88,227.39,1.49,12.07,False,59.86,5.729
full_season,1,38,BOU,Petrović,Nailed Starter,4.5,2.8684,1.4211,FUL,Leno,Nailed Starter,4.5,2.5789,1.3421,9.0,0.104,3.0526,3.0789,2.6316,11.75,0.5454,0.4211,18,47.4,226.14,225.49,0.65,12.08,False,63.72,5.804
full_season,1,38,BOU,Petrović,Nailed Starter,4.5,2.8684,1.4211,LEE,Trafford,Nailed Starter,5.0,3.45,1.4737,9.5,0.2504,3.0526,3.0789,2.6842,10.84,0.5701,0.3684,16,42.1,227.78,224.81,2.96,9.68,False,58.45,5.7
full_season,1,38,BOU,Petrović,Nailed Starter,4.5,2.8684,1.4211,MUN,Lammens,Nailed Starter,5.0,2.4688,1.2188,9.5,-0.2971,3.0526,3.0,2.4737,13.33,0.5107,0.5263,20,52.6,234.14,232.38,1.76,10.83,False,62.55,5.867
full_season,1,38,BOU,Petrović,Nailed Starter,4.5,2.8684,1.4211,NEW,Pope,Regular Starter,5.0,3.3154,1.4156,9.5,-0.0424,3.0526,3.0789,2.6053,11.55,0.5575,0.4474,18,47.4,224.83,223.94,0.89,10.77,False,58.23,5.622
full_season,1,38,BOU,Petrović,Nailed Starter,4.5,2.8684,1.4211,NFO,Sels,Nailed Starter,5.0,3.2058,1.3161,9.5,-0.3623,3.0526,3.0526,2.4737,12.54,0.5336,0.5789,20,52.6,236.03,234.72,1.32,10.11,False,62.64,5.917
full_season,1,38,BOU,Petrović,Nailed Starter,4.5,2.8684,1.4211,TOT,Kinsky,Regular Starter,4.5,3.15,1.5,9.0,0.0679,3.0526,3.0526,2.6842,10.87,0.5698,0.3684,18,47.4,224.46,223.82,0.64,10.37,False,62.48,5.76
full_season,1,38,BOU,Petrović,Nailed Starter,4.5,2.8684,1.4211,SUN,Roefs,Nailed Starter,5.0,3.1143,1.3143,9.5,-0.1522,3.0526,3.0789,2.5526,12.26,0.5378,0.5,19,50.0,233.62,231.3,2.31,11.17,False,61.46,5.853
full_season,1,38,BOU,Petrović,Nailed Starter,4.5,2.8684,1.4211,IPS,Scherpen,Regular Starter,4.5,1.9,1.375,9.0,-0.1576,3.0526,3.1053,2.6053,11.18,0.5531,0.4474,16,42.1,219.99,216.04,3.95,5.93,True,61.9,5.642
full_season,1,38,BOU,Petrović,Nailed Starter,4.5,2.8684,1.4211,NEW,Horníček,Regular Starter,5.0,2.25,1.4474,9.5,-0.0424,3.0526,3.0789,2.6053,11.16,0.5629,0.4474,18,47.4,217.49,213.76,3.72,3.43,False,55.98,5.429
full_season,1,38,BOU,Petrović,Nailed Starter,4.5,2.8684,1.4211,HUL,Tzolakis,Regular Starter,4.5,1.72,1.375,9.0,-0.1951,3.0526,3.1053,2.5526,11.61,0.5516,0.5,19,50.0,219.26,218.16,1.09,5.2,True,61.98,5.623
full_season,1,38,BRE,Kelleher,Nailed Starter,5.0,2.9459,1.3243,BHA,Verbruggen,Nailed Starter,4.5,2.7895,1.2105,9.5,0.0674,3.0526,3.0789,2.5789,13.31,0.5026,0.4737,18,47.4,235.43,234.49,0.94,11.58,False,62.56,5.901
full_season,1,38,BRE,Kelleher,Nailed Starter,5.0,2.9459,1.3243,COV,Rushworth,Regular Starter,4.5,3.11,1.375,9.5,-0.1951,3.0526,3.1053,2.5789,12.21,0.5343,0.4737,18,47.4,232.21,231.85,0.36,10.54,True,60.98,5.816
full_season,1,38,BRE,Kelleher,Nailed Starter,5.0,2.9459,1.3243,FUL,Leno,Nailed Starter,4.5,2.5789,1.3421,9.5,-0.0058,3.0526,3.0789,2.6053,12.37,0.5279,0.4474,17,44.7,230.33,229.35,0.99,8.67,False,60.43,5.767
full_season,1,38,BRE,Kelleher,Nailed Starter,5.0,2.9459,1.3243,TOT,Kinsky,Regular Starter,4.5,3.15,1.5,9.5,0.1038,3.0526,3.0526,2.6316,11.85,0.5513,0.4211,19,50.0,230.29,229.32,0.97,8.63,False,59.82,5.766
full_season,1,38,BRE,Kelleher,Nailed Starter,5.0,2.9459,1.3243,IPS,Scherpen,Regular Starter,4.5,1.9,1.375,9.5,-0.2325,3.0526,3.1053,2.5526,12.46,0.5334,0.5,20,52.6,228.24,225.66,2.58,6.57,True,59.97,5.712
full_season,1,38,BRE,Kelleher,Nailed Starter,5.0,2.9459,1.3243,HUL,Tzolakis,Regular Starter,4.5,1.72,1.375,9.5,-0.1951,3.0526,3.1053,2.5263,12.14,0.5346,0.5263,18,47.4,224.45,221.8,2.65,2.79,True,58.97,5.612
full_season,1,38,BHA,Verbruggen,Nailed Starter,4.5,2.7895,1.2105,COV,Rushworth,Regular Starter,4.5,3.11,1.375,9.0,-0.1649,3.0789,3.1053,2.6053,13.01,0.5145,0.4737,18,47.4,234.83,233.67,1.16,10.98,True,67.01,6.033
full_season,1,38,BHA,Verbruggen,Nailed Starter,4.5,2.7895,1.2105,CHE,Sánchez,Nailed Starter,5.0,2.9013,1.4507,9.5,-0.0379,3.0789,3.0,2.5789,12.61,0.5198,0.4211,17,44.7,232.29,230.74,1.55,8.44,False,61.3,5.818
full_season,1,38,BHA,Verbruggen,Nailed Starter,4.5,2.7895,1.2105,CRY,Henderson,Nailed Starter,5.0,2.8649,1.3784,9.5,0.1406,3.0789,3.0526,2.6579,12.69,0.5136,0.3947,15,39.5,231.99,230.23,1.77,8.14,False,60.94,5.811
full_season,1,38,BHA,Verbruggen,Nailed Starter,4.5,2.7895,1.2105,FUL,Leno,Nailed Starter,4.5,2.5789,1.3421,9.0,-0.0088,3.0789,3.0789,2.6316,13.05,0.5072,0.4474,18,47.4,230.59,230.03,0.56,6.74,False,65.79,5.921
full_season,1,38,BHA,Verbruggen,Nailed Starter,4.5,2.7895,1.2105,LEE,Trafford,Nailed Starter,5.0,3.45,1.4737,9.5,0.0659,3.0789,3.0789,2.6053,12.44,0.5305,0.4737,16,42.1,234.23,233.42,0.81,10.38,False,61.52,5.87
full_season,1,38,BHA,Verbruggen,Nailed Starter,4.5,2.7895,1.2105,MUN,Lammens,Nailed Starter,5.0,2.4688,1.2188,9.5,-0.417,3.0789,3.0,2.5,14.1,0.474,0.5,21,55.3,238.63,237.53,1.09,14.77,False,64.46,5.985
