list,pick,fix_rank,combo,allocation_pattern,all_easy_gws,all_easy_pct,avg_fdr_corr,rot_avg_fdr,no_diff_gws,mean_gkp_xcs,mean_def_xcs,n_elite,n_strong,n_cs_plus,n_prom,n_weak,cs_core,leaks,gate,fail,verdict
gw1_3_fixture_head,,44,ARS-HUL-MUN-NFO-TOT,1+1+1+1+1,2,66.7,-0.05,2.3333,3,0.3359,0.3157,1,1,2,1,0,ARS-MUN,HUL,pass,,CAUTION
gw1_3_fixture_head,,45,ARS-HUL-NFO-SUN-TOT,1+1+1+1+1,2,66.7,-0.05,2.3333,3,0.3306,0.3188,1,0,1,1,0,ARS,HUL,cut,thin CS core,CAUTION
gw1_3_fixture_head,,46,COV-HUL-IPS-MUN-NFO,1+1+1+1+1,2,66.7,-0.05,2.3333,3,0.2645,0.2639,0,1,1,3,0,MUN,COV-HUL-IPS,cut,thin CS core; 2+ promoted,CAUTION
gw1_3_fixture_head,,47,COV-HUL-IPS-NFO-SUN,1+1+1+1+1,2,66.7,-0.05,2.3333,3,0.2591,0.267,0,0,0,3,0,,COV-HUL-IPS,cut,thin CS core; 2+ promoted,CAUTION
gw1_3_fixture_head,,48,HUL-IPS-MUN-NFO-TOT,1+1+1+1+1,2,66.7,-0.05,2.3333,3,0.2875,0.2699,0,1,1,2,0,MUN,HUL-IPS,cut,thin CS core; 2+ promoted,CAUTION
gw1_3_fixture_head,,49,HUL-IPS-NFO-SUN-TOT,1+1+1+1+1,2,66.7,-0.05,2.3333,3,0.2821,0.273,0,0,0,2,0,,HUL-IPS,cut,thin CS core; 2+ promoted,CAUTION
gw1_3_fixture_head,,50,BRE-CHE-MUN-NFO-SUN,1+1+1+1+1,2,66.7,-0.0382,2.2222,3,0.2666,0.2713,0,1,1,0,1,MUN,CHE,cut,thin CS core,CAUTION
gw1_3_fixture_head,,51,CHE-LIV-MUN-NFO-SUN,1+1+1+1+1,2,66.7,-0.0382,2.2222,3,0.2741,0.2692,0,2,2,0,1,LIV-MUN,CHE,pass,,SOLID
gw1_3_fixture_head,,52,CHE-MCI-MUN-NFO-SUN,1+1+1+1+1,2,66.7,-0.0382,2.2222,3,0.2986,0.3037,1,1,2,0,1,MCI-MUN,CHE,pass,,PICK
gw1_3_fixture_head,,53,ARS-CRY-HUL-MUN-SUN,1+1+1+1+1,2,66.7,-0.0232,2.3333,3,0.3129,0.311,1,1,2,1,1,ARS-MUN,CRY-HUL,pass,,CAUTION
gw1_3_fixture_head,,54,BOU-COV-MUN-NFO-SUN,1+1+1+1+1,2,66.7,-0.0232,2.3333,3,0.2653,0.2716,0,1,1,1,1,MUN,BOU-COV,cut,thin CS core,CAUTION
gw1_3_fixture_head,,55,BOU-MUN-NFO-SUN-TOT,1+1+1+1+1,2,66.7,-0.0232,2.3333,3,0.2884,0.2776,0,1,1,0,1,MUN,BOU,cut,thin CS core,CAUTION
gw1_3_fixture_head,,56,COV-FUL-MUN-NFO-SUN,1+1+1+1+1,2,66.7,-0.0232,2.3333,3,0.2693,0.2794,0,1,1,1,0,MUN,COV,cut,thin CS core,CAUTION
gw1_3_fixture_head,,57,COV-MUN-NEW-NFO-SUN,1+1+1+1+1,2,66.7,-0.0232,2.3333,3,0.2656,0.265,0,1,1,1,1,MUN,COV-NEW,cut,thin CS core,CAUTION
gw1_3_fixture_head,,58,CRY-HUL-IPS-MUN-SUN,1+1+1+1+1,2,66.7,-0.0232,2.3333,3,0.2644,0.2652,0,1,1,2,1,MUN,CRY-HUL-IPS,cut,thin CS core; 2+ promoted,CAUTION
gw1_3_fixture_head,,59,FUL-MUN-NFO-SUN-TOT,1+1+1+1+1,2,66.7,-0.0232,2.3333,3,0.2923,0.2854,0,1,1,0,0,MUN,,cut,thin CS core,CAUTION
gw1_3_fixture_head,,60,MUN-NEW-NFO-SUN-TOT,1+1+1+1+1,2,66.7,-0.0232,2.3333,3,0.2886,0.271,0,1,1,0,1,MUN,NEW,cut,thin CS core,CAUTION
gw1_3_fixture_head,,61,ARS-AVL-COV-MUN-SUN,1+1+1+1+1,2,66.7,-0.0098,2.2222,3,0.3205,0.3161,1,2,3,1,0,ARS-AVL-MUN,COV,pass,,PICK
gw1_3_fixture_head,,62,ARS-AVL-MUN-SUN-TOT,1+1+1+1+1,2,66.7,-0.0098,2.2222,3,0.3435,0.3221,1,2,3,0,0,ARS-AVL-MUN,,pass,,PICK
gw1_3_fixture_head,,63,ARS-BHA-COV-MUN-SUN,1+1+1+1+1,2,66.7,-0.0098,2.2222,3,0.3221,0.316,1,2,3,1,0,ARS-BHA-MUN,COV,pass,,PICK
gw1_3_fixture_head,,64,ARS-BHA-MUN-SUN-TOT,1+1+1+1+1,2,66.7,-0.0098,2.2222,3,0.3451,0.322,1,2,3,0,0,ARS-BHA-MUN,,pass,,PICK
gw1_3_fixture_head,,65,AVL-COV-IPS-MUN-SUN,1+1+1+1+1,2,66.7,-0.0098,2.2222,3,0.272,0.2703,0,2,2,2,0,AVL-MUN,COV-IPS,cut,2+ promoted,CAUTION
gw1_3_fixture_head,,66,AVL-IPS-MUN-SUN-TOT,1+1+1+1+1,2,66.7,-0.0098,2.2222,3,0.295,0.2763,0,2,2,1,0,AVL-MUN,IPS,pass,,CAUTION
gw1_3_fixture_head,,67,BHA-COV-IPS-MUN-SUN,1+1+1+1+1,2,66.7,-0.0098,2.2222,3,0.2736,0.2702,0,2,2,2,0,BHA-MUN,COV-IPS,cut,2+ promoted,CAUTION
gw1_3_fixture_head,,68,BHA-IPS-MUN-SUN-TOT,1+1+1+1+1,2,66.7,-0.0098,2.2222,3,0.2966,0.2762,0,2,2,1,0,BHA-MUN,IPS,pass,,CAUTION
gw1_3_fixture_head,,69,ARS-BOU-HUL-MUN-SUN,1+1+1+1+1,2,66.7,0.0,2.3333,3,0.3108,0.3092,1,1,2,1,1,ARS-MUN,BOU-HUL,pass,,CAUTION
gw1_3_fixture_head,,70,ARS-FUL-HUL-MUN-SUN,1+1+1+1+1,2,66.7,0.0,2.3333,3,0.3147,0.317,1,1,2,1,0,ARS-MUN,HUL,pass,,CAUTION
gw1_3_fixture_head,,71,ARS-HUL-MUN-NEW-SUN,1+1+1+1+1,2,66.7,0.0,2.3333,3,0.311,0.3027,1,1,2,1,1,ARS-MUN,HUL-NEW,pass,,CAUTION
gw1_3_fixture_head,,72,BOU-HUL-IPS-MUN-SUN,1+1+1+1+1,2,66.7,0.0,2.3333,3,0.2623,0.2634,0,1,1,2,1,MUN,BOU-HUL-IPS,cut,thin CS core; 2+ promoted,CAUTION
gw1_3_fixture_head,,73,COV-CRY-MUN-NFO-SUN,1+1+1+1+1,2,66.7,0.0,2.3333,3,0.2674,0.2733,0,1,1,1,1,MUN,COV-CRY,cut,thin CS core,CAUTION
gw1_3_fixture_head,,74,CRY-MUN-NFO-SUN-TOT,1+1+1+1+1,2,66.7,0.0,2.3333,3,0.2905,0.2794,0,1,1,0,1,MUN,CRY,cut,thin CS core,CAUTION
gw1_3_fixture_head,,75,FUL-HUL-IPS-MUN-SUN,1+1+1+1+1,2,66.7,0.0,2.3333,3,0.2662,0.2712,0,1,1,2,0,MUN,HUL-IPS,cut,thin CS core; 2+ promoted,CAUTION
gw1_3_fixture_head,,76,HUL-IPS-MUN-NEW-SUN,1+1+1+1+1,2,66.7,0.0,2.3333,3,0.2625,0.2569,0,1,1,2,1,MUN,HUL-IPS-NEW,cut,thin CS core; 2+ promoted,CAUTION
gw1_3_fixture_head,,77,HUL-LEE-MUN-NFO-SUN,1+1+1+1+1,2,66.7,0.0,2.3333,3,0.2629,0.2678,0,1,1,1,1,MUN,HUL-LEE,cut,thin CS core,CAUTION
gw1_3_fixture_head,,78,AVL-CHE-MUN-NFO-SUN,1+1+1+1+1,2,66.7,0.0348,2.2222,3,0.2714,0.2787,0,2,2,0,1,AVL-MUN,CHE,pass,,SOLID
gw1_3_fixture_head,,79,BHA-CHE-MUN-NFO-SUN,1+1+1+1+1,2,66.7,0.0348,2.2222,3,0.273,0.2787,0,2,2,0,1,BHA-MUN,CHE,pass,,SOLID
gw1_3_fixture_head,,80,BOU-CHE-MUN-NFO-SUN,1+1+1+1+1,2,66.7,0.0507,2.3333,3,0.2617,0.2719,0,1,1,0,2,MUN,BOU-CHE,cut,thin CS core,CAUTION
gw1_3_fixture_head,,81,CHE-FUL-MUN-NFO-SUN,1+1+1+1+1,2,66.7,0.0507,2.3333,3,0.2656,0.2797,0,1,1,0,1,MUN,CHE,cut,thin CS core,CAUTION
gw1_3_fixture_head,,82,CHE-MUN-NEW-NFO-SUN,1+1+1+1+1,2,66.7,0.0507,2.3333,3,0.2619,0.2654,0,1,1,0,2,MUN,CHE-NEW,cut,thin CS core,CAUTION
gw1_3_fixture_head,,83,ARS-BRE-CHE-MUN-SUN,1+1+1+1+1,2,66.7,0.0634,2.2222,3,0.312,0.309,1,1,2,0,1,ARS-MUN,CHE,pass,,PICK
gw1_3_fixture_head,,84,ARS-CHE-LIV-MUN-SUN,1+1+1+1+1,2,66.7,0.0634,2.2222,3,0.3195,0.3069,1,2,3,0,1,ARS-LIV-MUN,CHE,pass,,PICK
gw1_3_fixture_head,,85,ARS-CHE-MCI-MUN-SUN,1+1+1+1+1,2,66.7,0.0634,2.2222,3,0.344,0.3413,2,1,3,0,1,ARS-MCI-MUN,CHE,pass,,PICK
gw1_3_fixture_head,,86,BRE-CHE-IPS-MUN-SUN,1+1+1+1+1,2,66.7,0.0634,2.2222,3,0.2635,0.2632,0,1,1,1,1,MUN,CHE-IPS,cut,thin CS core,CAUTION
gw1_3_fixture_head,,87,CHE-IPS-LIV-MUN-SUN,1+1+1+1+1,2,66.7,0.0634,2.2222,3,0.271,0.2611,0,2,2,1,1,LIV-MUN,CHE-IPS,pass,,CAUTION
gw1_3_fixture_head,,88,CHE-IPS-MCI-MUN-SUN,1+1+1+1+1,2,66.7,0.0634,2.2222,3,0.2955,0.2955,1,1,2,1,1,MCI-MUN,CHE-IPS,pass,,CAUTION
gw1_3_fixture_head,,89,ARS-CHE-HUL-MUN-NFO,1+1+1+1+1,2,66.7,0.0634,2.3333,3,0.3093,0.31,1,1,2,1,1,ARS-MUN,CHE-HUL,pass,,CAUTION
gw1_3_fixture_head,,90,ARS-CHE-HUL-NFO-SUN,1+1+1+1+1,2,66.7,0.0634,2.3333,3,0.3039,0.3131,1,0,1,1,1,ARS,CHE-HUL,cut,thin CS core,CAUTION
gw1_3_fixture_head,,91,ARS-COV-MUN-NFO-TOT,1+1+1+1+1,2,66.7,0.0634,2.3333,3,0.3359,0.3157,1,1,2,1,0,ARS-MUN,COV,pass,,CAUTION
gw1_3_fixture_head,,92,ARS-COV-NFO-SUN-TOT,1+1+1+1+1,2,66.7,0.0634,2.3333,3,0.3306,0.3188,1,0,1,1,0,ARS,COV,cut,thin CS core,CAUTION
gw1_3_fixture_head,,93,ARS-HUL-IPS-MUN-TOT,1+1+1+1+1,2,66.7,0.0634,2.3333,3,0.3329,0.3076,1,1,2,2,0,ARS-MUN,HUL-IPS,cut,2+ promoted,CAUTION
gw1_3_fixture_head,,94,ARS-HUL-IPS-SUN-TOT,1+1+1+1+1,2,66.7,0.0634,2.3333,3,0.3275,0.3106,1,0,1,2,0,ARS,HUL-IPS,cut,thin CS core; 2+ promoted,CAUTION
gw1_3_fixture_head,,95,CHE-HUL-IPS-MUN-NFO,1+1+1+1+1,2,66.7,0.0634,2.3333,3,0.2608,0.2642,0,1,1,2,1,MUN,CHE-HUL-IPS,cut,thin CS core; 2+ promoted,CAUTION
gw1_3_fixture_head,,96,CHE-HUL-IPS-NFO-SUN,1+1+1+1+1,2,66.7,0.0634,2.3333,3,0.2554,0.2673,0,0,0,2,1,,CHE-HUL-IPS,cut,thin CS core; 2+ promoted,CAUTION
gw1_3_fixture_head,,97,COV-IPS-MUN-NFO-TOT,1+1+1+1+1,2,66.7,0.0634,2.3333,3,0.2875,0.2699,0,1,1,2,0,MUN,COV-IPS,cut,thin CS core; 2+ promoted,CAUTION
gw1_3_fixture_head,,98,COV-IPS-NFO-SUN-TOT,1+1+1+1+1,2,66.7,0.0634,2.3333,3,0.2821,0.273,0,0,0,2,0,,COV-IPS,cut,thin CS core; 2+ promoted,CAUTION
gw1_3_fixture_head,,99,ARS-BOU-COV-MUN-SUN,1+1+1+1+1,2,66.7,0.1,2.3333,3,0.3108,0.3092,1,1,2,1,1,ARS-MUN,BOU-COV,pass,,CAUTION
gw1_3_fixture_head,,100,ARS-BOU-MUN-SUN-TOT,1+1+1+1+1,2,66.7,0.1,2.3333,3,0.3338,0.3153,1,1,2,0,1,ARS-MUN,BOU,pass,,PICK
gw1_3_fixture_head,,101,ARS-COV-CRY-MUN-SUN,1+1+1+1+1,2,66.7,0.1,2.3333,3,0.3129,0.311,1,1,2,1,1,ARS-MUN,COV-CRY,pass,,CAUTION
gw1_3_fixture_head,,102,ARS-COV-FUL-MUN-SUN,1+1+1+1+1,2,66.7,0.1,2.3333,3,0.3147,0.317,1,1,2,1,0,ARS-MUN,COV,pass,,CAUTION
gw1_3_fixture_head,,103,ARS-COV-MUN-NEW-SUN,1+1+1+1+1,2,66.7,0.1,2.3333,3,0.311,0.3027,1,1,2,1,1,ARS-MUN,COV-NEW,pass,,CAUTION
gw1_3_fixture_head,,104,ARS-CRY-MUN-SUN-TOT,1+1+1+1+1,2,66.7,0.1,2.3333,3,0.3359,0.317,1,1,2,0,1,ARS-MUN,CRY,pass,,PICK
gw1_3_fixture_head,,105,ARS-FUL-MUN-SUN-TOT,1+1+1+1+1,2,66.7,0.1,2.3333,3,0.3377,0.323,1,1,2,0,0,ARS-MUN,,pass,,PICK
gw1_3_fixture_head,,106,ARS-HUL-MUN-NFO-SUN,1+1+1+1+1,2,66.7,0.1,2.3333,3,0.3161,0.3157,1,1,2,1,0,ARS-MUN,HUL,pass,,CAUTION
gw1_3_fixture_head,,107,ARS-MUN-NEW-SUN-TOT,1+1+1+1+1,2,66.7,0.1,2.3333,3,0.334,0.3087,1,1,2,0,1,ARS-MUN,NEW,pass,,PICK
gw1_3_fixture_head,,108,BOU-COV-IPS-MUN-SUN,1+1+1+1+1,2,66.7,0.1,2.3333,3,0.2623,0.2634,0,1,1,2,1,MUN,BOU-COV-IPS,cut,thin CS core; 2+ promoted,CAUTION
gw1_3_fixture_head,,109,BOU-IPS-MUN-SUN-TOT,1+1+1+1+1,2,66.7,0.1,2.3333,3,0.2853,0.2695,0,1,1,1,1,MUN,BOU-IPS,cut,thin CS core,CAUTION
gw1_3_fixture_head,,110,COV-CRY-IPS-MUN-SUN,1+1+1+1+1,2,66.7,0.1,2.3333,3,0.2644,0.2652,0,1,1,2,1,MUN,COV-CRY-IPS,cut,thin CS core; 2+ promoted,CAUTION
gw1_3_fixture_head,,111,COV-FUL-IPS-MUN-SUN,1+1+1+1+1,2,66.7,0.1,2.3333,3,0.2662,0.2712,0,1,1,2,0,MUN,COV-IPS,cut,thin CS core; 2+ promoted,CAUTION
gw1_3_fixture_head,,112,COV-HUL-MUN-NFO-SUN,1+1+1+1+1,2,66.7,0.1,2.3333,3,0.2676,0.2699,0,1,1,2,0,MUN,COV-HUL,cut,thin CS core; 2+ promoted,CAUTION
gw1_3_fixture_head,,113,COV-IPS-MUN-NEW-SUN,1+1+1+1+1,2,66.7,0.1,2.3333,3,0.2625,0.2569,0,1,1,2,1,MUN,COV-IPS-NEW,cut,thin CS core; 2+ promoted,CAUTION
gw1_3_fixture_head,,114,CRY-IPS-MUN-SUN-TOT,1+1+1+1+1,2,66.7,0.1,2.3333,3,0.2874,0.2712,0,1,1,1,1,MUN,CRY-IPS,cut,thin CS core,CAUTION
gw1_3_fixture_head,,115,FUL-IPS-MUN-SUN-TOT,1+1+1+1+1,2,66.7,0.1,2.3333,3,0.2893,0.2773,0,1,1,1,0,MUN,IPS,cut,thin CS core,CAUTION
gw1_3_fixture_head,,116,HUL-IPS-MUN-NFO-SUN,1+1+1+1+1,2,66.7,0.1,2.3333,3,0.2676,0.2699,0,1,1,2,0,MUN,HUL-IPS,cut,thin CS core; 2+ promoted,CAUTION
gw1_3_fixture_head,,117,HUL-MUN-NFO-SUN-TOT,1+1+1+1+1,2,66.7,0.1,2.3333,3,0.2906,0.2759,0,1,1,1,0,MUN,HUL,cut,thin CS core,CAUTION
gw1_3_fixture_head,,118,IPS-MUN-NEW-SUN-TOT,1+1+1+1+1,2,66.7,0.1,2.3333,3,0.2855,0.2629,0,1,1,1,1,MUN,IPS-NEW,cut,thin CS core,CAUTION
gw1_3_fixture_head,,119,ARS-HUL-LEE-MUN-SUN,1+1+1+1+1,2,66.7,0.1134,2.3333,3,0.3083,0.3055,1,1,2,1,1,ARS-MUN,HUL-LEE,pass,,CAUTION
gw1_3_fixture_head,,120,COV-LEE-MUN-NFO-SUN,1+1+1+1+1,2,66.7,0.1134,2.3333,3,0.2629,0.2678,0,1,1,1,1,MUN,COV-LEE,cut,thin CS core,CAUTION
gw1_3_fixture_head,,121,HUL-IPS-LEE-MUN-SUN,1+1+1+1+1,2,66.7,0.1134,2.3333,3,0.2598,0.2597,0,1,1,2,1,MUN,HUL-IPS-LEE,cut,thin CS core; 2+ promoted,CAUTION
gw1_3_fixture_head,,122,LEE-MUN-NFO-SUN-TOT,1+1+1+1+1,2,66.7,0.1134,2.3333,3,0.2859,0.2738,0,1,1,0,1,MUN,LEE,cut,thin CS core,CAUTION
gw1_3_fixture_head,,123,ARS-AVL-CHE-MUN-SUN,1+1+1+1+1,2,66.7,0.1365,2.2222,3,0.3168,0.3164,1,2,3,0,1,ARS-AVL-MUN,CHE,pass,,PICK
gw1_3_fixture_head,,124,ARS-BHA-CHE-MUN-SUN,1+1+1+1+1,2,66.7,0.1365,2.2222,3,0.3184,0.3163,1,2,3,0,1,ARS-BHA-MUN,CHE,pass,,PICK
gw1_3_fixture_head,,125,AVL-CHE-IPS-MUN-SUN,1+1+1+1+1,2,66.7,0.1365,2.2222,3,0.2683,0.2706,0,2,2,1,1,AVL-MUN,CHE-IPS,pass,,CAUTION
gw1_3_fixture_head,,126,BHA-CHE-IPS-MUN-SUN,1+1+1+1+1,2,66.7,0.1365,2.2222,3,0.2699,0.2705,0,2,2,1,1,BHA-MUN,CHE-IPS,pass,,CAUTION
