num_unique_clubs,allocation_pattern,clubs,club1,club2,club3,club4,club5,gw1_avg_fdr,gw1_max_fdr,gw2_avg_fdr,gw3_avg_fdr,gw2_3_rot_fdr,effective_avg_fdr,avg_fdr_corr
4,2+1+1+1,AVL-BRE-LIV-LIV-NFO,AVL,BRE,LIV,LIV,NFO,2.8,3.0,3.0,2.0,2.5,2.6364,0.5098
4,2+1+1+1,AVL-BRE-MCI-MCI-NFO,AVL,BRE,MCI,MCI,NFO,2.8,3.0,3.0,2.0,2.5,2.6364,0.5098
4,2+1+1+1,AVL-LIV-LIV-MCI-NFO,AVL,LIV,LIV,MCI,NFO,2.8,3.0,3.0,2.0,2.5,2.6364,0.5098
4,2+1+1+1,AVL-LIV-MCI-MCI-NFO,AVL,LIV,MCI,MCI,NFO,2.8,3.0,3.0,2.0,2.5,2.6364,0.5098
4,2+1+1+1,BRE-BRE-BHA-LIV-NFO,BRE,BRE,BHA,LIV,NFO,2.8,3.0,3.0,2.0,2.5,2.6364,0.5098
4,2+1+1+1,BRE-BRE-BHA-MCI-NFO,BRE,BRE,BHA,MCI,NFO,2.8,3.0,3.0,2.0,2.5,2.6364,0.5098
4,2+1+1+1,BRE-BHA-LIV-LIV-NFO,BRE,BHA,LIV,LIV,NFO,2.8,3.0,3.0,2.0,2.5,2.6364,0.5098
4,2+1+1+1,BRE-BHA-MCI-MCI-NFO,BRE,BHA,MCI,MCI,NFO,2.8,3.0,3.0,2.0,2.5,2.6364,0.5098
4,2+1+1+1,BHA-LIV-LIV-MCI-NFO,BHA,LIV,LIV,MCI,NFO,2.8,3.0,3.0,2.0,2.5,2.6364,0.5098
4,2+1+1+1,BHA-LIV-MCI-MCI-NFO,BHA,LIV,MCI,MCI,NFO,2.8,3.0,3.0,2.0,2.5,2.6364,0.5098
5,1+1+1+1+1,BRE-CRY-LIV-MCI-NFO,BRE,CRY,LIV,MCI,NFO,2.8,3.0,3.0,2.0,2.5,2.6364,0.5366
3,2+2+1,CHE-CHE-MUN-TOT-TOT,CHE,CHE,MUN,TOT,TOT,2.8,3.0,2.0,3.0,2.5,2.6364,0.5914
3,2+2+1,CHE-CHE-TOT-TOT-SUN,CHE,CHE,TOT,TOT,SUN,2.8,3.0,2.0,3.0,2.5,2.6364,0.5914
5,1+1+1+1+1,AVL-BRE-LIV-MCI-NFO,AVL,BRE,LIV,MCI,NFO,2.8,3.0,3.0,2.0,2.5,2.6364,0.6098
5,1+1+1+1+1,BRE-BHA-LIV-MCI-NFO,BRE,BHA,LIV,MCI,NFO,2.8,3.0,3.0,2.0,2.5,2.6364,0.6098
4,2+1+1+1,CHE-EVE-MUN-TOT-TOT,CHE,EVE,MUN,TOT,TOT,2.8,3.0,2.0,3.0,2.5,2.6364,0.6402
4,2+1+1+1,CHE-EVE-TOT-TOT-SUN,CHE,EVE,TOT,TOT,SUN,2.8,3.0,2.0,3.0,2.5,2.6364,0.6402
2,3+2,AVL-AVL-AVL-CHE-CHE,AVL,AVL,AVL,CHE,CHE,3.0,3.0,2.67,2.0,2.33,2.6364,-0.5892
2,3+2,BHA-BHA-BHA-CHE-CHE,BHA,BHA,BHA,CHE,CHE,3.0,3.0,2.67,2.0,2.33,2.6364,-0.5892
2,3+2,AVL-AVL-AVL-TOT-TOT,AVL,AVL,AVL,TOT,TOT,3.0,3.0,2.67,2.0,2.33,2.6364,-0.5196
2,3+2,BHA-BHA-BHA-TOT-TOT,BHA,BHA,BHA,TOT,TOT,3.0,3.0,2.67,2.0,2.33,2.6364,-0.5196
3,3+1+1,BRE-BRE-BRE-CHE-EVE,BRE,BRE,BRE,CHE,EVE,3.0,3.0,2.67,2.0,2.33,2.6364,-0.489
3,3+1+1,AVL-AVL-AVL-CHE-TOT,AVL,AVL,AVL,CHE,TOT,3.0,3.0,2.67,2.0,2.33,2.6364,-0.4788
3,3+1+1,BHA-BHA-BHA-CHE-TOT,BHA,BHA,BHA,CHE,TOT,3.0,3.0,2.67,2.0,2.33,2.6364,-0.4788
3,3+1+1,AVL-CRY-TOT-TOT-TOT,AVL,CRY,TOT,TOT,TOT,3.0,3.0,2.0,2.67,2.33,2.6364,-0.4732
3,3+1+1,BHA-CRY-TOT-TOT-TOT,BHA,CRY,TOT,TOT,TOT,3.0,3.0,2.0,2.67,2.33,2.6364,-0.4732
3,2+2+1,BRE-BRE-CHE-CHE-CRY,BRE,BRE,CHE,CHE,CRY,3.0,3.0,2.33,2.33,2.33,2.6364,-0.4292
3,2+2+1,CHE-CHE-CRY-LIV-LIV,CHE,CHE,CRY,LIV,LIV,3.0,3.0,2.33,2.33,2.33,2.6364,-0.4292
3,2+2+1,CHE-CHE-CRY-MCI-MCI,CHE,CHE,CRY,MCI,MCI,3.0,3.0,2.33,2.33,2.33,2.6364,-0.4292
3,2+2+1,AVL-AVL-EVE-TOT-TOT,AVL,AVL,EVE,TOT,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.4196
3,2+2+1,BHA-BHA-EVE-TOT-TOT,BHA,BHA,EVE,TOT,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.4196
3,3+1+1,CRY-LIV-TOT-TOT-TOT,CRY,LIV,TOT,TOT,TOT,3.0,3.0,2.0,2.67,2.33,2.6364,-0.4
3,3+1+1,CRY-MCI-TOT-TOT-TOT,CRY,MCI,TOT,TOT,TOT,3.0,3.0,2.0,2.67,2.33,2.6364,-0.4
3,2+2+1,AVL-AVL-CHE-CHE-LEE,AVL,AVL,CHE,CHE,LEE,3.0,3.0,2.33,2.33,2.33,2.6364,-0.3928
3,2+2+1,BHA-BHA-CHE-CHE-LEE,BHA,BHA,CHE,CHE,LEE,3.0,3.0,2.33,2.33,2.33,2.6364,-0.3928
3,2+2+1,BRE-BRE-CHE-CHE-LEE,BRE,BRE,CHE,CHE,LEE,3.0,3.0,2.33,2.33,2.33,2.6364,-0.378
3,2+2+1,CHE-CHE-LEE-LIV-LIV,CHE,CHE,LEE,LIV,LIV,3.0,3.0,2.33,2.33,2.33,2.6364,-0.378
3,2+2+1,CHE-CHE-LEE-MCI-MCI,CHE,CHE,LEE,MCI,MCI,3.0,3.0,2.33,2.33,2.33,2.6364,-0.378
3,2+2+1,AVL-AVL-LEE-TOT-TOT,AVL,AVL,LEE,TOT,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.3464
3,2+2+1,BHA-BHA-LEE-TOT-TOT,BHA,BHA,LEE,TOT,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.3464
4,2+1+1+1,BRE-CHE-CHE-CRY-LIV,BRE,CHE,CHE,CRY,LIV,3.0,3.0,2.33,2.33,2.33,2.6364,-0.3292
4,2+1+1+1,BRE-CHE-CHE-CRY-MCI,BRE,CHE,CHE,CRY,MCI,3.0,3.0,2.33,2.33,2.33,2.6364,-0.3292
4,2+1+1+1,CHE-CHE-CRY-LIV-MCI,CHE,CHE,CRY,LIV,MCI,3.0,3.0,2.33,2.33,2.33,2.6364,-0.3292
4,2+1+1+1,AVL-AVL-CHE-EVE-TOT,AVL,AVL,CHE,EVE,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.3227
4,2+1+1+1,BHA-BHA-CHE-EVE-TOT,BHA,BHA,CHE,EVE,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.3227
4,2+1+1+1,AVL-BRE-CHE-CHE-CRY,AVL,BRE,CHE,CHE,CRY,3.0,3.0,2.33,2.33,2.33,2.6364,-0.3134
4,2+1+1+1,AVL-CHE-CHE-CRY-LIV,AVL,CHE,CHE,CRY,LIV,3.0,3.0,2.33,2.33,2.33,2.6364,-0.3134
4,2+1+1+1,AVL-CHE-CHE-CRY-MCI,AVL,CHE,CHE,CRY,MCI,3.0,3.0,2.33,2.33,2.33,2.6364,-0.3134
4,2+1+1+1,BRE-BHA-CHE-CHE-CRY,BRE,BHA,CHE,CHE,CRY,3.0,3.0,2.33,2.33,2.33,2.6364,-0.3134
4,2+1+1+1,BHA-CHE-CHE-CRY-LIV,BHA,CHE,CHE,CRY,LIV,3.0,3.0,2.33,2.33,2.33,2.6364,-0.3134
4,2+1+1+1,BHA-CHE-CHE-CRY-MCI,BHA,CHE,CHE,CRY,MCI,3.0,3.0,2.33,2.33,2.33,2.6364,-0.3134
4,2+1+1+1,AVL-CHE-CRY-TOT-TOT,AVL,CHE,CRY,TOT,TOT,3.0,3.0,2.0,2.67,2.33,2.6364,-0.3092
4,2+1+1+1,BHA-CHE-CRY-TOT-TOT,BHA,CHE,CRY,TOT,TOT,3.0,3.0,2.0,2.67,2.33,2.6364,-0.3092
4,2+1+1+1,AVL-BRE-BRE-CHE-EVE,AVL,BRE,BRE,CHE,EVE,3.0,3.0,2.67,2.0,2.33,2.6364,-0.3061
4,2+1+1+1,AVL-CHE-EVE-LIV-LIV,AVL,CHE,EVE,LIV,LIV,3.0,3.0,2.67,2.0,2.33,2.6364,-0.3061
4,2+1+1+1,AVL-CHE-EVE-MCI-MCI,AVL,CHE,EVE,MCI,MCI,3.0,3.0,2.67,2.0,2.33,2.6364,-0.3061
4,2+1+1+1,BRE-BRE-BHA-CHE-EVE,BRE,BRE,BHA,CHE,EVE,3.0,3.0,2.67,2.0,2.33,2.6364,-0.3061
4,2+1+1+1,BHA-CHE-EVE-LIV-LIV,BHA,CHE,EVE,LIV,LIV,3.0,3.0,2.67,2.0,2.33,2.6364,-0.3061
4,2+1+1+1,BHA-CHE-EVE-MCI-MCI,BHA,CHE,EVE,MCI,MCI,3.0,3.0,2.67,2.0,2.33,2.6364,-0.3061
3,2+2+1,CRY-LIV-LIV-TOT-TOT,CRY,LIV,LIV,TOT,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.3
3,2+2+1,CRY-MCI-MCI-TOT-TOT,CRY,MCI,MCI,TOT,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.3
3,2+2+1,EVE-LIV-LIV-TOT-TOT,EVE,LIV,LIV,TOT,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.3
3,2+2+1,EVE-MCI-MCI-TOT-TOT,EVE,MCI,MCI,TOT,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.3
4,2+1+1+1,AVL-BRE-CHE-CHE-LEE,AVL,BRE,CHE,CHE,LEE,3.0,3.0,2.33,2.33,2.33,2.6364,-0.2988
4,2+1+1+1,AVL-CHE-CHE-LEE-LIV,AVL,CHE,CHE,LEE,LIV,3.0,3.0,2.33,2.33,2.33,2.6364,-0.2988
4,2+1+1+1,AVL-CHE-CHE-LEE-MCI,AVL,CHE,CHE,LEE,MCI,3.0,3.0,2.33,2.33,2.33,2.6364,-0.2988
4,2+1+1+1,BRE-BHA-CHE-CHE-LEE,BRE,BHA,CHE,CHE,LEE,3.0,3.0,2.33,2.33,2.33,2.6364,-0.2988
4,2+1+1+1,BHA-CHE-CHE-LEE-LIV,BHA,CHE,CHE,LEE,LIV,3.0,3.0,2.33,2.33,2.33,2.6364,-0.2988
4,2+1+1+1,BHA-CHE-CHE-LEE-MCI,BHA,CHE,CHE,LEE,MCI,3.0,3.0,2.33,2.33,2.33,2.6364,-0.2988
4,2+1+1+1,AVL-AVL-BRE-CHE-EVE,AVL,AVL,BRE,CHE,EVE,3.0,3.0,2.67,2.0,2.33,2.6364,-0.2964
4,2+1+1+1,AVL-AVL-CHE-EVE-LIV,AVL,AVL,CHE,EVE,LIV,3.0,3.0,2.67,2.0,2.33,2.6364,-0.2964
4,2+1+1+1,AVL-AVL-CHE-EVE-MCI,AVL,AVL,CHE,EVE,MCI,3.0,3.0,2.67,2.0,2.33,2.6364,-0.2964
4,2+1+1+1,AVL-CHE-CHE-CRY-TOT,AVL,CHE,CHE,CRY,TOT,3.0,3.0,2.0,2.67,2.33,2.6364,-0.2964
4,2+1+1+1,BRE-BHA-BHA-CHE-EVE,BRE,BHA,BHA,CHE,EVE,3.0,3.0,2.67,2.0,2.33,2.6364,-0.2964
4,2+1+1+1,BHA-BHA-CHE-EVE-LIV,BHA,BHA,CHE,EVE,LIV,3.0,3.0,2.67,2.0,2.33,2.6364,-0.2964
4,2+1+1+1,BHA-BHA-CHE-EVE-MCI,BHA,BHA,CHE,EVE,MCI,3.0,3.0,2.67,2.0,2.33,2.6364,-0.2964
4,2+1+1+1,BHA-CHE-CHE-CRY-TOT,BHA,CHE,CHE,CRY,TOT,3.0,3.0,2.0,2.67,2.33,2.6364,-0.2964
4,2+1+1+1,AVL-AVL-CHE-LEE-TOT,AVL,AVL,CHE,LEE,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.294
4,2+1+1+1,BHA-BHA-CHE-LEE-TOT,BHA,BHA,CHE,LEE,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.294
4,2+1+1+1,BRE-BRE-CHE-EVE-LIV,BRE,BRE,CHE,EVE,LIV,3.0,3.0,2.67,2.0,2.33,2.6364,-0.289
4,2+1+1+1,BRE-BRE-CHE-EVE-MCI,BRE,BRE,CHE,EVE,MCI,3.0,3.0,2.67,2.0,2.33,2.6364,-0.289
4,2+1+1+1,BRE-CHE-EVE-LIV-LIV,BRE,CHE,EVE,LIV,LIV,3.0,3.0,2.67,2.0,2.33,2.6364,-0.289
4,2+1+1+1,BRE-CHE-EVE-MCI-MCI,BRE,CHE,EVE,MCI,MCI,3.0,3.0,2.67,2.0,2.33,2.6364,-0.289
4,2+1+1+1,CHE-CHE-CRY-LIV-TOT,CHE,CHE,CRY,LIV,TOT,3.0,3.0,2.0,2.67,2.33,2.6364,-0.289
4,2+1+1+1,CHE-CHE-CRY-MCI-TOT,CHE,CHE,CRY,MCI,TOT,3.0,3.0,2.0,2.67,2.33,2.6364,-0.289
4,2+1+1+1,CHE-CRY-LIV-LIV-TOT,CHE,CRY,LIV,LIV,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.289
4,2+1+1+1,CHE-CRY-MCI-MCI-TOT,CHE,CRY,MCI,MCI,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.289
4,2+1+1+1,CHE-EVE-LIV-LIV-MCI,CHE,EVE,LIV,LIV,MCI,3.0,3.0,2.67,2.0,2.33,2.6364,-0.289
4,2+1+1+1,CHE-EVE-LIV-MCI-MCI,CHE,EVE,LIV,MCI,MCI,3.0,3.0,2.67,2.0,2.33,2.6364,-0.289
3,3+1+1,BRE-BRE-BRE-CHE-LEE,BRE,BRE,BRE,CHE,LEE,3.0,3.0,2.67,2.0,2.33,2.6364,-0.2835
4,2+1+1+1,BRE-CHE-CHE-LEE-LIV,BRE,CHE,CHE,LEE,LIV,3.0,3.0,2.33,2.33,2.33,2.6364,-0.278
4,2+1+1+1,BRE-CHE-CHE-LEE-MCI,BRE,CHE,CHE,LEE,MCI,3.0,3.0,2.33,2.33,2.33,2.6364,-0.278
4,2+1+1+1,CHE-CHE-LEE-LIV-MCI,CHE,CHE,LEE,LIV,MCI,3.0,3.0,2.33,2.33,2.33,2.6364,-0.278
4,2+1+1+1,AVL-AVL-EVE-LIV-TOT,AVL,AVL,EVE,LIV,TOT,3.0,3.0,2.67,2.0,2.33,2.6364,-0.2732
4,2+1+1+1,AVL-AVL-EVE-MCI-TOT,AVL,AVL,EVE,MCI,TOT,3.0,3.0,2.67,2.0,2.33,2.6364,-0.2732
4,2+1+1+1,AVL-EVE-LIV-TOT-TOT,AVL,EVE,LIV,TOT,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.2732
4,2+1+1+1,AVL-EVE-MCI-TOT-TOT,AVL,EVE,MCI,TOT,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.2732
4,2+1+1+1,BHA-BHA-EVE-LIV-TOT,BHA,BHA,EVE,LIV,TOT,3.0,3.0,2.67,2.0,2.33,2.6364,-0.2732
4,2+1+1+1,BHA-BHA-EVE-MCI-TOT,BHA,BHA,EVE,MCI,TOT,3.0,3.0,2.67,2.0,2.33,2.6364,-0.2732
4,2+1+1+1,BHA-EVE-LIV-TOT-TOT,BHA,EVE,LIV,TOT,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.2732
4,2+1+1+1,BHA-EVE-MCI-TOT-TOT,BHA,EVE,MCI,TOT,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.2732
4,2+1+1+1,CHE-CRY-LIV-TOT-TOT,CHE,CRY,LIV,TOT,TOT,3.0,3.0,2.0,2.67,2.33,2.6364,-0.2689
4,2+1+1+1,CHE-CRY-MCI-TOT-TOT,CHE,CRY,MCI,TOT,TOT,3.0,3.0,2.0,2.67,2.33,2.6364,-0.2689
4,2+1+1+1,CHE-EVE-LIV-LIV-TOT,CHE,EVE,LIV,LIV,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.2689
4,2+1+1+1,CHE-EVE-MCI-MCI-TOT,CHE,EVE,MCI,MCI,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.2689
3,3+1+1,AVL-LEE-TOT-TOT-TOT,AVL,LEE,TOT,TOT,TOT,3.0,3.0,2.0,2.67,2.33,2.6364,-0.2598
3,3+1+1,BHA-LEE-TOT-TOT-TOT,BHA,LEE,TOT,TOT,TOT,3.0,3.0,2.0,2.67,2.33,2.6364,-0.2598
4,2+1+1+1,AVL-CRY-LIV-TOT-TOT,AVL,CRY,LIV,TOT,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.25
4,2+1+1+1,AVL-CRY-MCI-TOT-TOT,AVL,CRY,MCI,TOT,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.25
4,2+1+1+1,AVL-EVE-LIV-LIV-TOT,AVL,EVE,LIV,LIV,TOT,3.0,3.0,2.67,2.0,2.33,2.6364,-0.25
4,2+1+1+1,AVL-EVE-MCI-MCI-TOT,AVL,EVE,MCI,MCI,TOT,3.0,3.0,2.67,2.0,2.33,2.6364,-0.25
4,2+1+1+1,BHA-CRY-LIV-TOT-TOT,BHA,CRY,LIV,TOT,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.25
4,2+1+1+1,BHA-CRY-MCI-TOT-TOT,BHA,CRY,MCI,TOT,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.25
4,2+1+1+1,BHA-EVE-LIV-LIV-TOT,BHA,EVE,LIV,LIV,TOT,3.0,3.0,2.67,2.0,2.33,2.6364,-0.25
4,2+1+1+1,BHA-EVE-MCI-MCI-TOT,BHA,EVE,MCI,MCI,TOT,3.0,3.0,2.67,2.0,2.33,2.6364,-0.25
4,2+1+1+1,CHE-LEE-LIV-LIV-TOT,CHE,LEE,LIV,LIV,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.2134
4,2+1+1+1,CHE-LEE-MCI-MCI-TOT,CHE,LEE,MCI,MCI,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.2134
5,1+1+1+1+1,AVL-CHE-EVE-LIV-TOT,AVL,CHE,EVE,LIV,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.2092
5,1+1+1+1+1,AVL-CHE-EVE-MCI-TOT,AVL,CHE,EVE,MCI,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.2092
5,1+1+1+1+1,BHA-CHE-EVE-LIV-TOT,BHA,CHE,EVE,LIV,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.2092
5,1+1+1+1+1,BHA-CHE-EVE-MCI-TOT,BHA,CHE,EVE,MCI,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.2092
3,3+1+1,BRE-BRE-BRE-CHE-CRY,BRE,BRE,BRE,CHE,CRY,3.0,3.0,2.67,2.0,2.33,2.6364,-0.2091
5,1+1+1+1+1,AVL-BRE-CHE-EVE-LIV,AVL,BRE,CHE,EVE,LIV,3.0,3.0,2.67,2.0,2.33,2.6364,-0.2061
5,1+1+1+1+1,AVL-BRE-CHE-EVE-MCI,AVL,BRE,CHE,EVE,MCI,3.0,3.0,2.67,2.0,2.33,2.6364,-0.2061
5,1+1+1+1+1,AVL-CHE-CRY-LIV-TOT,AVL,CHE,CRY,LIV,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.2061
5,1+1+1+1+1,AVL-CHE-CRY-MCI-TOT,AVL,CHE,CRY,MCI,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.2061
5,1+1+1+1+1,AVL-CHE-EVE-LIV-MCI,AVL,CHE,EVE,LIV,MCI,3.0,3.0,2.67,2.0,2.33,2.6364,-0.2061
5,1+1+1+1+1,BRE-BHA-CHE-EVE-LIV,BRE,BHA,CHE,EVE,LIV,3.0,3.0,2.67,2.0,2.33,2.6364,-0.2061
5,1+1+1+1+1,BRE-BHA-CHE-EVE-MCI,BRE,BHA,CHE,EVE,MCI,3.0,3.0,2.67,2.0,2.33,2.6364,-0.2061
5,1+1+1+1+1,BHA-CHE-CRY-LIV-TOT,BHA,CHE,CRY,LIV,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.2061
5,1+1+1+1+1,BHA-CHE-CRY-MCI-TOT,BHA,CHE,CRY,MCI,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.2061
5,1+1+1+1+1,BHA-CHE-EVE-LIV-MCI,BHA,CHE,EVE,LIV,MCI,3.0,3.0,2.67,2.0,2.33,2.6364,-0.2061
4,2+1+1+1,CRY-LIV-MCI-TOT-TOT,CRY,LIV,MCI,TOT,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.2
4,2+1+1+1,EVE-LIV-LIV-MCI-TOT,EVE,LIV,LIV,MCI,TOT,3.0,3.0,2.67,2.0,2.33,2.6364,-0.2
4,2+1+1+1,EVE-LIV-MCI-MCI-TOT,EVE,LIV,MCI,MCI,TOT,3.0,3.0,2.67,2.0,2.33,2.6364,-0.2
4,2+1+1+1,EVE-LIV-MCI-TOT-TOT,EVE,LIV,MCI,TOT,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.2
3,2+2+1,LEE-LIV-LIV-TOT-TOT,LEE,LIV,LIV,TOT,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.2
3,2+2+1,LEE-MCI-MCI-TOT-TOT,LEE,MCI,MCI,TOT,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.2
3,3+1+1,AVL-EVE-TOT-TOT-TOT,AVL,EVE,TOT,TOT,TOT,3.0,3.0,2.0,2.67,2.33,2.6364,-0.1964
3,3+1+1,BHA-EVE-TOT-TOT-TOT,BHA,EVE,TOT,TOT,TOT,3.0,3.0,2.0,2.67,2.33,2.6364,-0.1964
5,1+1+1+1+1,BRE-CHE-EVE-LIV-MCI,BRE,CHE,EVE,LIV,MCI,3.0,3.0,2.67,2.0,2.33,2.6364,-0.189
5,1+1+1+1+1,CHE-CRY-LIV-MCI-TOT,CHE,CRY,LIV,MCI,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.189
4,2+1+1+1,AVL-LEE-LIV-TOT-TOT,AVL,LEE,LIV,TOT,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.1866
4,2+1+1+1,AVL-LEE-MCI-TOT-TOT,AVL,LEE,MCI,TOT,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.1866
4,2+1+1+1,BHA-LEE-LIV-TOT-TOT,BHA,LEE,LIV,TOT,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.1866
4,2+1+1+1,BHA-LEE-MCI-TOT-TOT,BHA,LEE,MCI,TOT,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.1866
5,1+1+1+1+1,CHE-EVE-LIV-MCI-TOT,CHE,EVE,LIV,MCI,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.1689
5,1+1+1+1+1,AVL-CHE-LEE-LIV-TOT,AVL,CHE,LEE,LIV,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.1671
5,1+1+1+1+1,AVL-CHE-LEE-MCI-TOT,AVL,CHE,LEE,MCI,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.1671
5,1+1+1+1+1,BHA-CHE-LEE-LIV-TOT,BHA,CHE,LEE,LIV,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.1671
5,1+1+1+1+1,BHA-CHE-LEE-MCI-TOT,BHA,CHE,LEE,MCI,TOT,3.0,3.0,2.33,2.33,2.33,2.6364,-0.1671
5,1+1+1+1+1,AVL-EVE-LIV-MCI-TOT,AVL,EVE,LIV,MCI,TOT,3.0,3.0,2.67,2.0,2.33,2.6364,-0.15
5,1+1+1+1+1,BHA-EVE-LIV-MCI-TOT,BHA,EVE,LIV,MCI,TOT,3.0,3.0,2.67,2.0,2.33,2.6364,-0.15
3,3+1+1,LEE-LIV-TOT-TOT-TOT,LEE,LIV,TOT,TOT,TOT,3.0,3.0,2.0,2.67,2.33,2.6364,-0.15
3,3+1+1,LEE-MCI-TOT-TOT-TOT,LEE,MCI,TOT,TOT,TOT,3.0,3.0,2.0,2.67,2.33,2.6364,-0.15
4,2+1+1+1,AVL-CHE-CHE-LEE-TOT,AVL,CHE,CHE,LEE,TOT,3.0,3.0,2.0,2.67,2.33,2.6364,-0.1318
4,2+1+1+1,BHA-CHE-CHE-LEE-TOT,BHA,CHE,CHE,LEE,TOT,3.0,3.0,2.0,2.67,2.33,2.6364,-0.1318
3,3+1+1,AVL-CHE-TOT-TOT-TOT,AVL,CHE,TOT,TOT,TOT,3.0,3.0,2.0,2.67,2.33,2.6364,-0.1312
3,3+1+1,BHA-CHE-TOT-TOT-TOT,BHA,CHE,TOT,TOT,TOT,3.0,3.0,2.0,2.67,2.33,2.6364,-0.1312
3,3+1+1,AVL-BRE-BRE-BRE-CHE,AVL,BRE,BRE,BRE,CHE,3.0,3.0,2.67,2.0,2.33,2.6364,-0.1219
3,3+1+1,BRE-BRE-BRE-BHA-CHE,BRE,BRE,BRE,BHA,CHE,3.0,3.0,2.67,2.0,2.33,2.6364,-0.1219
4,2+1+1+1,AVL-CHE-LEE-TOT-TOT,AVL,CHE,LEE,TOT,TOT,3.0,3.0,2.0,2.67,2.33,2.6364,-0.1202
4,2+1+1+1,BHA-CHE-LEE-TOT-TOT,BHA,CHE,LEE,TOT,TOT,3.0,3.0,2.0,2.67,2.33,2.6364,-0.1202
4,2+1+1+1,AVL-AVL-BRE-CHE-LEE,AVL,AVL,BRE,CHE,LEE,3.0,3.0,2.67,2.0,2.33,2.6364,-0.1177
4,2+1+1+1,AVL-AVL-CHE-LEE-LIV,AVL,AVL,CHE,LEE,LIV,3.0,3.0,2.67,2.0,2.33,2.6364,-0.1177
4,2+1+1+1,AVL-AVL-CHE-LEE-MCI,AVL,AVL,CHE,LEE,MCI,3.0,3.0,2.67,2.0,2.33,2.6364,-0.1177
4,2+1+1+1,BRE-BHA-BHA-CHE-LEE,BRE,BHA,BHA,CHE,LEE,3.0,3.0,2.67,2.0,2.33,2.6364,-0.1177
4,2+1+1+1,BHA-BHA-CHE-LEE-LIV,BHA,BHA,CHE,LEE,LIV,3.0,3.0,2.67,2.0,2.33,2.6364,-0.1177
4,2+1+1+1,BHA-BHA-CHE-LEE-MCI,BHA,BHA,CHE,LEE,MCI,3.0,3.0,2.67,2.0,2.33,2.6364,-0.1177
4,2+1+1+1,AVL-BRE-BRE-CHE-LEE,AVL,BRE,BRE,CHE,LEE,3.0,3.0,2.67,2.0,2.33,2.6364,-0.114
4,2+1+1+1,AVL-CHE-LEE-LIV-LIV,AVL,CHE,LEE,LIV,LIV,3.0,3.0,2.67,2.0,2.33,2.6364,-0.114
4,2+1+1+1,AVL-CHE-LEE-MCI-MCI,AVL,CHE,LEE,MCI,MCI,3.0,3.0,2.67,2.0,2.33,2.6364,-0.114
