pre_clubs,pre_unique,pre_pattern,pre_sun,gw13_eff_fdr,gw1_avg_fdr,gw23_rot_fdr,pre_corr,n_swaps,out_clubs,in_clubs,post_clubs,post_unique,post_pattern,post_sun,gw419_rot_fdr,gw419_no_diff_pct,gw419_all_easy_pct,post_corr,path_eff_fdr,scenario_eligible,scenario_rank
ARS-AVL-LEE-MCI-SUN,5,1+1+1+1+1,1,2.5455,2.6,2.5,-0.1,2,"ARS,SUN","COV,FUL",AVL-COV-FUL-LEE-MCI,5,1+1+1+1+1,0,2.4583,100.0,6.2,-0.201,2.474558,False,
EVE-LEE-MCI-SUN-SUN,4,2+1+1+1,2,2.5455,2.6,2.5,-0.1,2,"SUN,SUN","COV,FUL",COV-EVE-FUL-LEE-MCI,5,1+1+1+1+1,0,2.4583,100.0,6.2,-0.1523,2.474558,False,
ARS-CHE-LEE-LIV-SUN,5,1+1+1+1+1,1,2.5455,2.6,2.5,-0.0811,2,"ARS,SUN","AVL,NFO",AVL-CHE-LEE-LIV-NFO,5,1+1+1+1+1,0,2.4583,100.0,18.8,-0.0971,2.474558,False,
CRY-LIV-LIV-NFO-SUN,4,2+1+1+1,1,2.5455,2.6,2.5,-0.0634,2,"LIV,SUN","BOU,EVE",BOU-CRY-EVE-LIV-NFO,5,1+1+1+1+1,0,2.4583,100.0,18.8,-0.1615,2.474558,False,
CHE-CRY-NFO-TOT-SUN,5,1+1+1+1+1,1,2.5455,2.6,2.5,-0.0382,2,"CRY,SUN","BOU,FUL",BOU-CHE-FUL-NFO-TOT,5,1+1+1+1+1,0,2.4583,100.0,12.5,-0.1278,2.474558,False,
ARS-AVL-CHE-LEE-SUN,5,1+1+1+1+1,1,2.5455,2.6,2.5,-0.0214,2,"ARS,SUN","LIV,NFO",AVL-CHE-LEE-LIV-NFO,5,1+1+1+1+1,0,2.4583,100.0,18.8,-0.0971,2.474558,False,
EVE-LEE-MCI-MUN-SUN,5,1+1+1+1+1,1,2.5455,2.6,2.5,0.0,2,"MUN,SUN","COV,FUL",COV-EVE-FUL-LEE-MCI,5,1+1+1+1+1,0,2.4583,100.0,6.2,-0.1523,2.474558,False,
BRE-CRY-LIV-NFO-SUN,5,1+1+1+1+1,1,2.5455,2.6,2.5,0.0366,2,"BRE,SUN","BOU,EVE",BOU-CRY-EVE-LIV-NFO,5,1+1+1+1+1,0,2.4583,100.0,18.8,-0.1615,2.474558,False,
CHE-NFO-TOT-TOT-SUN,4,2+1+1+1,1,2.5455,2.6,2.5,0.1397,2,"SUN,TOT","BOU,FUL",BOU-CHE-FUL-NFO-TOT,5,1+1+1+1+1,0,2.4583,100.0,12.5,-0.1278,2.474558,False,
CHE-CHE-NFO-TOT-SUN,4,2+1+1+1,1,2.5455,2.6,2.5,0.2381,2,"CHE,SUN","BOU,FUL",BOU-CHE-FUL-NFO-TOT,5,1+1+1+1+1,0,2.4583,100.0,12.5,-0.1278,2.474558,False,
CHE-EVE-MCI-MCI-SUN,4,2+1+1+1,1,2.5455,2.8,2.33,-0.3,2,"MCI,SUN","LIV,NEW",CHE-EVE-LIV-MCI-NEW,5,1+1+1+1+1,0,2.4583,100.0,12.5,-0.1204,2.474558,False,
EVE-LIV-LIV-MCI-SUN,4,2+1+1+1,1,2.5455,2.8,2.33,-0.3,2,"LIV,SUN","COV,NEW",COV-EVE-LIV-MCI-NEW,5,1+1+1+1+1,0,2.4583,100.0,18.8,-0.102,2.474558,False,
EVE-LIV-MCI-MCI-SUN,4,2+1+1+1,1,2.5455,2.8,2.33,-0.3,2,"MCI,SUN","COV,NEW",COV-EVE-LIV-MCI-NEW,5,1+1+1+1+1,0,2.4583,100.0,18.8,-0.102,2.474558,False,
CHE-LEE-LIV-LIV-SUN,4,2+1+1+1,1,2.5455,2.8,2.33,-0.2945,2,"LIV,SUN","AVL,NFO",AVL-CHE-LEE-LIV-NFO,5,1+1+1+1+1,0,2.4583,100.0,18.8,-0.0971,2.474558,False,
AVL-AVL-CHE-LEE-SUN,4,2+1+1+1,1,2.5455,2.8,2.33,-0.2751,2,"AVL,SUN","LIV,NFO",AVL-CHE-LEE-LIV-NFO,5,1+1+1+1+1,0,2.4583,100.0,18.8,-0.0971,2.474558,False,
BRE-CHE-EVE-MCI-SUN,5,1+1+1+1+1,1,2.5455,2.8,2.33,-0.2,2,"BRE,SUN","LIV,NEW",CHE-EVE-LIV-MCI-NEW,5,1+1+1+1+1,0,2.4583,100.0,12.5,-0.1204,2.474558,False,
BRE-EVE-LIV-MCI-SUN,5,1+1+1+1+1,1,2.5455,2.8,2.33,-0.2,2,"BRE,SUN","COV,NEW",COV-EVE-LIV-MCI-NEW,5,1+1+1+1+1,0,2.4583,100.0,18.8,-0.102,2.474558,False,
BHA-EVE-LIV-MCI-SUN,5,1+1+1+1+1,1,2.5455,2.8,2.33,-0.2,2,"BHA,SUN","COV,NEW",COV-EVE-LIV-MCI-NEW,5,1+1+1+1+1,0,2.4583,100.0,18.8,-0.102,2.474558,False,
EVE-LIV-MCI-TOT-SUN,5,1+1+1+1+1,1,2.5455,2.8,2.33,-0.2,2,"SUN,TOT","COV,NEW",COV-EVE-LIV-MCI-NEW,5,1+1+1+1+1,0,2.4583,100.0,18.8,-0.102,2.474558,False,
AVL-BRE-CHE-LEE-SUN,5,1+1+1+1+1,1,2.5455,2.8,2.33,-0.1982,2,"BRE,SUN","LIV,NFO",AVL-CHE-LEE-LIV-NFO,5,1+1+1+1+1,0,2.4583,100.0,18.8,-0.0971,2.474558,False,
BHA-CHE-LEE-LIV-SUN,5,1+1+1+1+1,1,2.5455,2.8,2.33,-0.1982,2,"BHA,SUN","AVL,NFO",AVL-CHE-LEE-LIV-NFO,5,1+1+1+1+1,0,2.4583,100.0,18.8,-0.0971,2.474558,False,
BRE-CHE-LEE-LIV-SUN,5,1+1+1+1+1,1,2.5455,2.8,2.33,-0.1945,2,"BRE,SUN","AVL,NFO",AVL-CHE-LEE-LIV-NFO,5,1+1+1+1+1,0,2.4583,100.0,18.8,-0.0971,2.474558,False,
BHA-CHE-EVE-MCI-SUN,5,1+1+1+1+1,1,2.5455,2.8,2.33,-0.1903,2,"BHA,SUN","LIV,NEW",CHE-EVE-LIV-MCI-NEW,5,1+1+1+1+1,0,2.4583,100.0,12.5,-0.1204,2.474558,False,
AVL-LEE-LIV-TOT-SUN,5,1+1+1+1+1,1,2.5455,2.8,2.33,-0.1866,2,"SUN,TOT","CHE,NFO",AVL-CHE-LEE-LIV-NFO,5,1+1+1+1+1,0,2.4583,100.0,18.8,-0.0971,2.474558,False,
AVL-LEE-MCI-TOT-SUN,5,1+1+1+1+1,1,2.5455,2.8,2.33,-0.1866,2,"SUN,TOT","COV,FUL",AVL-COV-FUL-LEE-MCI,5,1+1+1+1+1,0,2.4583,100.0,6.2,-0.201,2.474558,False,
AVL-LEE-LIV-LIV-SUN,4,2+1+1+1,1,2.5455,2.8,2.33,-0.1134,2,"LIV,SUN","CHE,NFO",AVL-CHE-LEE-LIV-NFO,5,1+1+1+1+1,0,2.4583,100.0,18.8,-0.0971,2.474558,False,
AVL-LEE-MCI-MCI-SUN,4,2+1+1+1,1,2.5455,2.8,2.33,-0.1134,2,"MCI,SUN","COV,FUL",AVL-COV-FUL-LEE-MCI,5,1+1+1+1+1,0,2.4583,100.0,6.2,-0.201,2.474558,False,
AVL-AVL-LEE-LIV-SUN,4,2+1+1+1,1,2.5455,2.8,2.33,-0.1,2,"AVL,SUN","CHE,NFO",AVL-CHE-LEE-LIV-NFO,5,1+1+1+1+1,0,2.4583,100.0,18.8,-0.0971,2.474558,False,
AVL-AVL-LEE-MCI-SUN,4,2+1+1+1,1,2.5455,2.8,2.33,-0.1,2,"AVL,SUN","COV,FUL",AVL-COV-FUL-LEE-MCI,5,1+1+1+1+1,0,2.4583,100.0,6.2,-0.201,2.474558,False,
CHE-CHE-LEE-LIV-SUN,4,2+1+1+1,1,2.5455,2.8,2.33,-0.1,2,"CHE,SUN","AVL,NFO",AVL-CHE-LEE-LIV-NFO,5,1+1+1+1+1,0,2.4583,100.0,18.8,-0.0971,2.474558,False,
AVL-CHE-CHE-LEE-SUN,4,2+1+1+1,1,2.5455,2.8,2.33,-0.094,2,"CHE,SUN","LIV,NFO",AVL-CHE-LEE-LIV-NFO,5,1+1+1+1+1,0,2.4583,100.0,18.8,-0.0971,2.474558,False,
AVL-CHE-LEE-TOT-SUN,5,1+1+1+1+1,1,2.5455,2.8,2.33,-0.0513,2,"SUN,TOT","LIV,NFO",AVL-CHE-LEE-LIV-NFO,5,1+1+1+1+1,0,2.4583,100.0,18.8,-0.0971,2.474558,False,
CHE-LEE-LIV-TOT-SUN,5,1+1+1+1+1,1,2.5455,2.8,2.33,-0.0244,2,"SUN,TOT","AVL,NFO",AVL-CHE-LEE-LIV-NFO,5,1+1+1+1+1,0,2.4583,100.0,18.8,-0.0971,2.474558,False,
AVL-BRE-LEE-LIV-SUN,5,1+1+1+1+1,1,2.5455,2.8,2.33,-0.0134,2,"BRE,SUN","CHE,NFO",AVL-CHE-LEE-LIV-NFO,5,1+1+1+1+1,0,2.4583,100.0,18.8,-0.0971,2.474558,False,
AVL-BRE-LEE-MCI-SUN,5,1+1+1+1+1,1,2.5455,2.8,2.33,-0.0134,2,"BRE,SUN","COV,FUL",AVL-COV-FUL-LEE-MCI,5,1+1+1+1+1,0,2.4583,100.0,6.2,-0.201,2.474558,False,
CHE-EVE-MCI-TOT-SUN,5,1+1+1+1+1,1,2.5455,2.8,2.33,0.1201,2,"SUN,TOT","LIV,NEW",CHE-EVE-LIV-MCI-NEW,5,1+1+1+1+1,0,2.4583,100.0,12.5,-0.1204,2.474558,False,
MCI-MUN-NFO-NFO-SUN,4,2+1+1+1,1,2.3636,2.2,2.5,-0.1,2,"MUN,NFO","CHE,COV",CHE-COV-MCI-NFO-SUN,5,1+1+1+1+1,1,2.5,93.8,25.0,-0.0491,2.474569,False,
MCI-MCI-MUN-NFO-SUN,4,2+1+1+1,1,2.3636,2.4,2.33,-0.3,2,"MCI,MUN","CHE,COV",CHE-COV-MCI-NFO-SUN,5,1+1+1+1+1,1,2.5,93.8,25.0,-0.0491,2.474569,False,
AVL-LIV-TOT-SUN-SUN,4,2+1+1+1,2,2.3636,2.6,2.17,-0.3232,2,"AVL,SUN","BHA,NFO",BHA-LIV-NFO-TOT-SUN,5,1+1+1+1+1,1,2.5,100.0,18.8,-0.1476,2.474569,False,
AVL-MCI-TOT-SUN-SUN,4,2+1+1+1,2,2.3636,2.6,2.17,-0.3232,2,"AVL,SUN","CHE,IPS",CHE-IPS-MCI-TOT-SUN,5,1+1+1+1+1,1,2.5,100.0,18.8,-0.1399,2.474569,False,
AVL-AVL-MUN-TOT-SUN,4,2+1+1+1,1,2.3636,2.6,2.17,-0.3196,2,"AVL,MUN","CHE,LEE",AVL-CHE-LEE-TOT-SUN,5,1+1+1+1+1,1,2.5,100.0,12.5,-0.132,2.474569,False,
BHA-BHA-MUN-TOT-SUN,4,2+1+1+1,1,2.3636,2.6,2.17,-0.3196,2,"BHA,MUN","LIV,NFO",BHA-LIV-NFO-TOT-SUN,5,1+1+1+1+1,1,2.5,100.0,18.8,-0.1476,2.474569,False,
AVL-BRE-BRE-MUN-SUN,4,2+1+1+1,1,2.3636,2.6,2.17,-0.3,2,"BRE,MUN","CHE,MCI",AVL-BRE-CHE-MCI-SUN,5,1+1+1+1+1,1,2.5,100.0,18.8,-0.0507,2.474569,False,
AVL-BRE-LIV-SUN-SUN,4,2+1+1+1,2,2.3636,2.6,2.17,-0.3,2,"SUN,SUN","NEW,NFO",AVL-BRE-LIV-NEW-NFO,5,1+1+1+1+1,0,2.5,100.0,18.8,-0.1088,2.474569,False,
AVL-LIV-LIV-MUN-SUN,4,2+1+1+1,1,2.3636,2.6,2.17,-0.3,2,"LIV,SUN","BOU,COV",AVL-BOU-COV-LIV-MUN,5,1+1+1+1+1,0,2.5,100.0,12.5,-0.1393,2.474569,False,
AVL-MCI-MCI-MUN-SUN,4,2+1+1+1,1,2.3636,2.6,2.17,-0.3,2,"MCI,MUN","BRE,CHE",AVL-BRE-CHE-MCI-SUN,5,1+1+1+1+1,1,2.5,100.0,18.8,-0.0507,2.474569,False,
BRE-BRE-CHE-MUN-SUN,4,2+1+1+1,1,2.3636,2.6,2.17,-0.3,2,"BRE,MUN","AVL,MCI",AVL-BRE-CHE-MCI-SUN,5,1+1+1+1+1,1,2.5,100.0,18.8,-0.0507,2.474569,False,
BRE-BRE-MCI-MUN-SUN,4,2+1+1+1,1,2.3636,2.6,2.17,-0.3,2,"BRE,MUN","AVL,CHE",AVL-BRE-CHE-MCI-SUN,5,1+1+1+1+1,1,2.5,100.0,18.8,-0.0507,2.474569,False,
BRE-MCI-MCI-MUN-SUN,4,2+1+1+1,1,2.3636,2.6,2.17,-0.3,2,"MCI,MUN","AVL,CHE",AVL-BRE-CHE-MCI-SUN,5,1+1+1+1+1,1,2.5,100.0,18.8,-0.0507,2.474569,False,
LIV-LIV-MUN-TOT-SUN,4,2+1+1+1,1,2.3636,2.6,2.17,-0.3,2,"LIV,MUN","BHA,NFO",BHA-LIV-NFO-TOT-SUN,5,1+1+1+1+1,1,2.5,100.0,18.8,-0.1476,2.474569,False,
MCI-MCI-MUN-TOT-SUN,4,2+1+1+1,1,2.3636,2.6,2.17,-0.3,2,"MCI,MUN","CHE,IPS",CHE-IPS-MCI-TOT-SUN,5,1+1+1+1+1,1,2.5,100.0,18.8,-0.1399,2.474569,False,
BRE-BHA-CHE-SUN-SUN,4,2+1+1+1,2,2.3636,2.6,2.17,-0.2903,2,"BRE,SUN","COV,MCI",BHA-CHE-COV-MCI-SUN,5,1+1+1+1+1,1,2.5,100.0,18.8,-0.106,2.474569,False,
AVL-AVL-BRE-MUN-SUN,4,2+1+1+1,1,2.3636,2.6,2.17,-0.2732,2,"MUN,SUN","COV,LEE",AVL-AVL-BRE-COV-LEE,4,2+1+1+1,0,2.5,100.0,18.8,-0.1548,2.474569,False,
AVL-AVL-LIV-MUN-SUN,4,2+1+1+1,1,2.3636,2.6,2.17,-0.2732,2,"AVL,SUN","BOU,COV",AVL-BOU-COV-LIV-MUN,5,1+1+1+1+1,0,2.5,100.0,12.5,-0.1393,2.474569,False,
AVL-AVL-MCI-MUN-SUN,4,2+1+1+1,1,2.3636,2.6,2.17,-0.2732,2,"AVL,MUN","BRE,CHE",AVL-BRE-CHE-MCI-SUN,5,1+1+1+1+1,1,2.5,100.0,18.8,-0.0507,2.474569,False,
BHA-BHA-CHE-MUN-SUN,4,2+1+1+1,1,2.3636,2.6,2.17,-0.2538,2,"BHA,MUN","COV,MCI",BHA-CHE-COV-MCI-SUN,5,1+1+1+1+1,1,2.5,100.0,18.8,-0.106,2.474569,False,
AVL-LIV-MUN-TOT-SUN,5,1+1+1+1+1,1,2.3636,2.6,2.17,-0.2232,2,"AVL,MUN","BHA,NFO",BHA-LIV-NFO-TOT-SUN,5,1+1+1+1+1,1,2.5,100.0,18.8,-0.1476,2.474569,False,
AVL-MCI-MUN-TOT-SUN,5,1+1+1+1+1,1,2.3636,2.6,2.17,-0.2232,2,"AVL,MUN","CHE,IPS",CHE-IPS-MCI-TOT-SUN,5,1+1+1+1+1,1,2.5,100.0,18.8,-0.1399,2.474569,False,
AVL-BRE-LIV-MUN-SUN,5,1+1+1+1+1,1,2.3636,2.6,2.17,-0.2,2,"MUN,SUN","NEW,NFO",AVL-BRE-LIV-NEW-NFO,5,1+1+1+1+1,0,2.5,100.0,18.8,-0.1088,2.474569,False,
BRE-BHA-CHE-MUN-SUN,5,1+1+1+1+1,1,2.3636,2.6,2.17,-0.1903,2,"BRE,MUN","COV,MCI",BHA-CHE-COV-MCI-SUN,5,1+1+1+1+1,1,2.5,100.0,18.8,-0.106,2.474569,False,
ARS-CHE-EVE-NFO-SUN,5,1+1+1+1+1,1,2.6364,2.4,2.83,0.4618,2,"ARS,SUN","BOU,LIV",BOU-CHE-EVE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0785,2.474583,False,
EVE-EVE-LIV-NFO-SUN,4,2+1+1+1,1,2.6364,2.6,2.67,-0.1,2,"EVE,SUN","BOU,CHE",BOU-CHE-EVE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0785,2.474583,False,
AVL-CHE-CRY-NFO-SUN,5,1+1+1+1+1,1,2.6364,2.6,2.67,-0.0254,2,"CRY,SUN","LIV,MCI",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
ARS-CHE-EVE-LIV-SUN,5,1+1+1+1+1,1,2.6364,2.6,2.67,0.0634,2,"ARS,SUN","BOU,NFO",BOU-CHE-EVE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0785,2.474583,False,
AVL-CRY-LIV-NFO-SUN,5,1+1+1+1+1,1,2.6364,2.6,2.67,0.1232,2,"CRY,SUN","CHE,MCI",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
AVL-CRY-MCI-NFO-SUN,5,1+1+1+1+1,1,2.6364,2.6,2.67,0.1232,2,"CRY,SUN","CHE,LIV",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
CHE-CHE-EVE-NFO-SUN,4,2+1+1+1,1,2.6364,2.6,2.67,0.4125,2,"CHE,SUN","BOU,LIV",BOU-CHE-EVE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0785,2.474583,False,
CHE-EVE-LEE-LIV-SUN,5,1+1+1+1+1,1,2.6364,2.8,2.5,-0.0055,2,"LEE,SUN","BOU,NFO",BOU-CHE-EVE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0785,2.474583,False,
CHE-CHE-EVE-LIV-SUN,4,2+1+1+1,1,2.6364,2.8,2.5,0.089,2,"CHE,SUN","BOU,NFO",BOU-CHE-EVE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0785,2.474583,False,
BHA-MUN-NFO-NFO-SUN,4,2+1+1+1,1,2.4545,2.2,2.67,0.0268,2,"MUN,SUN","BOU,LIV",BOU-BHA-LIV-NFO-NFO,4,2+1+1+1,0,2.4792,100.0,25.0,-0.147,2.474595,False,
ARS-AVL-NFO-SUN-SUN,4,2+1+1+1,2,2.4545,2.2,2.67,0.0634,2,"SUN,SUN","BOU,LIV",ARS-AVL-BOU-LIV-NFO,5,1+1+1+1+1,0,2.4792,100.0,12.5,-0.1091,2.474595,False,
ARS-AVL-MUN-NFO-SUN,5,1+1+1+1+1,1,2.4545,2.2,2.67,0.1634,2,"MUN,SUN","BOU,LIV",ARS-AVL-BOU-LIV-NFO,5,1+1+1+1+1,0,2.4792,100.0,12.5,-0.1091,2.474595,False,
EVE-MUN-NFO-NFO-SUN,4,2+1+1+1,1,2.4545,2.2,2.67,0.3,2,"MUN,NFO","BOU,COV",BOU-COV-EVE-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,31.2,-0.0867,2.474595,False,
ARS-EVE-NFO-SUN-SUN,4,2+1+1+1,2,2.4545,2.2,2.67,0.4366,2,"ARS,SUN","BOU,COV",BOU-COV-EVE-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,31.2,-0.0867,2.474595,False,
ARS-EVE-MUN-NFO-SUN,5,1+1+1+1+1,1,2.4545,2.2,2.67,0.5366,2,"ARS,MUN","BOU,COV",BOU-COV-EVE-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,31.2,-0.0867,2.474595,False,
LIV-NFO-NFO-TOT-SUN,4,2+1+1+1,1,2.4545,2.4,2.5,-0.2732,2,"SUN,TOT","BHA,BOU",BOU-BHA-LIV-NFO-NFO,4,2+1+1+1,0,2.4792,100.0,25.0,-0.147,2.474595,False,
MCI-NFO-NFO-TOT-SUN,4,2+1+1+1,1,2.4545,2.4,2.5,-0.2732,2,"MCI,SUN","BOU,CHE",BOU-CHE-NFO-NFO-TOT,4,2+1+1+1,0,2.4792,100.0,18.8,-0.1349,2.474595,False,
ARS-ARS-LIV-MCI-SUN,4,2+1+1+1,1,2.4545,2.4,2.5,-0.2,2,"ARS,ARS","BHA,COV",BHA-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.4792,100.0,25.0,-0.1292,2.474595,False,
BRE-CHE-NFO-NFO-SUN,4,2+1+1+1,1,2.4545,2.4,2.5,-0.1655,2,"BRE,SUN","BOU,LIV",BOU-CHE-LIV-NFO-NFO,4,2+1+1+1,0,2.4792,100.0,25.0,-0.0743,2.474595,False,
ARS-LIV-LIV-NFO-SUN,4,2+1+1+1,1,2.4545,2.4,2.5,-0.1634,2,"ARS,LIV","BOU,CHE",BOU-CHE-LIV-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,18.8,-0.0575,2.474595,False,
CRY-MCI-NFO-SUN-SUN,4,2+1+1+1,2,2.4545,2.4,2.5,-0.1634,2,"SUN,SUN","BHA,LIV",BHA-CRY-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4792,100.0,25.0,-0.0977,2.474595,False,
ARS-LIV-NFO-TOT-SUN,5,1+1+1+1+1,1,2.4545,2.4,2.5,-0.15,2,"ARS,SUN","EVE,NEW",EVE-LIV-NEW-NFO-TOT,5,1+1+1+1+1,0,2.4792,100.0,25.0,-0.1014,2.474595,False,
ARS-MCI-NFO-TOT-SUN,5,1+1+1+1+1,1,2.4545,2.4,2.5,-0.15,2,"ARS,SUN","CHE,NEW",CHE-MCI-NEW-NFO-TOT,5,1+1+1+1+1,0,2.4792,100.0,18.8,-0.0976,2.474595,False,
BRE-EVE-NFO-SUN-SUN,4,2+1+1+1,2,2.4545,2.4,2.5,-0.1,2,"BRE,SUN","BOU,COV",BOU-COV-EVE-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,31.2,-0.0867,2.474595,False,
BRE-LIV-NFO-NFO-SUN,4,2+1+1+1,1,2.4545,2.4,2.5,-0.1,2,"BRE,SUN","BHA,BOU",BOU-BHA-LIV-NFO-NFO,4,2+1+1+1,0,2.4792,100.0,25.0,-0.147,2.474595,False,
CRY-NFO-TOT-SUN-SUN,4,2+1+1+1,2,2.4545,2.4,2.5,-0.1,2,"SUN,SUN","BOU,FUL",BOU-CRY-FUL-NFO-TOT,5,1+1+1+1+1,0,2.4792,100.0,18.8,-0.177,2.474595,False,
EVE-MCI-NFO-SUN-SUN,4,2+1+1+1,2,2.4545,2.4,2.5,-0.1,2,"MCI,SUN","BOU,COV",BOU-COV-EVE-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,31.2,-0.0867,2.474595,False,
ARS-BRE-LIV-NFO-SUN,5,1+1+1+1+1,1,2.4545,2.4,2.5,-0.0634,2,"ARS,BRE","BOU,CHE",BOU-CHE-LIV-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,18.8,-0.0575,2.474595,False,
CRY-MCI-MUN-NFO-SUN,5,1+1+1+1+1,1,2.4545,2.4,2.5,-0.0634,2,"MUN,SUN","BHA,LIV",BHA-CRY-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4792,100.0,25.0,-0.0977,2.474595,False,
ARS-NFO-TOT-TOT-SUN,4,2+1+1+1,1,2.4545,2.4,2.5,-0.0366,2,"ARS,TOT","BOU,CHE",BOU-CHE-NFO-TOT-SUN,5,1+1+1+1+1,1,2.4792,100.0,12.5,-0.1412,2.474595,False,
ARS-BRE-CHE-NFO-SUN,5,1+1+1+1+1,1,2.4545,2.4,2.5,-0.0272,2,"ARS,BRE","BOU,COV",BOU-CHE-COV-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,25.0,-0.0616,2.474595,False,
AVL-EVE-NFO-SUN-SUN,4,2+1+1+1,2,2.4545,2.4,2.5,-0.0098,2,"AVL,SUN","BOU,COV",BOU-COV-EVE-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,31.2,-0.0867,2.474595,False,
BHA-EVE-NFO-SUN-SUN,4,2+1+1+1,2,2.4545,2.4,2.5,-0.0098,2,"BHA,SUN","BOU,COV",BOU-COV-EVE-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,31.2,-0.0867,2.474595,False,
ARS-EVE-LIV-SUN-SUN,4,2+1+1+1,2,2.4545,2.4,2.5,0.0,2,"SUN,SUN","BOU,COV",ARS-BOU-COV-EVE-LIV,5,1+1+1+1+1,0,2.4792,100.0,18.8,-0.0922,2.474595,False,
ARS-EVE-MCI-SUN-SUN,4,2+1+1+1,2,2.4545,2.4,2.5,0.0,2,"ARS,SUN","CHE,COV",CHE-COV-EVE-MCI-SUN,5,1+1+1+1+1,1,2.4792,100.0,12.5,-0.1133,2.474595,False,
BRE-EVE-MUN-NFO-SUN,5,1+1+1+1+1,1,2.4545,2.4,2.5,0.0,2,"BRE,MUN","BOU,COV",BOU-COV-EVE-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,31.2,-0.0867,2.474595,False,
CRY-MUN-NFO-TOT-SUN,5,1+1+1+1+1,1,2.4545,2.4,2.5,0.0,2,"MUN,SUN","BOU,FUL",BOU-CRY-FUL-NFO-TOT,5,1+1+1+1+1,0,2.4792,100.0,18.8,-0.177,2.474595,False,
EVE-MCI-MUN-NFO-SUN,5,1+1+1+1+1,1,2.4545,2.4,2.5,0.0,2,"MCI,MUN","BOU,COV",BOU-COV-EVE-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,31.2,-0.0867,2.474595,False,
CHE-CRY-NFO-SUN-SUN,4,2+1+1+1,2,2.4545,2.4,2.5,0.0673,2,"CRY,SUN","BOU,COV",BOU-CHE-COV-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,25.0,-0.0616,2.474595,False,
AVL-EVE-MUN-NFO-SUN,5,1+1+1+1+1,1,2.4545,2.4,2.5,0.0902,2,"AVL,MUN","BOU,COV",BOU-COV-EVE-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,31.2,-0.0867,2.474595,False,
BHA-EVE-MUN-NFO-SUN,5,1+1+1+1+1,1,2.4545,2.4,2.5,0.0902,2,"BHA,MUN","BOU,COV",BOU-COV-EVE-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,31.2,-0.0867,2.474595,False,
ARS-EVE-LIV-MUN-SUN,5,1+1+1+1+1,1,2.4545,2.4,2.5,0.1,2,"MUN,SUN","BOU,COV",ARS-BOU-COV-EVE-LIV,5,1+1+1+1+1,0,2.4792,100.0,18.8,-0.0922,2.474595,False,
ARS-EVE-MCI-MUN-SUN,5,1+1+1+1+1,1,2.4545,2.4,2.5,0.1,2,"ARS,MUN","CHE,COV",CHE-COV-EVE-MCI-SUN,5,1+1+1+1+1,1,2.4792,100.0,12.5,-0.1133,2.474595,False,
MUN-NFO-TOT-TOT-SUN,4,2+1+1+1,1,2.4545,2.4,2.5,0.1268,2,"MUN,TOT","BOU,CHE",BOU-CHE-NFO-TOT-SUN,5,1+1+1+1+1,1,2.4792,100.0,12.5,-0.1412,2.474595,False,
CHE-CRY-MUN-NFO-SUN,5,1+1+1+1+1,1,2.4545,2.4,2.5,0.1673,2,"CRY,MUN","BOU,COV",BOU-CHE-COV-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,25.0,-0.0616,2.474595,False,
EVE-NFO-TOT-SUN-SUN,4,2+1+1+1,2,2.4545,2.4,2.5,0.2634,2,"SUN,TOT","BOU,COV",BOU-COV-EVE-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,31.2,-0.0867,2.474595,False,
