tier,tier_id,lineup_summary,clubs,total_price,bb_rqi,tot_effective_xp,gw1_xp_5def,gw2_3_xp_6def,gw1_avg_fdr,gw2_3_rot_fdr,effective_avg_fdr,avg_fdr_corr
Band 1: Budget (£20.5m-£22.5m),1,Dunk (BHA £4.5m) + Mykolenko (EVE £4.5m) + Bogle (LEE £4.5m) + Maguire (MUN £5.0m) + O'Nien (SUN £4.0m),BHA-EVE-LEE-MUN-SUN,22.5,52.040000915527344,49.0,21.06,27.94,2.6,2.5,2.5455,0.0402
Band 3: Single Anchor (£24.5m-£25.0m),3,Vuskovic (BHA £5.0m) + Greaves (IPS £4.0m) + Jacquet (LIV £5.0m) + O'Reilly (MCI £6.5m) + Robertson (TOT £4.5m),BHA-IPS-LIV-MCI-TOT,25.0,65.3499984741211,65.07,26.48,38.59,2.8,2.33,2.5455,-0.0634
Band 4: Premium / Dual Anchor (£25.5m-£26.0m),4,Calafiori (ARS £5.5m) + Collins (BRE £5.5m) + Jacquet (LIV £5.0m) + Maguire (MUN £5.0m) + N.Williams (NFO £5.0m),ARS-BRE-LIV-MUN-NFO,26.0,68.69000244140625,60.93,28.23,32.71,2.4,2.5,2.4545,-0.0634
Band 4: Premium / Dual Anchor (£25.5m-£26.0m),4,Vuskovic (BHA £5.0m) + Greaves (IPS £4.0m) + Jacquet (LIV £5.0m) + O'Reilly (MCI £6.5m) + Maguire (MUN £5.0m),BHA-IPS-LIV-MCI-MUN,25.5,67.62999725341797,66.8,27.82,38.98,2.6,2.33,2.4545,-0.0634
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Greaves (IPS £4.0m) + Jacquet (LIV £5.0m) + Shaw (MUN £4.5m) + Jair Cunha (NFO £4.5m),BHA-IPS-LIV-MUN-NFO,23.0,71.69999694824219,59.23,25.89,33.34,2.4,2.67,2.5455,0.0366
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Greaves (IPS £4.0m) + Jacquet (LIV £5.0m) + Shaw (MUN £4.5m) + N.Williams (NFO £5.0m),BHA-IPS-LIV-MUN-NFO,23.5,70.66000366210938,59.17,25.93,33.24,2.4,2.67,2.5455,0.0366
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Greaves (IPS £4.0m) + Jacquet (LIV £5.0m) + Shaw (MUN £4.5m) + Milenković (NFO £5.5m),BHA-IPS-LIV-MUN-NFO,24.0,70.12999725341797,59.39,26.0,33.39,2.4,2.67,2.5455,0.0366
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Greaves (IPS £4.0m) + Jacquet (LIV £5.0m) + Shaw (MUN £4.5m) + Robertson (TOT £4.5m),BHA-IPS-LIV-MUN-TOT,23.0,70.93000030517578,59.24,25.04,34.2,2.6,2.33,2.4545,-0.2366
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Greaves (IPS £4.0m) + Jacquet (LIV £5.0m) + Shaw (MUN £4.5m) + Van Hecke (TOT £5.0m),BHA-IPS-LIV-MUN-TOT,23.5,70.19000244140625,59.35,25.12,34.23,2.6,2.33,2.4545,-0.2366
Band 1: Budget (£20.5m-£22.5m),1,Dunk (BHA £4.5m) + Mykolenko (EVE £4.5m) + Bogle (LEE £4.5m) + O'Nien (SUN £4.0m) + Robertson (TOT £4.5m),BHA-EVE-LEE-SUN-TOT,22.0,45.97999954223633,46.92,19.72,27.2,2.8,2.5,2.6364,-0.0598
Band 1: Budget (£20.5m-£22.5m),1,Dunk (BHA £4.5m) + Mykolenko (EVE £4.5m) + Bogle (LEE £4.5m) + O'Nien (SUN £4.0m) + Van Hecke (TOT £5.0m),BHA-EVE-LEE-SUN-TOT,22.5,45.2400016784668,47.03,19.8,27.23,2.8,2.5,2.6364,-0.0598
Band 1: Budget (£20.5m-£22.5m),1,Dunk (BHA £4.5m) + Mykolenko (EVE £4.5m) + Bogle (LEE £4.5m) + Hume (SUN £4.5m) + Robertson (TOT £4.5m),BHA-EVE-LEE-SUN-TOT,22.5,45.310001373291016,47.06,19.82,27.25,2.8,2.5,2.6364,-0.0598
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Greaves (IPS £4.0m) + Jacquet (LIV £5.0m) + Maguire (MUN £5.0m) + Jair Cunha (NFO £4.5m),BHA-IPS-LIV-MUN-NFO,23.5,72.16000366210938,61.17,26.73,34.43,2.4,2.67,2.5455,0.0366
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Greaves (IPS £4.0m) + Jacquet (LIV £5.0m) + Maguire (MUN £5.0m) + N.Williams (NFO £5.0m),BHA-IPS-LIV-MUN-NFO,24.0,71.2300033569336,61.21,26.77,34.43,2.4,2.67,2.5455,0.0366
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Greaves (IPS £4.0m) + Jacquet (LIV £5.0m) + Maguire (MUN £5.0m) + Van Hecke (TOT £5.0m),BHA-IPS-LIV-MUN-TOT,24.0,70.44000244140625,61.32,25.96,35.36,2.6,2.33,2.4545,-0.2366
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Greaves (IPS £4.0m) + Jacquet (LIV £5.0m) + Maguire (MUN £5.0m) + Robertson (TOT £4.5m),BHA-IPS-LIV-MUN-TOT,23.5,71.37999725341797,61.29,25.88,35.41,2.6,2.33,2.4545,-0.2366
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Greaves (IPS £4.0m) + Jacquet (LIV £5.0m) + Jair Cunha (NFO £4.5m) + Robertson (TOT £4.5m),BHA-IPS-LIV-NFO-TOT,23.0,68.43000030517578,59.2,25.4,33.8,2.6,2.67,2.6364,-0.1
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Greaves (IPS £4.0m) + Jacquet (LIV £5.0m) + Shaw (MUN £4.5m) + Pedro Porro (TOT £5.5m),BHA-IPS-LIV-MUN-TOT,24.0,68.27999877929688,58.81,24.9,33.91,2.6,2.33,2.4545,-0.2366
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Greaves (IPS £4.0m) + Jacquet (LIV £5.0m) + Jair Cunha (NFO £4.5m) + Van Hecke (TOT £5.0m),BHA-IPS-LIV-NFO-TOT,23.5,67.55999755859375,59.23,25.47,33.76,2.6,2.67,2.6364,-0.1
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Greaves (IPS £4.0m) + Jacquet (LIV £5.0m) + N.Williams (NFO £5.0m) + Robertson (TOT £4.5m),BHA-IPS-LIV-NFO-TOT,23.5,67.38999938964844,59.14,25.43,33.71,2.6,2.67,2.6364,-0.1
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Greaves (IPS £4.0m) + Jacquet (LIV £5.0m) + N.Williams (NFO £5.0m) + Van Hecke (TOT £5.0m),BHA-IPS-LIV-NFO-TOT,24.0,66.62000274658203,59.23,25.51,33.72,2.6,2.67,2.6364,-0.1
Band 3: Single Anchor (£24.5m-£25.0m),3,Vuskovic (BHA £5.0m) + Greaves (IPS £4.0m) + Jacquet (LIV £5.0m) + Maguire (MUN £5.0m) + Milenković (NFO £5.5m),BHA-IPS-LIV-MUN-NFO,24.5,70.29000091552734,61.28,26.85,34.43,2.4,2.67,2.5455,0.0366
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Greaves (IPS £4.0m) + Jacquet (LIV £5.0m) + Milenković (NFO £5.5m) + Robertson (TOT £4.5m),BHA-IPS-LIV-NFO-TOT,24.0,66.86000061035156,59.36,25.51,33.86,2.6,2.67,2.6364,-0.1
Band 3: Single Anchor (£24.5m-£25.0m),3,Vuskovic (BHA £5.0m) + Greaves (IPS £4.0m) + Jacquet (LIV £5.0m) + Maguire (MUN £5.0m) + Pedro Porro (TOT £5.5m),BHA-IPS-LIV-MUN-TOT,24.5,69.5,61.0,25.75,35.25,2.6,2.33,2.4545,-0.2366
Band 4: Premium / Dual Anchor (£25.5m-£26.0m),4,Calafiori (ARS £5.5m) + Collins (BRE £5.5m) + Jacquet (LIV £5.0m) + Maguire (MUN £5.0m) + Ballard (SUN £5.0m),ARS-BRE-LIV-MUN-SUN,26.0,69.9000015258789,62.92,28.74,34.18,2.4,2.33,2.3636,-0.2
Band 4: Premium / Dual Anchor (£25.5m-£26.0m),4,Calafiori (ARS £5.5m) + Jacquet (LIV £5.0m) + Maguire (MUN £5.0m) + N.Williams (NFO £5.0m) + Pedro Porro (TOT £5.5m),ARS-LIV-MUN-NFO-TOT,26.0,68.69000244140625,60.45,27.91,32.53,2.4,2.5,2.4545,-0.15
Band 4: Premium / Dual Anchor (£25.5m-£26.0m),4,Calafiori (ARS £5.5m) + Collins (BRE £5.5m) + Jacquet (LIV £5.0m) + Jair Cunha (NFO £4.5m) + Ballard (SUN £5.0m),ARS-BRE-LIV-NFO-SUN,25.5,69.62999725341797,61.02,28.25,32.77,2.4,2.5,2.4545,-0.0634
Band 4: Premium / Dual Anchor (£25.5m-£26.0m),4,Calafiori (ARS £5.5m) + Jacquet (LIV £5.0m) + Guéhi (MCI £6.0m) + Jair Cunha (NFO £4.5m) + Hume (SUN £4.5m),ARS-LIV-MCI-NFO-SUN,25.5,68.2300033569336,59.23,27.38,31.86,2.4,2.5,2.4545,-0.0634
Band 4: Premium / Dual Anchor (£25.5m-£26.0m),4,Calafiori (ARS £5.5m) + Collins (BRE £5.5m) + Jacquet (LIV £5.0m) + Jair Cunha (NFO £4.5m) + Mukiele (SUN £5.5m),ARS-BRE-LIV-NFO-SUN,26.0,68.56999969482422,59.93,27.87,32.07,2.4,2.5,2.4545,-0.0634
Band 4: Premium / Dual Anchor (£25.5m-£26.0m),4,Vuskovic (BHA £5.0m) + Greaves (IPS £4.0m) + Jacquet (LIV £5.0m) + O'Reilly (MCI £6.5m) + N.Williams (NFO £5.0m),BHA-IPS-LIV-MCI-NFO,25.5,65.19999694824219,64.99,27.37,37.62,2.6,2.67,2.6364,0.3098
Band 4: Premium / Dual Anchor (£25.5m-£26.0m),4,Vuskovic (BHA £5.0m) + Greaves (IPS £4.0m) + Jacquet (LIV £5.0m) + O'Reilly (MCI £6.5m) + Milenković (NFO £5.5m),BHA-IPS-LIV-MCI-NFO,26.0,64.2699966430664,65.06,27.44,37.62,2.6,2.67,2.6364,0.3098
Band 4: Premium / Dual Anchor (£25.5m-£26.0m),4,Calafiori (ARS £5.5m) + Collins (BRE £5.5m) + Jacquet (LIV £5.0m) + N.Williams (NFO £5.0m) + Ballard (SUN £5.0m),ARS-BRE-LIV-NFO-SUN,26.0,68.69000244140625,61.06,28.29,32.77,2.4,2.5,2.4545,-0.0634
Band 4: Premium / Dual Anchor (£25.5m-£26.0m),4,Vuskovic (BHA £5.0m) + Greaves (IPS £4.0m) + Jacquet (LIV £5.0m) + O'Reilly (MCI £6.5m) + Van Hecke (TOT £5.0m),BHA-IPS-LIV-MCI-TOT,25.5,64.41000366210938,65.1,26.56,38.55,2.8,2.33,2.5455,-0.0634
Band 4: Premium / Dual Anchor (£25.5m-£26.0m),4,Calafiori (ARS £5.5m) + Vuskovic (BHA £5.0m) + Muñoz (CRY £5.5m) + Shaw (MUN £4.5m) + Ballard (SUN £5.0m),ARS-BHA-CRY-MUN-SUN,25.5,68.41000366210938,60.81,28.42,32.39,2.4,2.67,2.5455,0.0634
Band 4: Premium / Dual Anchor (£25.5m-£26.0m),4,Vuskovic (BHA £5.0m) + Greaves (IPS £4.0m) + Jacquet (LIV £5.0m) + O'Reilly (MCI £6.5m) + Pedro Porro (TOT £5.5m),BHA-IPS-LIV-MCI-TOT,26.0,63.47999954223633,64.78,26.34,38.43,2.8,2.33,2.5455,-0.0634
Band 3: Single Anchor (£24.5m-£25.0m),3,Calafiori (ARS £5.5m) + Vuskovic (BHA £5.0m) + Muñoz (CRY £5.5m) + Maguire (MUN £5.0m) + O'Nien (SUN £4.0m),ARS-BHA-CRY-MUN-SUN,25.0,69.3499984741211,60.36,28.23,32.13,2.4,2.67,2.5455,0.0634
Band 4: Premium / Dual Anchor (£25.5m-£26.0m),4,Calafiori (ARS £5.5m) + Vuskovic (BHA £5.0m) + Muñoz (CRY £5.5m) + Maguire (MUN £5.0m) + Hume (SUN £4.5m),ARS-BHA-CRY-MUN-SUN,25.5,68.41000366210938,60.56,28.33,32.23,2.4,2.67,2.5455,0.0634
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Greaves (IPS £4.0m) + Gvardiol (MCI £5.5m) + Shaw (MUN £4.5m) + Jair Cunha (NFO £4.5m),BHA-IPS-MCI-MUN-NFO,23.5,68.93000030517578,58.22,25.67,32.55,2.4,2.67,2.5455,0.0366
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Greaves (IPS £4.0m) + Gvardiol (MCI £5.5m) + Shaw (MUN £4.5m) + N.Williams (NFO £5.0m),BHA-IPS-MCI-MUN-NFO,24.0,67.88999938964844,58.16,25.71,32.45,2.4,2.67,2.5455,0.0366
Band 1: Budget (£20.5m-£22.5m),1,Dunk (BHA £4.5m) + Mykolenko (EVE £4.5m) + Muharemović (LEE £5.0m) + Shaw (MUN £4.5m) + O'Nien (SUN £4.0m),BHA-EVE-LEE-MUN-SUN,22.5,57.7400016784668,52.13,22.76,29.38,2.6,2.5,2.5455,0.0402
Band 1: Budget (£20.5m-£22.5m),1,Dunk (BHA £4.5m) + Hato (CHE £4.5m) + Canvot (CRY £5.0m) + Shaw (MUN £4.5m) + O'Nien (SUN £4.0m),BHA-CHE-CRY-MUN-SUN,22.5,51.959999084472656,48.29,21.23,27.06,2.6,2.33,2.4545,-0.0714
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Greaves (IPS £4.0m) + Gvardiol (MCI £5.5m) + Shaw (MUN £4.5m) + Robertson (TOT £4.5m),BHA-IPS-MCI-MUN-TOT,23.5,68.1500015258789,58.23,24.82,33.41,2.6,2.33,2.4545,-0.2366
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Greaves (IPS £4.0m) + Gvardiol (MCI £5.5m) + Shaw (MUN £4.5m) + Van Hecke (TOT £5.0m),BHA-IPS-MCI-MUN-TOT,24.0,67.41999816894531,58.34,24.9,33.44,2.6,2.33,2.4545,-0.2366
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Greaves (IPS £4.0m) + Gvardiol (MCI £5.5m) + Maguire (MUN £5.0m) + Jair Cunha (NFO £4.5m),BHA-IPS-MCI-MUN-NFO,24.0,71.2300033569336,60.16,26.51,33.65,2.4,2.67,2.5455,0.0366
Band 3: Single Anchor (£24.5m-£25.0m),3,Vuskovic (BHA £5.0m) + Greaves (IPS £4.0m) + Gvardiol (MCI £5.5m) + Maguire (MUN £5.0m) + N.Williams (NFO £5.0m),BHA-IPS-MCI-MUN-NFO,24.5,70.29000091552734,60.2,26.55,33.65,2.4,2.67,2.5455,0.0366
Band 3: Single Anchor (£24.5m-£25.0m),3,Vuskovic (BHA £5.0m) + Greaves (IPS £4.0m) + Gvardiol (MCI £5.5m) + Maguire (MUN £5.0m) + Milenković (NFO £5.5m),BHA-IPS-MCI-MUN-NFO,25.0,69.3499984741211,60.27,26.62,33.65,2.4,2.67,2.5455,0.0366
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Greaves (IPS £4.0m) + Gvardiol (MCI £5.5m) + Maguire (MUN £5.0m) + Robertson (TOT £4.5m),BHA-IPS-MCI-MUN-TOT,24.0,70.44000244140625,60.28,25.66,34.62,2.6,2.33,2.4545,-0.2366
Band 2: Mid-Value (£23.0m-£24.0m),2,Calafiori (ARS £5.5m) + Chadi Riad (CRY £4.5m) + Muharemović (LEE £5.0m) + Maguire (MUN £5.0m) + O'Nien (SUN £4.0m),ARS-CRY-LEE-MUN-SUN,24.0,66.56999969482422,57.44,27.02,30.42,2.4,2.67,2.5455,0.15
Band 3: Single Anchor (£24.5m-£25.0m),3,Vuskovic (BHA £5.0m) + Greaves (IPS £4.0m) + Gvardiol (MCI £5.5m) + Maguire (MUN £5.0m) + Van Hecke (TOT £5.0m),BHA-IPS-MCI-MUN-TOT,24.5,69.5,60.31,25.74,34.57,2.6,2.33,2.4545,-0.2366
Band 3: Single Anchor (£24.5m-£25.0m),3,Calafiori (ARS £5.5m) + Chadi Riad (CRY £4.5m) + Muharemović (LEE £5.0m) + Maguire (MUN £5.0m) + Ballard (SUN £5.0m),ARS-CRY-LEE-MUN-SUN,25.0,69.3499984741211,60.26,28.05,32.21,2.4,2.67,2.5455,0.15
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Hato (CHE £4.5m) + Jacquet (LIV £5.0m) + Gvardiol (MCI £5.5m) + O'Nien (SUN £4.0m),BHA-CHE-LIV-MCI-SUN,24.0,66.56999969482422,58.97,24.61,34.37,2.8,2.17,2.4545,-0.2061
Band 1: Budget (£20.5m-£22.5m),1,Dunk (BHA £4.5m) + Mykolenko (EVE £4.5m) + Muharemović (LEE £5.0m) + O'Nien (SUN £4.0m) + Robertson (TOT £4.5m),BHA-EVE-LEE-SUN-TOT,22.5,55.099998474121094,52.45,22.26,30.19,2.8,2.5,2.6364,-0.0598
Band 1: Budget (£20.5m-£22.5m),1,Dunk (BHA £4.5m) + Hato (CHE £4.5m) + Canvot (CRY £5.0m) + Jair Cunha (NFO £4.5m) + O'Nien (SUN £4.0m),BHA-CHE-CRY-NFO-SUN,22.5,48.81999969482422,47.89,21.59,26.31,2.6,2.67,2.6364,-0.0254
Band 2: Mid-Value (£23.0m-£24.0m),2,Canvot (CRY £5.0m) + Gvardiol (MCI £5.5m) + Maguire (MUN £5.0m) + Jair Cunha (NFO £4.5m) + O'Nien (SUN £4.0m),CRY-MCI-MUN-NFO-SUN,24.0,68.27999877929688,57.71,26.02,31.7,2.4,2.5,2.4545,-0.0634
Band 3: Single Anchor (£24.5m-£25.0m),3,Canvot (CRY £5.0m) + Gvardiol (MCI £5.5m) + Maguire (MUN £5.0m) + Jair Cunha (NFO £4.5m) + Ballard (SUN £5.0m),CRY-MCI-MUN-NFO-SUN,25.0,70.30999755859375,59.86,27.05,32.81,2.4,2.5,2.4545,-0.0634
Band 4: Premium / Dual Anchor (£25.5m-£26.0m),4,Canvot (CRY £5.0m) + Gvardiol (MCI £5.5m) + Maguire (MUN £5.0m) + N.Williams (NFO £5.0m) + Ballard (SUN £5.0m),CRY-MCI-MUN-NFO-SUN,25.5,69.44000244140625,59.9,27.09,32.81,2.4,2.5,2.4545,-0.0634
Band 1: Budget (£20.5m-£22.5m),1,Dunk (BHA £4.5m) + Hato (CHE £4.5m) + Canvot (CRY £5.0m) + O'Nien (SUN £4.0m) + Robertson (TOT £4.5m),BHA-CHE-CRY-SUN-TOT,22.5,49.31999969482422,48.61,20.73,27.87,2.8,2.33,2.5455,-0.1903
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Hato (CHE £4.5m) + Jacquet (LIV £5.0m) + Shaw (MUN £4.5m) + Jair Cunha (NFO £4.5m),BHA-CHE-LIV-MUN-NFO,23.5,66.69000244140625,57.42,24.74,32.69,2.6,2.33,2.4545,-0.1809
Band 3: Single Anchor (£24.5m-£25.0m),3,Vuskovic (BHA £5.0m) + Greaves (IPS £4.0m) + O'Reilly (MCI £6.5m) + Shaw (MUN £4.5m) + Jair Cunha (NFO £4.5m),BHA-IPS-MCI-MUN-NFO,24.5,70.29000091552734,61.59,26.76,34.83,2.4,2.67,2.5455,0.0366
Band 3: Single Anchor (£24.5m-£25.0m),3,Vuskovic (BHA £5.0m) + Greaves (IPS £4.0m) + O'Reilly (MCI £6.5m) + Shaw (MUN £4.5m) + N.Williams (NFO £5.0m),BHA-IPS-MCI-MUN-NFO,25.0,69.3499984741211,61.54,26.8,34.74,2.4,2.67,2.5455,0.0366
Band 4: Premium / Dual Anchor (£25.5m-£26.0m),4,Canvot (CRY £5.0m) + Gvardiol (MCI £5.5m) + Maguire (MUN £5.0m) + Milenković (NFO £5.5m) + Ballard (SUN £5.0m),CRY-MCI-MUN-NFO-SUN,26.0,68.63999938964844,59.97,27.16,32.81,2.4,2.5,2.4545,-0.0634
Band 3: Single Anchor (£24.5m-£25.0m),3,Vuskovic (BHA £5.0m) + Greaves (IPS £4.0m) + O'Reilly (MCI £6.5m) + Shaw (MUN £4.5m) + Robertson (TOT £4.5m),BHA-IPS-MCI-MUN-TOT,24.5,69.5,61.6,25.91,35.69,2.6,2.33,2.4545,-0.2366
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Hato (CHE £4.5m) + Jacquet (LIV £5.0m) + Shaw (MUN £4.5m) + Ballard (SUN £5.0m),BHA-CHE-LIV-MUN-SUN,24.0,69.12999725341797,58.61,25.29,33.32,2.6,2.17,2.3636,-0.1903
Band 4: Premium / Dual Anchor (£25.5m-£26.0m),4,Vuskovic (BHA £5.0m) + Greaves (IPS £4.0m) + O'Reilly (MCI £6.5m) + Shaw (MUN £4.5m) + Milenković (NFO £5.5m),BHA-IPS-MCI-MUN-NFO,25.5,68.41000366210938,61.76,26.87,34.88,2.4,2.67,2.5455,0.0366
Band 3: Single Anchor (£24.5m-£25.0m),3,Vuskovic (BHA £5.0m) + Greaves (IPS £4.0m) + O'Reilly (MCI £6.5m) + Maguire (MUN £5.0m) + Jair Cunha (NFO £4.5m),BHA-IPS-MCI-MUN-NFO,25.0,69.3499984741211,63.53,27.6,35.93,2.4,2.67,2.5455,0.0366
Band 4: Premium / Dual Anchor (£25.5m-£26.0m),4,Vuskovic (BHA £5.0m) + Greaves (IPS £4.0m) + O'Reilly (MCI £6.5m) + Maguire (MUN £5.0m) + N.Williams (NFO £5.0m),BHA-IPS-MCI-MUN-NFO,25.5,68.41000366210938,63.57,27.64,35.93,2.4,2.67,2.5455,0.0366
Band 2: Mid-Value (£23.0m-£24.0m),2,Maatsen (AVL £4.5m) + Collins (BRE £5.5m) + Greaves (IPS £4.0m) + Jacquet (LIV £5.0m) + Maguire (MUN £5.0m),AVL-BRE-IPS-LIV-MUN,24.0,66.9800033569336,58.1,24.39,33.71,2.6,2.33,2.4545,-0.0634
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Hato (CHE £4.5m) + Jacquet (LIV £5.0m) + Maguire (MUN £5.0m) + Jair Cunha (NFO £4.5m),BHA-CHE-LIV-MUN-NFO,24.0,69.27999877929688,59.36,25.58,33.78,2.6,2.33,2.4545,-0.1809
Band 3: Single Anchor (£24.5m-£25.0m),3,Vuskovic (BHA £5.0m) + Greaves (IPS £4.0m) + O'Reilly (MCI £6.5m) + Maguire (MUN £5.0m) + Robertson (TOT £4.5m),BHA-IPS-MCI-MUN-TOT,25.0,68.55999755859375,63.65,26.75,36.9,2.6,2.33,2.4545,-0.2366
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Hato (CHE £4.5m) + Jacquet (LIV £5.0m) + Maguire (MUN £5.0m) + O'Nien (SUN £4.0m),BHA-CHE-LIV-MUN-SUN,23.5,69.26000213623047,58.17,25.1,33.06,2.6,2.17,2.3636,-0.1903
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Hato (CHE £4.5m) + Jacquet (LIV £5.0m) + Maguire (MUN £5.0m) + Hume (SUN £4.5m),BHA-CHE-LIV-MUN-SUN,24.0,68.68000030517578,58.37,25.2,33.16,2.6,2.17,2.3636,-0.1903
Band 3: Single Anchor (£24.5m-£25.0m),3,Vuskovic (BHA £5.0m) + Hato (CHE £4.5m) + Jacquet (LIV £5.0m) + Maguire (MUN £5.0m) + Ballard (SUN £5.0m),BHA-CHE-LIV-MUN-SUN,24.5,70.70999908447266,60.31,26.13,34.18,2.6,2.17,2.3636,-0.1903
Band 3: Single Anchor (£24.5m-£25.0m),3,Vuskovic (BHA £5.0m) + Hato (CHE £4.5m) + Jacquet (LIV £5.0m) + Maguire (MUN £5.0m) + Mukiele (SUN £5.5m),BHA-CHE-LIV-MUN-SUN,25.0,68.77999877929688,59.45,25.74,33.71,2.6,2.17,2.3636,-0.1903
Band 2: Mid-Value (£23.0m-£24.0m),2,Calafiori (ARS £5.5m) + Chadi Riad (CRY £4.5m) + Jacquet (LIV £5.0m) + Shaw (MUN £4.5m) + O'Nien (SUN £4.0m),ARS-CRY-LIV-MUN-SUN,23.5,66.80000305175781,56.38,26.25,30.14,2.4,2.5,2.4545,-0.05
Band 3: Single Anchor (£24.5m-£25.0m),3,Calafiori (ARS £5.5m) + Chadi Riad (CRY £4.5m) + Jacquet (LIV £5.0m) + Shaw (MUN £4.5m) + Ballard (SUN £5.0m),ARS-CRY-LIV-MUN-SUN,24.5,70.0999984741211,59.23,27.28,31.95,2.4,2.5,2.4545,-0.05
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Hato (CHE £4.5m) + Jacquet (LIV £5.0m) + Jair Cunha (NFO £4.5m) + O'Nien (SUN £4.0m),BHA-CHE-LIV-NFO-SUN,23.0,67.05999755859375,57.11,24.62,32.49,2.6,2.33,2.4545,-0.1809
Band 1: Budget (£20.5m-£22.5m),1,Vuskovic (BHA £5.0m) + Greaves (IPS £4.0m) + Shaw (MUN £4.5m) + Jair Cunha (NFO £4.5m) + Robertson (TOT £4.5m),BHA-IPS-MUN-NFO-TOT,22.5,66.27999877929688,55.73,24.83,30.9,2.4,2.67,2.5455,-0.0732
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Hato (CHE £4.5m) + Jacquet (LIV £5.0m) + Jair Cunha (NFO £4.5m) + Ballard (SUN £5.0m),BHA-CHE-LIV-NFO-SUN,24.0,69.51000213623047,59.49,25.65,33.84,2.6,2.33,2.4545,-0.1809
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Hato (CHE £4.5m) + Jacquet (LIV £5.0m) + Jair Cunha (NFO £4.5m) + Hume (SUN £4.5m),BHA-CHE-LIV-NFO-SUN,23.5,66.4800033569336,57.31,24.72,32.59,2.6,2.33,2.4545,-0.1809
Band 2: Mid-Value (£23.0m-£24.0m),2,Maatsen (AVL £4.5m) + Muñoz (CRY £5.5m) + Jacquet (LIV £5.0m) + Maguire (MUN £5.0m) + O'Nien (SUN £4.0m),AVL-CRY-LIV-MUN-SUN,24.0,67.69999694824219,58.49,25.13,33.36,2.6,2.33,2.4545,-0.15
Band 3: Single Anchor (£24.5m-£25.0m),3,Calafiori (ARS £5.5m) + Chadi Riad (CRY £4.5m) + Jacquet (LIV £5.0m) + Maguire (MUN £5.0m) + Jair Cunha (NFO £4.5m),ARS-CRY-LIV-MUN-NFO,24.5,68.80000305175781,59.85,27.57,32.28,2.4,2.83,2.6364,0.1232
Band 1: Budget (£20.5m-£22.5m),1,Dunk (BHA £4.5m) + Mykolenko (EVE £4.5m) + Jacquet (LIV £5.0m) + Shaw (MUN £4.5m) + O'Nien (SUN £4.0m),BHA-EVE-LIV-MUN-SUN,22.5,61.400001525878906,53.48,22.83,30.65,2.6,2.33,2.4545,-0.1732
