horizon,start_gw,end_gw,num_gws,clubs,club1,club2,club3,club4,club5,promoted_count,is_pl_proven,rot_avg_fdr,max_worst_starter,no_diff_gws,no_diff_pct,all_easy_gws,all_easy_pct,avg_fdr_corr
full_season,1,38,38,BRE-CHE-IPS-LIV-NEW,BRE,CHE,IPS,LIV,NEW,0,True,2.5702,4.0,35,92.1,4,10.5,-0.0835
full_season,1,38,38,BRE-CHE-IPS-LIV-NFO,BRE,CHE,IPS,LIV,NFO,0,True,2.5789,4.0,33,86.8,6,15.8,-0.0258
full_season,1,38,38,BRE-CHE-IPS-LIV-TOT,BRE,CHE,IPS,LIV,TOT,0,True,2.5789,4.0,35,92.1,6,15.8,-0.0194
full_season,1,38,38,BRE-CHE-IPS-LIV-SUN,BRE,CHE,IPS,LIV,SUN,1,False,2.5702,4.0,35,92.1,5,13.2,-0.046
full_season,1,38,38,BRE-CHE-IPS-MCI-MUN,BRE,CHE,IPS,MCI,MUN,0,True,2.5439,4.0,37,97.4,2,5.3,-0.109
full_season,1,38,38,BRE-CHE-IPS-MCI-NEW,BRE,CHE,IPS,MCI,NEW,0,True,2.5614,4.0,36,94.7,2,5.3,-0.1237
full_season,1,38,38,BRE-CHE-IPS-MCI-NFO,BRE,CHE,IPS,MCI,NFO,0,True,2.5789,4.0,34,89.5,3,7.9,-0.0486
full_season,1,38,38,BRE-CHE-IPS-MCI-TOT,BRE,CHE,IPS,MCI,TOT,0,True,2.5702,4.0,34,89.5,5,13.2,-0.038
full_season,1,38,38,BRE-CHE-IPS-MCI-SUN,BRE,CHE,IPS,MCI,SUN,1,False,2.5526,4.0,37,97.4,2,5.3,-0.0805
full_season,1,38,38,BRE-CHE-IPS-MUN-NEW,BRE,CHE,IPS,MUN,NEW,0,True,2.5526,4.0,37,97.4,2,5.3,-0.1279
full_season,1,38,38,BRE-CHE-IPS-MUN-NFO,BRE,CHE,IPS,MUN,NFO,0,True,2.5614,4.0,35,92.1,4,10.5,-0.0706
full_season,1,38,38,BRE-CHE-IPS-MUN-TOT,BRE,CHE,IPS,MUN,TOT,0,True,2.5702,4.0,35,92.1,3,7.9,-0.0864
full_season,1,38,38,BRE-CHE-IPS-MUN-SUN,BRE,CHE,IPS,MUN,SUN,1,False,2.5439,3.0,38,100.0,5,13.2,-0.0791
full_season,1,38,38,BRE-CHE-IPS-NEW-NFO,BRE,CHE,IPS,NEW,NFO,0,True,2.5877,4.0,34,89.5,3,7.9,-0.0538
full_season,1,38,38,BRE-CHE-IPS-NEW-TOT,BRE,CHE,IPS,NEW,TOT,0,True,2.5965,4.0,33,86.8,4,10.5,-0.0584
full_season,1,38,38,BRE-CHE-IPS-NEW-SUN,BRE,CHE,IPS,NEW,SUN,1,False,2.5789,4.0,35,92.1,2,5.3,-0.1153
full_season,1,38,38,BRE-CHE-IPS-NFO-TOT,BRE,CHE,IPS,NFO,TOT,0,True,2.5789,4.0,33,86.8,5,13.2,-0.0628
full_season,1,38,38,BRE-CHE-IPS-NFO-SUN,BRE,CHE,IPS,NFO,SUN,1,False,2.5702,4.0,35,92.1,4,10.5,-0.0502
full_season,1,38,38,BRE-CHE-IPS-TOT-SUN,BRE,CHE,IPS,TOT,SUN,1,False,2.5702,4.0,35,92.1,3,7.9,-0.0804
full_season,1,38,38,BRE-CHE-LEE-LIV-MCI,BRE,CHE,LEE,LIV,MCI,0,True,2.5965,4.0,32,84.2,8,21.1,0.0741
full_season,1,38,38,BRE-CHE-LEE-LIV-MUN,BRE,CHE,LEE,LIV,MUN,0,True,2.5965,4.0,31,81.6,6,15.8,0.0557
full_season,1,38,38,BRE-CHE-LEE-LIV-NEW,BRE,CHE,LEE,LIV,NEW,0,True,2.6053,4.0,30,78.9,6,15.8,0.0307
full_season,1,38,38,BRE-CHE-LEE-LIV-NFO,BRE,CHE,LEE,LIV,NFO,0,True,2.5789,4.0,33,86.8,8,21.1,0.0436
full_season,1,38,38,BRE-CHE-LEE-LIV-TOT,BRE,CHE,LEE,LIV,TOT,0,True,2.5965,4.0,34,89.5,6,15.8,0.0693
full_season,1,38,38,BRE-CHE-LEE-LIV-SUN,BRE,CHE,LEE,LIV,SUN,1,False,2.5877,4.0,32,84.2,8,21.1,0.0534
full_season,1,38,38,BRE-CHE-LEE-MCI-MUN,BRE,CHE,LEE,MCI,MUN,0,True,2.5614,4.0,35,92.1,4,10.5,-0.0093
full_season,1,38,38,BRE-CHE-LEE-MCI-NEW,BRE,CHE,LEE,MCI,NEW,0,True,2.5877,4.0,32,84.2,5,13.2,-0.0321
full_season,1,38,38,BRE-CHE-LEE-MCI-NFO,BRE,CHE,LEE,MCI,NFO,0,True,2.5965,4.0,31,81.6,5,13.2,-0.0019
full_season,1,38,38,BRE-CHE-LEE-MCI-TOT,BRE,CHE,LEE,MCI,TOT,0,True,2.5965,4.0,32,84.2,6,15.8,0.028
full_season,1,38,38,BRE-CHE-LEE-MCI-SUN,BRE,CHE,LEE,MCI,SUN,1,False,2.5789,4.0,33,86.8,4,10.5,-0.0037
full_season,1,38,38,BRE-CHE-LEE-MUN-NEW,BRE,CHE,LEE,MUN,NEW,0,True,2.5877,4.0,33,86.8,4,10.5,-0.0253
full_season,1,38,38,BRE-CHE-LEE-MUN-NFO,BRE,CHE,LEE,MUN,NFO,0,True,2.5614,4.0,36,94.7,4,10.5,-0.0127
full_season,1,38,38,BRE-CHE-LEE-MUN-TOT,BRE,CHE,LEE,MUN,TOT,0,True,2.5789,4.0,34,89.5,4,10.5,-0.0093
full_season,1,38,38,BRE-CHE-LEE-MUN-SUN,BRE,CHE,LEE,MUN,SUN,1,False,2.5702,4.0,35,92.1,5,13.2,0.0088
full_season,1,38,38,BRE-CHE-LEE-NEW-NFO,BRE,CHE,LEE,NEW,NFO,0,True,2.5965,4.0,33,86.8,6,15.8,-0.004
full_season,1,38,38,BRE-CHE-LEE-NEW-TOT,BRE,CHE,LEE,NEW,TOT,0,True,2.6053,4.0,32,84.2,5,13.2,0.0107
full_season,1,38,38,BRE-CHE-LEE-NEW-SUN,BRE,CHE,LEE,NEW,SUN,1,False,2.5965,4.0,34,89.5,3,7.9,-0.0354
full_season,1,38,38,BRE-CHE-LEE-NFO-TOT,BRE,CHE,LEE,NFO,TOT,0,True,2.5877,4.0,33,86.8,5,13.2,-0.0385
full_season,1,38,38,BRE-CHE-LEE-NFO-SUN,BRE,CHE,LEE,NFO,SUN,1,False,2.5789,4.0,34,89.5,5,13.2,-0.0152
full_season,1,38,38,BRE-CHE-LEE-TOT-SUN,BRE,CHE,LEE,TOT,SUN,1,False,2.5965,4.0,32,84.2,4,10.5,-0.0261
full_season,1,38,38,BRE-CHE-LIV-MCI-MUN,BRE,CHE,LIV,MCI,MUN,0,True,2.5702,4.0,33,86.8,5,13.2,0.0304
full_season,1,38,38,BRE-CHE-LIV-MCI-NEW,BRE,CHE,LIV,MCI,NEW,0,True,2.5614,4.0,35,92.1,4,10.5,-0.0482
full_season,1,38,38,BRE-CHE-LIV-MCI-NFO,BRE,CHE,LIV,MCI,NFO,0,True,2.5702,4.0,33,86.8,7,18.4,0.0232
full_season,1,38,38,BRE-CHE-LIV-MCI-TOT,BRE,CHE,LIV,MCI,TOT,0,True,2.5877,4.0,34,89.5,7,18.4,0.0825
full_season,1,38,38,BRE-CHE-LIV-MCI-SUN,BRE,CHE,LIV,MCI,SUN,1,False,2.5614,4.0,35,92.1,6,15.8,0.0291
full_season,1,38,38,BRE-CHE-LIV-MUN-NEW,BRE,CHE,LIV,MUN,NEW,0,True,2.5789,4.0,32,84.2,5,13.2,-0.0458
full_season,1,38,38,BRE-CHE-LIV-MUN-NFO,BRE,CHE,LIV,MUN,NFO,0,True,2.5526,4.0,34,89.5,7,18.4,0.008
full_season,1,38,38,BRE-CHE-LIV-MUN-TOT,BRE,CHE,LIV,MUN,TOT,0,True,2.5965,4.0,32,84.2,6,15.8,0.0407
full_season,1,38,38,BRE-CHE-LIV-MUN-SUN,BRE,CHE,LIV,MUN,SUN,1,False,2.5789,4.0,33,86.8,8,21.1,0.0372
full_season,1,38,38,BRE-CHE-LIV-NEW-NFO,BRE,CHE,LIV,NEW,NFO,0,True,2.5526,4.0,35,92.1,7,18.4,-0.0392
full_season,1,38,38,BRE-CHE-LIV-NEW-TOT,BRE,CHE,LIV,NEW,TOT,0,True,2.5789,4.0,35,92.1,6,15.8,0.0048
full_season,1,38,38,BRE-CHE-LIV-NEW-SUN,BRE,CHE,LIV,NEW,SUN,1,False,2.5789,4.0,33,86.8,6,15.8,-0.0628
full_season,1,38,38,BRE-CHE-LIV-NFO-TOT,BRE,CHE,LIV,NFO,TOT,0,True,2.5614,4.0,35,92.1,9,23.7,-0.0032
full_season,1,38,38,BRE-CHE-LIV-NFO-SUN,BRE,CHE,LIV,NFO,SUN,1,False,2.5614,4.0,36,94.7,6,15.8,-0.0014
full_season,1,38,38,BRE-CHE-LIV-TOT-SUN,BRE,CHE,LIV,TOT,SUN,1,False,2.5789,4.0,34,89.5,8,21.1,0.017
full_season,1,38,38,BRE-CHE-MCI-MUN-NEW,BRE,CHE,MCI,MUN,NEW,0,True,2.5263,3.0,38,100.0,3,7.9,-0.1127
full_season,1,38,38,BRE-CHE-MCI-MUN-NFO,BRE,CHE,MCI,MUN,NFO,0,True,2.5439,4.0,35,92.1,3,7.9,-0.0416
full_season,1,38,38,BRE-CHE-MCI-MUN-TOT,BRE,CHE,MCI,MUN,TOT,0,True,2.5614,4.0,34,89.5,6,15.8,-0.0046
full_season,1,38,38,BRE-CHE-MCI-MUN-SUN,BRE,CHE,MCI,MUN,SUN,1,False,2.5439,4.0,36,94.7,4,10.5,-0.024
full_season,1,38,38,BRE-CHE-MCI-NEW-NFO,BRE,CHE,MCI,NEW,NFO,0,True,2.5526,4.0,35,92.1,5,13.2,-0.0866
full_season,1,38,38,BRE-CHE-MCI-NEW-TOT,BRE,CHE,MCI,NEW,TOT,0,True,2.5614,4.0,35,92.1,5,13.2,-0.0384
full_season,1,38,38,BRE-CHE-MCI-NEW-SUN,BRE,CHE,MCI,NEW,SUN,1,False,2.5526,4.0,36,94.7,2,5.3,-0.1219
full_season,1,38,38,BRE-CHE-MCI-NFO-TOT,BRE,CHE,MCI,NFO,TOT,0,True,2.5614,4.0,33,86.8,7,18.4,-0.029
full_season,1,38,38,BRE-CHE-MCI-NFO-SUN,BRE,CHE,MCI,NFO,SUN,1,False,2.5526,4.0,35,92.1,4,10.5,-0.0431
full_season,1,38,38,BRE-CHE-MCI-TOT-SUN,BRE,CHE,MCI,TOT,SUN,1,False,2.5614,4.0,34,89.5,5,13.2,-0.0205
full_season,1,38,38,BRE-CHE-MUN-NEW-NFO,BRE,CHE,MUN,NEW,NFO,0,True,2.5351,4.0,37,97.4,6,15.8,-0.0765
full_season,1,38,38,BRE-CHE-MUN-NEW-TOT,BRE,CHE,MUN,NEW,TOT,0,True,2.5702,4.0,35,92.1,4,10.5,-0.0548
full_season,1,38,38,BRE-CHE-MUN-NEW-SUN,BRE,CHE,MUN,NEW,SUN,1,False,2.5614,4.0,35,92.1,4,10.5,-0.0885
full_season,1,38,38,BRE-CHE-MUN-NFO-TOT,BRE,CHE,MUN,NFO,TOT,0,True,2.5526,4.0,35,92.1,5,13.2,-0.0631
full_season,1,38,38,BRE-CHE-MUN-NFO-SUN,BRE,CHE,MUN,NFO,SUN,1,False,2.5439,4.0,36,94.7,7,18.4,-0.0274
full_season,1,38,38,BRE-CHE-MUN-TOT-SUN,BRE,CHE,MUN,TOT,SUN,1,False,2.5789,4.0,34,89.5,4,10.5,-0.0313
full_season,1,38,38,BRE-CHE-NEW-NFO-TOT,BRE,CHE,NEW,NFO,TOT,0,True,2.5702,4.0,35,92.1,4,10.5,-0.0653
full_season,1,38,38,BRE-CHE-NEW-NFO-SUN,BRE,CHE,NEW,NFO,SUN,1,False,2.5614,4.0,35,92.1,5,13.2,-0.0938
full_season,1,38,38,BRE-CHE-NEW-TOT-SUN,BRE,CHE,NEW,TOT,SUN,1,False,2.5877,4.0,33,86.8,4,10.5,-0.0864
full_season,1,38,38,BRE-CHE-NFO-TOT-SUN,BRE,CHE,NFO,TOT,SUN,1,False,2.5526,4.0,35,92.1,7,18.4,-0.087
full_season,1,38,38,BRE-COV-CRY-EVE-FUL,BRE,COV,CRY,EVE,FUL,1,False,2.5789,4.0,35,92.1,4,10.5,-0.0969
full_season,1,38,38,BRE-COV-CRY-EVE-HUL,BRE,COV,CRY,EVE,HUL,2,False,2.5965,4.0,33,86.8,3,7.9,-0.0793
full_season,1,38,38,BRE-COV-CRY-EVE-IPS,BRE,COV,CRY,EVE,IPS,1,False,2.6228,4.0,30,78.9,2,5.3,-0.0647
full_season,1,38,38,BRE-COV-CRY-EVE-LEE,BRE,COV,CRY,EVE,LEE,1,False,2.6228,4.0,30,78.9,3,7.9,-0.0799
full_season,1,38,38,BRE-COV-CRY-EVE-LIV,BRE,COV,CRY,EVE,LIV,1,False,2.5877,4.0,34,89.5,3,7.9,-0.0992
full_season,1,38,38,BRE-COV-CRY-EVE-MCI,BRE,COV,CRY,EVE,MCI,1,False,2.5877,4.0,32,84.2,1,2.6,-0.0922
full_season,1,38,38,BRE-COV-CRY-EVE-MUN,BRE,COV,CRY,EVE,MUN,1,False,2.5614,4.0,35,92.1,3,7.9,-0.1513
full_season,1,38,38,BRE-COV-CRY-EVE-NEW,BRE,COV,CRY,EVE,NEW,1,False,2.6053,4.0,32,84.2,6,15.8,-0.0418
full_season,1,38,38,BRE-COV-CRY-EVE-NFO,BRE,COV,CRY,EVE,NFO,1,False,2.614,4.0,30,78.9,3,7.9,-0.1111
full_season,1,38,38,BRE-COV-CRY-EVE-TOT,BRE,COV,CRY,EVE,TOT,1,False,2.5789,4.0,34,89.5,5,13.2,-0.0626
full_season,1,38,38,BRE-COV-CRY-EVE-SUN,BRE,COV,CRY,EVE,SUN,2,False,2.6053,4.0,34,89.5,2,5.3,-0.0834
full_season,1,38,38,BRE-COV-CRY-FUL-HUL,BRE,COV,CRY,FUL,HUL,2,False,2.614,4.0,34,89.5,3,7.9,-0.0547
full_season,1,38,38,BRE-COV-CRY-FUL-IPS,BRE,COV,CRY,FUL,IPS,1,False,2.5789,4.0,37,97.4,4,10.5,-0.0738
full_season,1,38,38,BRE-COV-CRY-FUL-LEE,BRE,COV,CRY,FUL,LEE,1,False,2.6053,4.0,33,86.8,5,13.2,-0.0557
full_season,1,38,38,BRE-COV-CRY-FUL-LIV,BRE,COV,CRY,FUL,LIV,1,False,2.5877,4.0,36,94.7,4,10.5,-0.0481
full_season,1,38,38,BRE-COV-CRY-FUL-MCI,BRE,COV,CRY,FUL,MCI,1,False,2.5702,4.0,36,94.7,4,10.5,-0.0827
full_season,1,38,38,BRE-COV-CRY-FUL-MUN,BRE,COV,CRY,FUL,MUN,1,False,2.5702,4.0,37,97.4,3,7.9,-0.1148
full_season,1,38,38,BRE-COV-CRY-FUL-NEW,BRE,COV,CRY,FUL,NEW,1,False,2.614,4.0,32,84.2,4,10.5,-0.0278
full_season,1,38,38,BRE-COV-CRY-FUL-NFO,BRE,COV,CRY,FUL,NFO,1,False,2.5789,4.0,36,94.7,3,7.9,-0.1048
full_season,1,38,38,BRE-COV-CRY-FUL-TOT,BRE,COV,CRY,FUL,TOT,1,False,2.5877,4.0,35,92.1,4,10.5,-0.0528
full_season,1,38,38,BRE-COV-CRY-FUL-SUN,BRE,COV,CRY,FUL,SUN,2,False,2.6228,4.0,32,84.2,3,7.9,-0.0363
full_season,1,38,38,BRE-COV-CRY-HUL-IPS,BRE,COV,CRY,HUL,IPS,2,False,2.5965,4.0,35,92.1,3,7.9,-0.0641
full_season,1,38,38,BRE-COV-CRY-HUL-LEE,BRE,COV,CRY,HUL,LEE,2,False,2.614,4.0,33,86.8,5,13.2,-0.0384
full_season,1,38,38,BRE-COV-CRY-HUL-LIV,BRE,COV,CRY,HUL,LIV,2,False,2.5965,4.0,35,92.1,3,7.9,-0.0649
full_season,1,38,38,BRE-COV-CRY-HUL-MCI,BRE,COV,CRY,HUL,MCI,2,False,2.5789,4.0,35,92.1,5,13.2,-0.0484
full_season,1,38,38,BRE-COV-CRY-HUL-MUN,BRE,COV,CRY,HUL,MUN,2,False,2.5877,4.0,35,92.1,6,15.8,-0.0732
full_season,1,38,38,BRE-COV-CRY-HUL-NEW,BRE,COV,CRY,HUL,NEW,2,False,2.6228,4.0,32,84.2,4,10.5,-0.0326
full_season,1,38,38,BRE-COV-CRY-HUL-NFO,BRE,COV,CRY,HUL,NFO,2,False,2.6053,4.0,34,89.5,3,7.9,-0.0611
full_season,1,38,38,BRE-COV-CRY-HUL-TOT,BRE,COV,CRY,HUL,TOT,2,False,2.5877,4.0,35,92.1,7,18.4,0.0019
full_season,1,38,38,BRE-COV-CRY-HUL-SUN,BRE,COV,CRY,HUL,SUN,3,False,2.6316,4.0,31,81.6,4,10.5,-0.0256
full_season,1,38,38,BRE-COV-CRY-IPS-LEE,BRE,COV,CRY,IPS,LEE,1,False,2.6228,4.0,31,81.6,3,7.9,-0.0612
full_season,1,38,38,BRE-COV-CRY-IPS-LIV,BRE,COV,CRY,IPS,LIV,1,False,2.5877,4.0,36,94.7,3,7.9,-0.08
full_season,1,38,38,BRE-COV-CRY-IPS-MCI,BRE,COV,CRY,IPS,MCI,1,False,2.5789,4.0,35,92.1,4,10.5,-0.0839
full_season,1,38,38,BRE-COV-CRY-IPS-MUN,BRE,COV,CRY,IPS,MUN,1,False,2.5614,4.0,37,97.4,3,7.9,-0.1504
full_season,1,38,38,BRE-COV-CRY-IPS-NEW,BRE,COV,CRY,IPS,NEW,1,False,2.6228,4.0,31,81.6,3,7.9,-0.0402
full_season,1,38,38,BRE-COV-CRY-IPS-NFO,BRE,COV,CRY,IPS,NFO,1,False,2.6228,4.0,31,81.6,3,7.9,-0.0577
full_season,1,38,38,BRE-COV-CRY-IPS-TOT,BRE,COV,CRY,IPS,TOT,1,False,2.5965,4.0,34,89.5,3,7.9,-0.0433
full_season,1,38,38,BRE-COV-CRY-IPS-SUN,BRE,COV,CRY,IPS,SUN,2,False,2.6053,4.0,34,89.5,3,7.9,-0.0638
full_season,1,38,38,BRE-COV-CRY-LEE-LIV,BRE,COV,CRY,LEE,LIV,1,False,2.6316,4.0,31,81.6,4,10.5,-0.0164
full_season,1,38,38,BRE-COV-CRY-LEE-MCI,BRE,COV,CRY,LEE,MCI,1,False,2.614,4.0,31,81.6,5,13.2,-0.043
full_season,1,38,38,BRE-COV-CRY-LEE-MUN,BRE,COV,CRY,LEE,MUN,1,False,2.5877,4.0,33,86.8,5,13.2,-0.0984
full_season,1,38,38,BRE-COV-CRY-LEE-NEW,BRE,COV,CRY,LEE,NEW,1,False,2.6404,4.0,32,84.2,3,7.9,0.0038
full_season,1,38,38,BRE-COV-CRY-LEE-NFO,BRE,COV,CRY,LEE,NFO,1,False,2.6228,4.0,31,81.6,5,13.2,-0.0585
full_season,1,38,38,BRE-COV-CRY-LEE-TOT,BRE,COV,CRY,LEE,TOT,1,False,2.6228,4.0,31,81.6,4,10.5,-0.0248
full_season,1,38,38,BRE-COV-CRY-LEE-SUN,BRE,COV,CRY,LEE,SUN,2,False,2.6316,4.0,32,84.2,3,7.9,-0.0345
full_season,1,38,38,BRE-COV-CRY-LIV-MCI,BRE,COV,CRY,LIV,MCI,1,False,2.5877,4.0,34,89.5,6,15.8,-0.0428
full_season,1,38,38,BRE-COV-CRY-LIV-MUN,BRE,COV,CRY,LIV,MUN,1,False,2.5702,4.0,36,94.7,3,7.9,-0.1026
full_season,1,38,38,BRE-COV-CRY-LIV-NEW,BRE,COV,CRY,LIV,NEW,1,False,2.6053,4.0,33,86.8,3,7.9,-0.0563
full_season,1,38,38,BRE-COV-CRY-LIV-NFO,BRE,COV,CRY,LIV,NFO,1,False,2.5877,4.0,35,92.1,3,7.9,-0.0774
full_season,1,38,38,BRE-COV-CRY-LIV-TOT,BRE,COV,CRY,LIV,TOT,1,False,2.5965,4.0,35,92.1,4,10.5,-0.0144
full_season,1,38,38,BRE-COV-CRY-LIV-SUN,BRE,COV,CRY,LIV,SUN,2,False,2.614,4.0,33,86.8,2,5.3,-0.0457
full_season,1,38,38,BRE-COV-CRY-MCI-MUN,BRE,COV,CRY,MCI,MUN,1,False,2.5526,4.0,36,94.7,3,7.9,-0.1332
full_season,1,38,38,BRE-COV-CRY-MCI-NEW,BRE,COV,CRY,MCI,NEW,1,False,2.5877,4.0,33,86.8,2,5.3,-0.0847
full_season,1,38,38,BRE-COV-CRY-MCI-NFO,BRE,COV,CRY,MCI,NFO,1,False,2.5877,4.0,33,86.8,2,5.3,-0.0885
full_season,1,38,38,BRE-COV-CRY-MCI-TOT,BRE,COV,CRY,MCI,TOT,1,False,2.5789,4.0,34,89.5,5,13.2,-0.0213
full_season,1,38,38,BRE-COV-CRY-MCI-SUN,BRE,COV,CRY,MCI,SUN,2,False,2.5965,4.0,33,86.8,2,5.3,-0.0684
full_season,1,38,38,BRE-COV-CRY-MUN-NEW,BRE,COV,CRY,MUN,NEW,1,False,2.5789,4.0,34,89.5,4,10.5,-0.1193
full_season,1,38,38,BRE-COV-CRY-MUN-NFO,BRE,COV,CRY,MUN,NFO,1,False,2.5702,4.0,35,92.1,4,10.5,-0.1407
full_season,1,38,38,BRE-COV-CRY-MUN-TOT,BRE,COV,CRY,MUN,TOT,1,False,2.5614,4.0,36,94.7,6,15.8,-0.1
full_season,1,38,38,BRE-COV-CRY-MUN-SUN,BRE,COV,CRY,MUN,SUN,2,False,2.5965,4.0,33,86.8,3,7.9,-0.0973
full_season,1,38,38,BRE-COV-CRY-NEW-NFO,BRE,COV,CRY,NEW,NFO,1,False,2.6053,4.0,33,86.8,4,10.5,-0.0607
full_season,1,38,38,BRE-COV-CRY-NEW-TOT,BRE,COV,CRY,NEW,TOT,1,False,2.6228,4.0,31,81.6,4,10.5,-0.0087
full_season,1,38,38,BRE-COV-CRY-NEW-SUN,BRE,COV,CRY,NEW,SUN,2,False,2.6228,4.0,33,86.8,3,7.9,-0.0702
full_season,1,38,38,BRE-COV-CRY-NFO-TOT,BRE,COV,CRY,NFO,TOT,1,False,2.5789,4.0,35,92.1,4,10.5,-0.0919
full_season,1,38,38,BRE-COV-CRY-NFO-SUN,BRE,COV,CRY,NFO,SUN,2,False,2.6228,4.0,31,81.6,1,2.6,-0.0839
full_season,1,38,38,BRE-COV-CRY-TOT-SUN,BRE,COV,CRY,TOT,SUN,2,False,2.614,4.0,32,84.2,3,7.9,-0.0576
full_season,1,38,38,BRE-COV-EVE-FUL-HUL,BRE,COV,EVE,FUL,HUL,2,False,2.5965,4.0,35,92.1,4,10.5,-0.0555
full_season,1,38,38,BRE-COV-EVE-FUL-IPS,BRE,COV,EVE,FUL,IPS,1,False,2.6228,4.0,32,84.2,4,10.5,-0.0334
full_season,1,38,38,BRE-COV-EVE-FUL-LEE,BRE,COV,EVE,FUL,LEE,1,False,2.5789,4.0,35,92.1,5,13.2,-0.0892
full_season,1,38,38,BRE-COV-EVE-FUL-LIV,BRE,COV,EVE,FUL,LIV,1,False,2.5877,4.0,35,92.1,4,10.5,-0.0599
full_season,1,38,38,BRE-COV-EVE-FUL-MCI,BRE,COV,EVE,FUL,MCI,1,False,2.5614,4.0,36,94.7,4,10.5,-0.0762
full_season,1,38,38,BRE-COV-EVE-FUL-MUN,BRE,COV,EVE,FUL,MUN,1,False,2.5526,3.0,38,100.0,4,10.5,-0.0784
full_season,1,38,38,BRE-COV-EVE-FUL-NEW,BRE,COV,EVE,FUL,NEW,1,False,2.5965,4.0,34,89.5,7,18.4,0.0046
full_season,1,38,38,BRE-COV-EVE-FUL-NFO,BRE,COV,EVE,FUL,NFO,1,False,2.5877,4.0,34,89.5,6,15.8,-0.0908
full_season,1,38,38,BRE-COV-EVE-FUL-TOT,BRE,COV,EVE,FUL,TOT,1,False,2.5702,4.0,35,92.1,6,15.8,-0.046
full_season,1,38,38,BRE-COV-EVE-FUL-SUN,BRE,COV,EVE,FUL,SUN,2,False,2.614,4.0,33,86.8,4,10.5,-0.0332
full_season,1,38,38,BRE-COV-EVE-HUL-IPS,BRE,COV,EVE,HUL,IPS,2,False,2.6228,4.0,33,86.8,3,7.9,-0.0496
full_season,1,38,38,BRE-COV-EVE-HUL-LEE,BRE,COV,EVE,HUL,LEE,2,False,2.6053,4.0,33,86.8,2,5.3,-0.0977
full_season,1,38,38,BRE-COV-EVE-HUL-LIV,BRE,COV,EVE,HUL,LIV,2,False,2.5789,4.0,35,92.1,4,10.5,-0.1026
full_season,1,38,38,BRE-COV-EVE-HUL-MCI,BRE,COV,EVE,HUL,MCI,2,False,2.5789,4.0,35,92.1,2,5.3,-0.0678
full_season,1,38,38,BRE-COV-EVE-HUL-MUN,BRE,COV,EVE,HUL,MUN,2,False,2.5702,4.0,37,97.4,5,13.2,-0.0627
full_season,1,38,38,BRE-COV-EVE-HUL-NEW,BRE,COV,EVE,HUL,NEW,2,False,2.614,4.0,32,84.2,5,13.2,-0.0261
full_season,1,38,38,BRE-COV-EVE-HUL-NFO,BRE,COV,EVE,HUL,NFO,2,False,2.6053,4.0,32,84.2,4,10.5,-0.0729
full_season,1,38,38,BRE-COV-EVE-HUL-TOT,BRE,COV,EVE,HUL,TOT,2,False,2.5789,4.0,35,92.1,5,13.2,-0.0171
full_season,1,38,38,BRE-COV-EVE-HUL-SUN,BRE,COV,EVE,HUL,SUN,3,False,2.5877,4.0,35,92.1,6,15.8,-0.0484
full_season,1,38,38,BRE-COV-EVE-IPS-LEE,BRE,COV,EVE,IPS,LEE,1,False,2.6316,4.0,32,84.2,1,2.6,-0.0794
full_season,1,38,38,BRE-COV-EVE-IPS-LIV,BRE,COV,EVE,IPS,LIV,1,False,2.6228,4.0,30,78.9,4,10.5,-0.0766
full_season,1,38,38,BRE-COV-EVE-IPS-MCI,BRE,COV,EVE,IPS,MCI,1,False,2.614,4.0,32,84.2,3,7.9,-0.0622
full_season,1,38,38,BRE-COV-EVE-IPS-MUN,BRE,COV,EVE,IPS,MUN,1,False,2.5965,4.0,33,86.8,3,7.9,-0.0987
full_season,1,38,38,BRE-COV-EVE-IPS-NEW,BRE,COV,EVE,IPS,NEW,1,False,2.6491,4.0,30,78.9,3,7.9,0.0075
full_season,1,38,38,BRE-COV-EVE-IPS-NFO,BRE,COV,EVE,IPS,NFO,1,False,2.6316,4.0,32,84.2,5,13.2,-0.0284
full_season,1,38,38,BRE-COV-EVE-IPS-TOT,BRE,COV,EVE,IPS,TOT,1,False,2.6316,4.0,29,76.3,4,10.5,-0.0212
full_season,1,38,38,BRE-COV-EVE-IPS-SUN,BRE,COV,EVE,IPS,SUN,2,False,2.6404,4.0,30,78.9,3,7.9,-0.0454
full_season,1,38,38,BRE-COV-EVE-LEE-LIV,BRE,COV,EVE,LEE,LIV,1,False,2.5965,4.0,32,84.2,3,7.9,-0.0869
full_season,1,38,38,BRE-COV-EVE-LEE-MCI,BRE,COV,EVE,LEE,MCI,1,False,2.6053,4.0,31,81.6,1,2.6,-0.0951
full_season,1,38,38,BRE-COV-EVE-LEE-MUN,BRE,COV,EVE,LEE,MUN,1,False,2.5702,4.0,35,92.1,3,7.9,-0.1205
full_season,1,38,38,BRE-COV-EVE-LEE-NEW,BRE,COV,EVE,LEE,NEW,1,False,2.614,4.0,33,86.8,5,13.2,-0.0223
full_season,1,38,38,BRE-COV-EVE-LEE-NFO,BRE,COV,EVE,LEE,NFO,1,False,2.614,4.0,32,84.2,5,13.2,-0.103
full_season,1,38,38,BRE-COV-EVE-LEE-TOT,BRE,COV,EVE,LEE,TOT,1,False,2.5965,4.0,32,84.2,4,10.5,-0.0766
