occupancy_key,club_1,club_2,club_3,club_4,club_5,distinct_clubs,occupancy_shape,rank_mod_fdr,total_mod_fdr,total_base_fdr,avg_def_mod_fdr,avg_def_base_fdr
BRE-CRY-CRY-HUL-LEE,BRE,CRY,CRY,HUL,LEE,4,2-1-1-1,39533,153.25,156.0,2.689,2.737
BRE-CRY-CRY-HUL-LIV,BRE,CRY,CRY,HUL,LIV,4,2-1-1-1,37371,151.25,153.0,2.654,2.684
BRE-CRY-CRY-HUL-MCI,BRE,CRY,CRY,HUL,MCI,4,2-1-1-1,34755,149.75,153.0,2.627,2.684
BRE-CRY-CRY-HUL-MUN,BRE,CRY,CRY,HUL,MUN,4,2-1-1-1,39534,153.25,154.0,2.689,2.702
BRE-CRY-CRY-HUL-NEW,BRE,CRY,CRY,HUL,NEW,4,2-1-1-1,40517,154.75,156.0,2.715,2.737
BRE-CRY-CRY-HUL-NFO,BRE,CRY,CRY,HUL,NFO,4,2-1-1-1,39535,153.25,156.0,2.689,2.737
BRE-CRY-CRY-HUL-SUN,BRE,CRY,CRY,HUL,SUN,4,2-1-1-1,39536,153.25,155.0,2.689,2.719
BRE-CRY-CRY-HUL-TOT,BRE,CRY,CRY,HUL,TOT,4,2-1-1-1,37372,151.25,154.0,2.654,2.702
BRE-CRY-CRY-IPS-IPS,BRE,CRY,CRY,IPS,IPS,3,2-2-1,38028,151.75,153.0,2.662,2.684
BRE-CRY-CRY-IPS-LEE,BRE,CRY,CRY,IPS,LEE,4,2-1-1-1,38616,152.25,155.0,2.671,2.719
BRE-CRY-CRY-IPS-LIV,BRE,CRY,CRY,IPS,LIV,4,2-1-1-1,33687,149.25,151.0,2.618,2.649
BRE-CRY-CRY-IPS-MCI,BRE,CRY,CRY,IPS,MCI,4,2-1-1-1,27973,147.25,150.0,2.583,2.632
BRE-CRY-CRY-IPS-MUN,BRE,CRY,CRY,IPS,MUN,4,2-1-1-1,38029,151.75,152.0,2.662,2.667
BRE-CRY-CRY-IPS-NEW,BRE,CRY,CRY,IPS,NEW,4,2-1-1-1,39135,152.75,154.0,2.68,2.702
BRE-CRY-CRY-IPS-NFO,BRE,CRY,CRY,IPS,NFO,4,2-1-1-1,38030,151.75,155.0,2.662,2.719
BRE-CRY-CRY-IPS-SUN,BRE,CRY,CRY,IPS,SUN,4,2-1-1-1,38031,151.75,153.0,2.662,2.684
BRE-CRY-CRY-IPS-TOT,BRE,CRY,CRY,IPS,TOT,4,2-1-1-1,32436,148.75,151.0,2.61,2.649
BRE-CRY-CRY-LEE-LEE,BRE,CRY,CRY,LEE,LEE,3,2-2-1,41336,156.75,160.0,2.75,2.807
BRE-CRY-CRY-LEE-LIV,BRE,CRY,CRY,LEE,LIV,4,2-1-1-1,38617,152.25,155.0,2.671,2.719
BRE-CRY-CRY-LEE-MCI,BRE,CRY,CRY,LEE,MCI,4,2-1-1-1,33688,149.25,153.0,2.618,2.684
BRE-CRY-CRY-LEE-MUN,BRE,CRY,CRY,LEE,MUN,4,2-1-1-1,38618,152.25,154.0,2.671,2.702
BRE-CRY-CRY-LEE-NEW,BRE,CRY,CRY,LEE,NEW,4,2-1-1-1,39537,153.25,156.0,2.689,2.737
BRE-CRY-CRY-LEE-NFO,BRE,CRY,CRY,LEE,NFO,4,2-1-1-1,39136,152.75,157.0,2.68,2.754
BRE-CRY-CRY-LEE-SUN,BRE,CRY,CRY,LEE,SUN,4,2-1-1-1,38619,152.25,155.0,2.671,2.719
BRE-CRY-CRY-LEE-TOT,BRE,CRY,CRY,LEE,TOT,4,2-1-1-1,37373,151.25,154.0,2.654,2.702
BRE-CRY-CRY-LIV-LIV,BRE,CRY,CRY,LIV,LIV,3,2-2-1,36599,150.75,152.0,2.645,2.667
BRE-CRY-CRY-LIV-MCI,BRE,CRY,CRY,LIV,MCI,4,2-1-1-1,26283,146.75,150.0,2.575,2.632
BRE-CRY-CRY-LIV-MUN,BRE,CRY,CRY,LIV,MUN,4,2-1-1-1,34756,149.75,151.0,2.627,2.649
BRE-CRY-CRY-LIV-NEW,BRE,CRY,CRY,LIV,NEW,4,2-1-1-1,37374,151.25,153.0,2.654,2.684
BRE-CRY-CRY-LIV-NFO,BRE,CRY,CRY,LIV,NFO,4,2-1-1-1,35755,150.25,153.0,2.636,2.684
BRE-CRY-CRY-LIV-SUN,BRE,CRY,CRY,LIV,SUN,4,2-1-1-1,35756,150.25,152.0,2.636,2.667
BRE-CRY-CRY-LIV-TOT,BRE,CRY,CRY,LIV,TOT,4,2-1-1-1,32437,148.75,151.0,2.61,2.649
BRE-CRY-CRY-MCI-MCI,BRE,CRY,CRY,MCI,MCI,3,2-2-1,26284,146.75,151.0,2.575,2.649
BRE-CRY-CRY-MCI-MUN,BRE,CRY,CRY,MCI,MUN,4,2-1-1-1,29581,147.75,150.0,2.592,2.632
BRE-CRY-CRY-MCI-NEW,BRE,CRY,CRY,MCI,NEW,4,2-1-1-1,33689,149.25,152.0,2.618,2.667
BRE-CRY-CRY-MCI-NFO,BRE,CRY,CRY,MCI,NFO,4,2-1-1-1,32438,148.75,153.0,2.61,2.684
BRE-CRY-CRY-MCI-SUN,BRE,CRY,CRY,MCI,SUN,4,2-1-1-1,29582,147.75,151.0,2.592,2.649
BRE-CRY-CRY-MCI-TOT,BRE,CRY,CRY,MCI,TOT,4,2-1-1-1,27974,147.25,151.0,2.583,2.649
BRE-CRY-CRY-MUN-MUN,BRE,CRY,CRY,MUN,MUN,3,2-2-1,38620,152.25,152.0,2.671,2.667
BRE-CRY-CRY-MUN-NEW,BRE,CRY,CRY,MUN,NEW,4,2-1-1-1,39538,153.25,154.0,2.689,2.702
BRE-CRY-CRY-MUN-NFO,BRE,CRY,CRY,MUN,NFO,4,2-1-1-1,38032,151.75,154.0,2.662,2.702
BRE-CRY-CRY-MUN-SUN,BRE,CRY,CRY,MUN,SUN,4,2-1-1-1,38621,152.25,153.0,2.671,2.684
BRE-CRY-CRY-MUN-TOT,BRE,CRY,CRY,MUN,TOT,4,2-1-1-1,33690,149.25,151.0,2.618,2.649
BRE-CRY-CRY-NEW-NEW,BRE,CRY,CRY,NEW,NEW,3,2-2-1,40518,154.75,156.0,2.715,2.737
BRE-CRY-CRY-NEW-NFO,BRE,CRY,CRY,NEW,NFO,4,2-1-1-1,39539,153.25,156.0,2.689,2.737
BRE-CRY-CRY-NEW-SUN,BRE,CRY,CRY,NEW,SUN,4,2-1-1-1,39540,153.25,155.0,2.689,2.719
BRE-CRY-CRY-NEW-TOT,BRE,CRY,CRY,NEW,TOT,4,2-1-1-1,36600,150.75,153.0,2.645,2.684
BRE-CRY-CRY-NFO-NFO,BRE,CRY,CRY,NFO,NFO,3,2-2-1,39541,153.25,158.0,2.689,2.772
BRE-CRY-CRY-NFO-SUN,BRE,CRY,CRY,NFO,SUN,4,2-1-1-1,38033,151.75,155.0,2.662,2.719
BRE-CRY-CRY-NFO-TOT,BRE,CRY,CRY,NFO,TOT,4,2-1-1-1,34757,149.75,153.0,2.627,2.684
BRE-CRY-CRY-SUN-SUN,BRE,CRY,CRY,SUN,SUN,3,2-2-1,39542,153.25,155.0,2.689,2.719
BRE-CRY-CRY-SUN-TOT,BRE,CRY,CRY,SUN,TOT,4,2-1-1-1,33691,149.25,152.0,2.618,2.667
BRE-CRY-CRY-TOT-TOT,BRE,CRY,CRY,TOT,TOT,3,2-2-1,33692,149.25,152.0,2.618,2.667
BRE-CRY-EVE-EVE-EVE,BRE,CRY,EVE,EVE,EVE,3,3-1-1,41597,157.75,159.0,2.768,2.789
BRE-CRY-EVE-EVE-FUL,BRE,CRY,EVE,EVE,FUL,4,2-1-1-1,38622,152.25,153.0,2.671,2.684
BRE-CRY-EVE-EVE-HUL,BRE,CRY,EVE,EVE,HUL,4,2-1-1-1,36601,150.75,152.0,2.645,2.667
BRE-CRY-EVE-EVE-IPS,BRE,CRY,EVE,EVE,IPS,4,2-1-1-1,39137,152.75,154.0,2.68,2.702
BRE-CRY-EVE-EVE-LEE,BRE,CRY,EVE,EVE,LEE,4,2-1-1-1,36602,150.75,153.0,2.645,2.684
BRE-CRY-EVE-EVE-LIV,BRE,CRY,EVE,EVE,LIV,4,2-1-1-1,34758,149.75,152.0,2.627,2.667
BRE-CRY-EVE-EVE-MCI,BRE,CRY,EVE,EVE,MCI,4,2-1-1-1,32439,148.75,151.0,2.61,2.649
BRE-CRY-EVE-EVE-MUN,BRE,CRY,EVE,EVE,MUN,4,2-1-1-1,38034,151.75,152.0,2.662,2.667
BRE-CRY-EVE-EVE-NEW,BRE,CRY,EVE,EVE,NEW,4,2-1-1-1,38623,152.25,153.0,2.671,2.684
BRE-CRY-EVE-EVE-NFO,BRE,CRY,EVE,EVE,NFO,4,2-1-1-1,36603,150.75,152.0,2.645,2.667
BRE-CRY-EVE-EVE-SUN,BRE,CRY,EVE,EVE,SUN,4,2-1-1-1,37375,151.25,152.0,2.654,2.667
BRE-CRY-EVE-EVE-TOT,BRE,CRY,EVE,EVE,TOT,4,2-1-1-1,34759,149.75,152.0,2.627,2.667
BRE-CRY-EVE-FUL-FUL,BRE,CRY,EVE,FUL,FUL,4,2-1-1-1,37376,151.25,152.0,2.654,2.667
BRE-CRY-EVE-FUL-HUL,BRE,CRY,EVE,FUL,HUL,5,1-1-1-1-1,32440,148.75,149.0,2.61,2.614
BRE-CRY-EVE-FUL-IPS,BRE,CRY,EVE,FUL,IPS,5,1-1-1-1-1,34760,149.75,150.0,2.627,2.632
BRE-CRY-EVE-FUL-LEE,BRE,CRY,EVE,FUL,LEE,5,1-1-1-1-1,31055,148.25,150.0,2.601,2.632
BRE-CRY-EVE-FUL-LIV,BRE,CRY,EVE,FUL,LIV,5,1-1-1-1-1,31056,148.25,150.0,2.601,2.632
BRE-CRY-EVE-FUL-MCI,BRE,CRY,EVE,FUL,MCI,5,1-1-1-1-1,18305,144.75,147.0,2.539,2.579
BRE-CRY-EVE-FUL-MUN,BRE,CRY,EVE,FUL,MUN,5,1-1-1-1-1,33693,149.25,149.0,2.618,2.614
BRE-CRY-EVE-FUL-NEW,BRE,CRY,EVE,FUL,NEW,5,1-1-1-1-1,34761,149.75,150.0,2.627,2.632
BRE-CRY-EVE-FUL-NFO,BRE,CRY,EVE,FUL,NFO,5,1-1-1-1-1,32441,148.75,150.0,2.61,2.632
BRE-CRY-EVE-FUL-SUN,BRE,CRY,EVE,FUL,SUN,5,1-1-1-1-1,34762,149.75,151.0,2.627,2.649
BRE-CRY-EVE-FUL-TOT,BRE,CRY,EVE,FUL,TOT,5,1-1-1-1-1,24500,146.25,148.0,2.566,2.596
BRE-CRY-EVE-HUL-HUL,BRE,CRY,EVE,HUL,HUL,4,2-1-1-1,36604,150.75,152.0,2.645,2.667
BRE-CRY-EVE-HUL-IPS,BRE,CRY,EVE,HUL,IPS,5,1-1-1-1-1,32442,148.75,150.0,2.61,2.632
BRE-CRY-EVE-HUL-LEE,BRE,CRY,EVE,HUL,LEE,5,1-1-1-1-1,33694,149.25,152.0,2.618,2.667
BRE-CRY-EVE-HUL-LIV,BRE,CRY,EVE,HUL,LIV,5,1-1-1-1-1,24501,146.25,148.0,2.566,2.596
BRE-CRY-EVE-HUL-MCI,BRE,CRY,EVE,HUL,MCI,5,1-1-1-1-1,20433,145.25,148.0,2.548,2.596
BRE-CRY-EVE-HUL-MUN,BRE,CRY,EVE,HUL,MUN,5,1-1-1-1-1,33695,149.25,150.0,2.618,2.632
BRE-CRY-EVE-HUL-NEW,BRE,CRY,EVE,HUL,NEW,5,1-1-1-1-1,36605,150.75,152.0,2.645,2.667
BRE-CRY-EVE-HUL-NFO,BRE,CRY,EVE,HUL,NFO,5,1-1-1-1-1,33696,149.25,152.0,2.618,2.667
BRE-CRY-EVE-HUL-SUN,BRE,CRY,EVE,HUL,SUN,5,1-1-1-1-1,32443,148.75,150.0,2.61,2.632
BRE-CRY-EVE-HUL-TOT,BRE,CRY,EVE,HUL,TOT,5,1-1-1-1-1,26285,146.75,149.0,2.575,2.614
BRE-CRY-EVE-IPS-IPS,BRE,CRY,EVE,IPS,IPS,4,2-1-1-1,37377,151.25,153.0,2.654,2.684
BRE-CRY-EVE-IPS-LEE,BRE,CRY,EVE,IPS,LEE,5,1-1-1-1-1,31057,148.25,151.0,2.601,2.649
BRE-CRY-EVE-IPS-LIV,BRE,CRY,EVE,IPS,LIV,5,1-1-1-1-1,27975,147.25,149.0,2.583,2.614
BRE-CRY-EVE-IPS-MCI,BRE,CRY,EVE,IPS,MCI,5,1-1-1-1-1,20434,145.25,148.0,2.548,2.596
BRE-CRY-EVE-IPS-MUN,BRE,CRY,EVE,IPS,MUN,5,1-1-1-1-1,34763,149.75,150.0,2.627,2.632
BRE-CRY-EVE-IPS-NEW,BRE,CRY,EVE,IPS,NEW,5,1-1-1-1-1,34764,149.75,151.0,2.627,2.649
BRE-CRY-EVE-IPS-NFO,BRE,CRY,EVE,IPS,NFO,5,1-1-1-1-1,33697,149.25,151.0,2.618,2.649
BRE-CRY-EVE-IPS-SUN,BRE,CRY,EVE,IPS,SUN,5,1-1-1-1-1,33698,149.25,150.0,2.618,2.632
BRE-CRY-EVE-IPS-TOT,BRE,CRY,EVE,IPS,TOT,5,1-1-1-1-1,24502,146.25,149.0,2.566,2.614
BRE-CRY-EVE-LEE-LEE,BRE,CRY,EVE,LEE,LEE,4,2-1-1-1,37378,151.25,155.0,2.654,2.719
BRE-CRY-EVE-LEE-LIV,BRE,CRY,EVE,LEE,LIV,5,1-1-1-1-1,26286,146.75,150.0,2.575,2.632
BRE-CRY-EVE-LEE-MCI,BRE,CRY,EVE,LEE,MCI,5,1-1-1-1-1,26287,146.75,151.0,2.575,2.649
BRE-CRY-EVE-LEE-MUN,BRE,CRY,EVE,LEE,MUN,5,1-1-1-1-1,32444,148.75,151.0,2.61,2.649
BRE-CRY-EVE-LEE-NEW,BRE,CRY,EVE,LEE,NEW,5,1-1-1-1-1,36606,150.75,153.0,2.645,2.684
BRE-CRY-EVE-LEE-NFO,BRE,CRY,EVE,LEE,NFO,5,1-1-1-1-1,32445,148.75,152.0,2.61,2.667
BRE-CRY-EVE-LEE-SUN,BRE,CRY,EVE,LEE,SUN,5,1-1-1-1-1,29583,147.75,150.0,2.592,2.632
BRE-CRY-EVE-LEE-TOT,BRE,CRY,EVE,LEE,TOT,5,1-1-1-1-1,29584,147.75,151.0,2.592,2.649
BRE-CRY-EVE-LIV-LIV,BRE,CRY,EVE,LIV,LIV,4,2-1-1-1,27976,147.25,150.0,2.583,2.632
BRE-CRY-EVE-LIV-MCI,BRE,CRY,EVE,LIV,MCI,5,1-1-1-1-1,12021,143.25,147.0,2.513,2.579
BRE-CRY-EVE-LIV-MUN,BRE,CRY,EVE,LIV,MUN,5,1-1-1-1-1,26288,146.75,148.0,2.575,2.596
BRE-CRY-EVE-LIV-NEW,BRE,CRY,EVE,LIV,NEW,5,1-1-1-1-1,27977,147.25,149.0,2.583,2.614
BRE-CRY-EVE-LIV-NFO,BRE,CRY,EVE,LIV,NFO,5,1-1-1-1-1,26289,146.75,149.0,2.575,2.614
BRE-CRY-EVE-LIV-SUN,BRE,CRY,EVE,LIV,SUN,5,1-1-1-1-1,26290,146.75,149.0,2.575,2.614
BRE-CRY-EVE-LIV-TOT,BRE,CRY,EVE,LIV,TOT,5,1-1-1-1-1,18306,144.75,148.0,2.539,2.596
BRE-CRY-EVE-MCI-MCI,BRE,CRY,EVE,MCI,MCI,4,2-1-1-1,22506,145.75,149.0,2.557,2.614
BRE-CRY-EVE-MCI-MUN,BRE,CRY,EVE,MCI,MUN,5,1-1-1-1-1,20435,145.25,148.0,2.548,2.596
BRE-CRY-EVE-MCI-NEW,BRE,CRY,EVE,MCI,NEW,5,1-1-1-1-1,24503,146.25,149.0,2.566,2.614
BRE-CRY-EVE-MCI-NFO,BRE,CRY,EVE,MCI,NFO,5,1-1-1-1-1,20436,145.25,148.0,2.548,2.596
BRE-CRY-EVE-MCI-SUN,BRE,CRY,EVE,MCI,SUN,5,1-1-1-1-1,18307,144.75,147.0,2.539,2.579
BRE-CRY-EVE-MCI-TOT,BRE,CRY,EVE,MCI,TOT,5,1-1-1-1-1,20437,145.25,149.0,2.548,2.614
BRE-CRY-EVE-MUN-MUN,BRE,CRY,EVE,MUN,MUN,4,2-1-1-1,35757,150.25,150.0,2.636,2.632
BRE-CRY-EVE-MUN-NEW,BRE,CRY,EVE,MUN,NEW,5,1-1-1-1-1,35758,150.25,151.0,2.636,2.649
BRE-CRY-EVE-MUN-NFO,BRE,CRY,EVE,MUN,NFO,5,1-1-1-1-1,32446,148.75,150.0,2.61,2.632
BRE-CRY-EVE-MUN-SUN,BRE,CRY,EVE,MUN,SUN,5,1-1-1-1-1,32447,148.75,149.0,2.61,2.614
BRE-CRY-EVE-MUN-TOT,BRE,CRY,EVE,MUN,TOT,5,1-1-1-1-1,26291,146.75,149.0,2.575,2.614
BRE-CRY-EVE-NEW-NEW,BRE,CRY,EVE,NEW,NEW,4,2-1-1-1,38624,152.25,153.0,2.671,2.684
BRE-CRY-EVE-NEW-NFO,BRE,CRY,EVE,NEW,NFO,5,1-1-1-1-1,34765,149.75,152.0,2.627,2.667
BRE-CRY-EVE-NEW-SUN,BRE,CRY,EVE,NEW,SUN,5,1-1-1-1-1,33699,149.25,150.0,2.618,2.632
BRE-CRY-EVE-NEW-TOT,BRE,CRY,EVE,NEW,TOT,5,1-1-1-1-1,29585,147.75,150.0,2.592,2.632
BRE-CRY-EVE-NFO-NFO,BRE,CRY,EVE,NFO,NFO,4,2-1-1-1,36607,150.75,154.0,2.645,2.702
BRE-CRY-EVE-NFO-SUN,BRE,CRY,EVE,NFO,SUN,5,1-1-1-1-1,33700,149.25,151.0,2.618,2.649
BRE-CRY-EVE-NFO-TOT,BRE,CRY,EVE,NFO,TOT,5,1-1-1-1-1,22507,145.75,149.0,2.557,2.614
BRE-CRY-EVE-SUN-SUN,BRE,CRY,EVE,SUN,SUN,4,2-1-1-1,35759,150.25,152.0,2.636,2.667
BRE-CRY-EVE-SUN-TOT,BRE,CRY,EVE,SUN,TOT,5,1-1-1-1-1,20438,145.25,148.0,2.548,2.596
BRE-CRY-EVE-TOT-TOT,BRE,CRY,EVE,TOT,TOT,4,2-1-1-1,27978,147.25,150.0,2.583,2.632
BRE-CRY-FUL-FUL-FUL,BRE,CRY,FUL,FUL,FUL,3,3-1-1,41472,157.25,158.0,2.759,2.772
BRE-CRY-FUL-FUL-HUL,BRE,CRY,FUL,FUL,HUL,4,2-1-1-1,37379,151.25,152.0,2.654,2.667
BRE-CRY-FUL-FUL-IPS,BRE,CRY,FUL,FUL,IPS,4,2-1-1-1,35760,150.25,150.0,2.636,2.632
BRE-CRY-FUL-FUL-LEE,BRE,CRY,FUL,FUL,LEE,4,2-1-1-1,33701,149.25,151.0,2.618,2.649
BRE-CRY-FUL-FUL-LIV,BRE,CRY,FUL,FUL,LIV,4,2-1-1-1,35761,150.25,153.0,2.636,2.684
BRE-CRY-FUL-FUL-MCI,BRE,CRY,FUL,FUL,MCI,4,2-1-1-1,24504,146.25,148.0,2.566,2.596
BRE-CRY-FUL-FUL-MUN,BRE,CRY,FUL,FUL,MUN,4,2-1-1-1,39138,152.75,153.0,2.68,2.684
BRE-CRY-FUL-FUL-NEW,BRE,CRY,FUL,FUL,NEW,4,2-1-1-1,38035,151.75,153.0,2.662,2.684
BRE-CRY-FUL-FUL-NFO,BRE,CRY,FUL,FUL,NFO,4,2-1-1-1,34766,149.75,150.0,2.627,2.632
BRE-CRY-FUL-FUL-SUN,BRE,CRY,FUL,FUL,SUN,4,2-1-1-1,38036,151.75,154.0,2.662,2.702
BRE-CRY-FUL-FUL-TOT,BRE,CRY,FUL,FUL,TOT,4,2-1-1-1,26292,146.75,149.0,2.575,2.614
BRE-CRY-FUL-HUL-HUL,BRE,CRY,FUL,HUL,HUL,4,2-1-1-1,38625,152.25,153.0,2.671,2.684
BRE-CRY-FUL-HUL-IPS,BRE,CRY,FUL,HUL,IPS,5,1-1-1-1-1,29586,147.75,148.0,2.592,2.596
BRE-CRY-FUL-HUL-LEE,BRE,CRY,FUL,HUL,LEE,5,1-1-1-1-1,29587,147.75,150.0,2.592,2.632
BRE-CRY-FUL-HUL-LIV,BRE,CRY,FUL,HUL,LIV,5,1-1-1-1-1,26293,146.75,148.0,2.575,2.596
BRE-CRY-FUL-HUL-MCI,BRE,CRY,FUL,HUL,MCI,5,1-1-1-1-1,22508,145.75,147.0,2.557,2.579
BRE-CRY-FUL-HUL-MUN,BRE,CRY,FUL,HUL,MUN,5,1-1-1-1-1,33702,149.25,150.0,2.618,2.632
BRE-CRY-FUL-HUL-NEW,BRE,CRY,FUL,HUL,NEW,5,1-1-1-1-1,37380,151.25,152.0,2.654,2.667
BRE-CRY-FUL-HUL-NFO,BRE,CRY,FUL,HUL,NFO,5,1-1-1-1-1,34767,149.75,151.0,2.627,2.649
BRE-CRY-FUL-HUL-SUN,BRE,CRY,FUL,HUL,SUN,5,1-1-1-1-1,33703,149.25,152.0,2.618,2.667
BRE-CRY-FUL-HUL-TOT,BRE,CRY,FUL,HUL,TOT,5,1-1-1-1-1,24505,146.25,148.0,2.566,2.596
BRE-CRY-FUL-IPS-IPS,BRE,CRY,FUL,IPS,IPS,4,2-1-1-1,34768,149.75,150.0,2.627,2.632
BRE-CRY-FUL-IPS-LEE,BRE,CRY,FUL,IPS,LEE,5,1-1-1-1-1,27979,147.25,149.0,2.583,2.614
BRE-CRY-FUL-IPS-LIV,BRE,CRY,FUL,IPS,LIV,5,1-1-1-1-1,26294,146.75,148.0,2.575,2.596
BRE-CRY-FUL-IPS-MCI,BRE,CRY,FUL,IPS,MCI,5,1-1-1-1-1,12022,143.25,145.0,2.513,2.544
BRE-CRY-FUL-IPS-MUN,BRE,CRY,FUL,IPS,MUN,5,1-1-1-1-1,32448,148.75,148.0,2.61,2.596
BRE-CRY-FUL-IPS-NEW,BRE,CRY,FUL,IPS,NEW,5,1-1-1-1-1,32449,148.75,149.0,2.61,2.614
BRE-CRY-FUL-IPS-NFO,BRE,CRY,FUL,IPS,NFO,5,1-1-1-1-1,29588,147.75,149.0,2.592,2.614
BRE-CRY-FUL-IPS-SUN,BRE,CRY,FUL,IPS,SUN,5,1-1-1-1-1,32450,148.75,150.0,2.61,2.632
BRE-CRY-FUL-IPS-TOT,BRE,CRY,FUL,IPS,TOT,5,1-1-1-1-1,20439,145.25,147.0,2.548,2.579
BRE-CRY-FUL-LEE-LEE,BRE,CRY,FUL,LEE,LEE,4,2-1-1-1,36608,150.75,154.0,2.645,2.702
BRE-CRY-FUL-LEE-LIV,BRE,CRY,FUL,LEE,LIV,5,1-1-1-1-1,24506,146.25,150.0,2.566,2.632
BRE-CRY-FUL-LEE-MCI,BRE,CRY,FUL,LEE,MCI,5,1-1-1-1-1,16206,144.25,148.0,2.531,2.596
BRE-CRY-FUL-LEE-MUN,BRE,CRY,FUL,LEE,MUN,5,1-1-1-1-1,32451,148.75,150.0,2.61,2.632
BRE-CRY-FUL-LEE-NEW,BRE,CRY,FUL,LEE,NEW,5,1-1-1-1-1,33704,149.25,152.0,2.618,2.667
BRE-CRY-FUL-LEE-NFO,BRE,CRY,FUL,LEE,NFO,5,1-1-1-1-1,27980,147.25,150.0,2.583,2.632
BRE-CRY-FUL-LEE-SUN,BRE,CRY,FUL,LEE,SUN,5,1-1-1-1-1,32452,148.75,151.0,2.61,2.649
BRE-CRY-FUL-LEE-TOT,BRE,CRY,FUL,LEE,TOT,5,1-1-1-1-1,22509,145.75,149.0,2.557,2.614
BRE-CRY-FUL-LIV-LIV,BRE,CRY,FUL,LIV,LIV,4,2-1-1-1,32453,148.75,152.0,2.61,2.667
BRE-CRY-FUL-LIV-MCI,BRE,CRY,FUL,LIV,MCI,5,1-1-1-1-1,12023,143.25,146.0,2.513,2.561
BRE-CRY-FUL-LIV-MUN,BRE,CRY,FUL,LIV,MUN,5,1-1-1-1-1,29589,147.75,150.0,2.592,2.632
BRE-CRY-FUL-LIV-NEW,BRE,CRY,FUL,LIV,NEW,5,1-1-1-1-1,31058,148.25,150.0,2.601,2.632
BRE-CRY-FUL-LIV-NFO,BRE,CRY,FUL,LIV,NFO,5,1-1-1-1-1,24507,146.25,147.0,2.566,2.579
BRE-CRY-FUL-LIV-SUN,BRE,CRY,FUL,LIV,SUN,5,1-1-1-1-1,27981,147.25,151.0,2.583,2.649
BRE-CRY-FUL-LIV-TOT,BRE,CRY,FUL,LIV,TOT,5,1-1-1-1-1,18308,144.75,148.0,2.539,2.596
BRE-CRY-FUL-MCI-MCI,BRE,CRY,FUL,MCI,MCI,4,2-1-1-1,16207,144.25,147.0,2.531,2.579
BRE-CRY-FUL-MCI-MUN,BRE,CRY,FUL,MCI,MUN,5,1-1-1-1-1,16208,144.25,147.0,2.531,2.579
BRE-CRY-FUL-MCI-NEW,BRE,CRY,FUL,MCI,NEW,5,1-1-1-1-1,20440,145.25,147.0,2.548,2.579
BRE-CRY-FUL-MCI-NFO,BRE,CRY,FUL,MCI,NFO,5,1-1-1-1-1,20441,145.25,147.0,2.548,2.579
BRE-CRY-FUL-MCI-SUN,BRE,CRY,FUL,MCI,SUN,5,1-1-1-1-1,16209,144.25,148.0,2.531,2.596
BRE-CRY-FUL-MCI-TOT,BRE,CRY,FUL,MCI,TOT,5,1-1-1-1-1,10047,142.75,146.0,2.504,2.561
BRE-CRY-FUL-MUN-MUN,BRE,CRY,FUL,MUN,MUN,4,2-1-1-1,38626,152.25,152.0,2.671,2.667
BRE-CRY-FUL-MUN-NEW,BRE,CRY,FUL,MUN,NEW,5,1-1-1-1-1,35762,150.25,151.0,2.636,2.649
BRE-CRY-FUL-MUN-NFO,BRE,CRY,FUL,MUN,NFO,5,1-1-1-1-1,29590,147.75,149.0,2.592,2.614
BRE-CRY-FUL-MUN-SUN,BRE,CRY,FUL,MUN,SUN,5,1-1-1-1-1,35763,150.25,152.0,2.636,2.667
BRE-CRY-FUL-MUN-TOT,BRE,CRY,FUL,MUN,TOT,5,1-1-1-1-1,24508,146.25,148.0,2.566,2.596
BRE-CRY-FUL-NEW-NEW,BRE,CRY,FUL,NEW,NEW,4,2-1-1-1,39139,152.75,154.0,2.68,2.702
BRE-CRY-FUL-NEW-NFO,BRE,CRY,FUL,NEW,NFO,5,1-1-1-1-1,33705,149.25,150.0,2.618,2.632
BRE-CRY-FUL-NEW-SUN,BRE,CRY,FUL,NEW,SUN,5,1-1-1-1-1,34769,149.75,152.0,2.627,2.667
BRE-CRY-FUL-NEW-TOT,BRE,CRY,FUL,NEW,TOT,5,1-1-1-1-1,26295,146.75,149.0,2.575,2.614
BRE-CRY-FUL-NFO-NFO,BRE,CRY,FUL,NFO,NFO,4,2-1-1-1,36609,150.75,153.0,2.645,2.684
BRE-CRY-FUL-NFO-SUN,BRE,CRY,FUL,NFO,SUN,5,1-1-1-1-1,31059,148.25,151.0,2.601,2.649
BRE-CRY-FUL-NFO-TOT,BRE,CRY,FUL,NFO,TOT,5,1-1-1-1-1,18309,144.75,147.0,2.539,2.579
BRE-CRY-FUL-SUN-SUN,BRE,CRY,FUL,SUN,SUN,4,2-1-1-1,38037,151.75,155.0,2.662,2.719
BRE-CRY-FUL-SUN-TOT,BRE,CRY,FUL,SUN,TOT,5,1-1-1-1-1,20442,145.25,149.0,2.548,2.614
BRE-CRY-FUL-TOT-TOT,BRE,CRY,FUL,TOT,TOT,4,2-1-1-1,20443,145.25,148.0,2.548,2.596
BRE-CRY-HUL-HUL-HUL,BRE,CRY,HUL,HUL,HUL,3,3-1-1,41892,159.25,161.0,2.794,2.825
BRE-CRY-HUL-HUL-IPS,BRE,CRY,HUL,HUL,IPS,4,2-1-1-1,35764,150.25,151.0,2.636,2.649
