path,gw,chip,formation,captain,player_id,web_name,club_short,position,cost,xp,is_captain,xi_xp,week_xp,published_week_xp,bench
WC4,16,,5-3-2,Haaland,130,Wieffer,BHA,DEF,5.0,4.68,False,52.9,58.87,58.37,"Thomas-Asante, Tzolakis, Crooks, Slater"
WC4,16,,5-3-2,Haaland,388,Guéhi,MCI,DEF,6.0,4.55,False,52.9,58.87,58.37,"Thomas-Asante, Tzolakis, Crooks, Slater"
WC4,16,,5-3-2,Haaland,154,Palmer,CHE,MID,9.5,4.88,False,52.9,58.87,58.37,"Thomas-Asante, Tzolakis, Crooks, Slater"
WC4,16,,5-3-2,Haaland,557,Tzolis,ARS,MID,6.5,4.69,False,52.9,58.87,58.37,"Thomas-Asante, Tzolakis, Crooks, Slater"
WC4,16,,5-3-2,Haaland,68,Tavernier,BOU,MID,6.0,4.0,False,52.9,58.87,58.37,"Thomas-Asante, Tzolakis, Crooks, Slater"
WC4,16,,5-3-2,Haaland,411,Haaland,MCI,FWD,15.5,5.97,True,52.9,58.87,58.37,"Thomas-Asante, Tzolakis, Crooks, Slater"
WC4,16,,5-3-2,Haaland,379,Isak,LIV,FWD,9.0,4.76,False,52.9,58.87,58.37,"Thomas-Asante, Tzolakis, Crooks, Slater"
WC4,17,TC,5-3-2,Haaland,384,Donnarumma,MCI,GKP,5.5,3.72,False,56.8,72.08,70.91,"Thomas-Asante, Tzolakis, Crooks, Slater"
WC4,17,TC,5-3-2,Haaland,4,Gabriel,ARS,DEF,8.0,5.36,False,56.8,72.08,70.91,"Thomas-Asante, Tzolakis, Crooks, Slater"
WC4,17,TC,5-3-2,Haaland,504,Vuskovic,BHA,DEF,5.0,5.35,False,56.8,72.08,70.91,"Thomas-Asante, Tzolakis, Crooks, Slater"
WC4,17,TC,5-3-2,Haaland,8,Calafiori,ARS,DEF,5.5,5.04,False,56.8,72.08,70.91,"Thomas-Asante, Tzolakis, Crooks, Slater"
WC4,17,TC,5-3-2,Haaland,130,Wieffer,BHA,DEF,5.0,4.79,False,56.8,72.08,70.91,"Thomas-Asante, Tzolakis, Crooks, Slater"
WC4,17,TC,5-3-2,Haaland,388,Guéhi,MCI,DEF,6.0,4.67,False,56.8,72.08,70.91,"Thomas-Asante, Tzolakis, Crooks, Slater"
WC4,17,TC,5-3-2,Haaland,557,Tzolis,ARS,MID,6.5,5.21,False,56.8,72.08,70.91,"Thomas-Asante, Tzolakis, Crooks, Slater"
WC4,17,TC,5-3-2,Haaland,154,Palmer,CHE,MID,9.5,5.17,False,56.8,72.08,70.91,"Thomas-Asante, Tzolakis, Crooks, Slater"
WC4,17,TC,5-3-2,Haaland,68,Tavernier,BOU,MID,6.0,4.62,False,56.8,72.08,70.91,"Thomas-Asante, Tzolakis, Crooks, Slater"
WC4,17,TC,5-3-2,Haaland,411,Haaland,MCI,FWD,15.5,7.64,True,56.8,72.08,70.91,"Thomas-Asante, Tzolakis, Crooks, Slater"
WC4,17,TC,5-3-2,Haaland,379,Isak,LIV,FWD,9.0,5.23,False,56.8,72.08,70.91,"Thomas-Asante, Tzolakis, Crooks, Slater"
WC4,18,,5-3-2,Haaland,384,Donnarumma,MCI,GKP,5.5,4.14,False,57.56,64.66,63.38,"Thiago, Tzolakis, Crooks, Slater"
WC4,18,,5-3-2,Haaland,504,Vuskovic,BHA,DEF,5.0,5.53,False,57.56,64.66,63.38,"Thiago, Tzolakis, Crooks, Slater"
WC4,18,,5-3-2,Haaland,4,Gabriel,ARS,DEF,8.0,5.45,False,57.56,64.66,63.38,"Thiago, Tzolakis, Crooks, Slater"
WC4,18,,5-3-2,Haaland,8,Calafiori,ARS,DEF,5.5,5.09,False,57.56,64.66,63.38,"Thiago, Tzolakis, Crooks, Slater"
WC4,18,,5-3-2,Haaland,130,Wieffer,BHA,DEF,5.0,4.89,False,57.56,64.66,63.38,"Thiago, Tzolakis, Crooks, Slater"
WC4,18,,5-3-2,Haaland,388,Guéhi,MCI,DEF,6.0,4.8,False,57.56,64.66,63.38,"Thiago, Tzolakis, Crooks, Slater"
WC4,18,,5-3-2,Haaland,208,Sarr,CRY,MID,6.5,5.3,False,57.56,64.66,63.38,"Thiago, Tzolakis, Crooks, Slater"
WC4,18,,5-3-2,Haaland,557,Tzolis,ARS,MID,6.5,5.0,False,57.56,64.66,63.38,"Thiago, Tzolakis, Crooks, Slater"
WC4,18,,5-3-2,Haaland,68,Tavernier,BOU,MID,6.0,4.94,False,57.56,64.66,63.38,"Thiago, Tzolakis, Crooks, Slater"
WC4,18,,5-3-2,Haaland,411,Haaland,MCI,FWD,15.5,7.1,True,57.56,64.66,63.38,"Thiago, Tzolakis, Crooks, Slater"
WC4,18,,5-3-2,Haaland,379,Isak,LIV,FWD,9.0,5.32,False,57.56,64.66,63.38,"Thiago, Tzolakis, Crooks, Slater"
WC4,19,,5-2-3,Haaland,384,Donnarumma,MCI,GKP,5.5,4.27,False,53.51,59.08,59.08,"Tzolakis, Crooks, Slater, Tavernier"
WC4,19,,5-2-3,Haaland,4,Gabriel,ARS,DEF,8.0,5.37,False,53.51,59.08,59.08,"Tzolakis, Crooks, Slater, Tavernier"
WC4,19,,5-2-3,Haaland,504,Vuskovic,BHA,DEF,5.0,5.04,False,53.51,59.08,59.08,"Tzolakis, Crooks, Slater, Tavernier"
WC4,19,,5-2-3,Haaland,8,Calafiori,ARS,DEF,5.5,5.02,False,53.51,59.08,59.08,"Tzolakis, Crooks, Slater, Tavernier"
WC4,19,,5-2-3,Haaland,388,Guéhi,MCI,DEF,6.0,4.65,False,53.51,59.08,59.08,"Tzolakis, Crooks, Slater, Tavernier"
WC4,19,,5-2-3,Haaland,130,Wieffer,BHA,DEF,5.0,4.58,False,53.51,59.08,59.08,"Tzolakis, Crooks, Slater, Tavernier"
WC4,19,,5-2-3,Haaland,557,Tzolis,ARS,MID,6.5,4.9,False,53.51,59.08,59.08,"Tzolakis, Crooks, Slater, Tavernier"
WC4,19,,5-2-3,Haaland,94,Schade,BRE,MID,6.0,4.51,False,53.51,59.08,59.08,"Tzolakis, Crooks, Slater, Tavernier"
WC4,19,,5-2-3,Haaland,411,Haaland,MCI,FWD,15.5,5.57,True,53.51,59.08,59.08,"Tzolakis, Crooks, Slater, Tavernier"
WC4,19,,5-2-3,Haaland,379,Isak,LIV,FWD,9.0,5.04,False,53.51,59.08,59.08,"Tzolakis, Crooks, Slater, Tavernier"
WC4,19,,5-2-3,Haaland,106,Thiago,BRE,FWD,8.0,4.56,False,53.51,59.08,59.08,"Tzolakis, Crooks, Slater, Tavernier"
