horizon,budget_band,total_price,dcs,oc_score,s_risk,tot_rot_xp,raw_rot_xp,auto_sub_ev,rot_xp_per_gw,rot_avg_fdr,no_diff_pct,all_easy_pct,avg_fdr_corr,num_unique_clubs,allocation_pattern,lineup,def1,def2,def3,def4,def5
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),25.5,94.84,19.553,93.19,402.28,389.8,12.48,21.17,1.99,100.0,5.3,-0.0925,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Pau (AVL) + Vuskovic (BHA) + O'Nien (SUN),Calafiori,J.Timber,Pau,Vuskovic,O'Nien
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),25.5,94.76,19.577,92.68,402.73,389.8,12.93,21.2,1.99,100.0,5.3,-0.0237,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Thomas (COV) + Hume (SUN),Calafiori,J.Timber,Vuskovic,Thomas,Hume
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),25.5,94.71,19.554,92.86,402.29,389.8,12.49,21.17,1.97,100.0,5.3,-0.0485,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Castagne (FUL) + Greaves (IPS),Calafiori,J.Timber,Vuskovic,Castagne,Greaves
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),25.5,94.68,19.601,92.15,403.18,389.8,13.38,21.22,1.97,100.0,5.3,0.047,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Greaves (IPS) + Justin (LEE),Calafiori,J.Timber,Vuskovic,Greaves,Justin
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),25.5,94.68,19.549,92.85,402.19,389.8,12.4,21.17,1.99,100.0,5.3,-0.0473,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Greaves (IPS) + Hume (SUN),Calafiori,J.Timber,Vuskovic,Greaves,Hume
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),25.5,94.62,19.546,92.73,402.15,389.8,12.35,21.17,1.87,100.0,21.1,-0.0301,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Smith (BOU) + Greaves (IPS),Calafiori,J.Timber,Vuskovic,Smith,Greaves
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),25.5,94.58,19.618,91.66,403.5,389.8,13.7,21.24,1.97,100.0,5.3,0.1126,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Thomas (COV) + Justin (LEE),Calafiori,J.Timber,Vuskovic,Thomas,Justin
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),25.5,94.55,19.563,92.34,402.46,389.8,12.67,21.18,1.98,100.0,10.5,0.0217,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Greaves (IPS) + Heaven (MUN),Calafiori,J.Timber,Vuskovic,Greaves,Heaven
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),25.5,94.55,19.573,92.19,402.66,389.8,12.86,21.19,1.89,100.0,21.1,0.0411,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Smith (BOU) + Thomas (COV),Calafiori,J.Timber,Vuskovic,Smith,Thomas
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),25.5,94.51,19.582,91.97,402.83,389.8,13.03,21.2,1.97,100.0,5.3,0.0702,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Thomas (COV) + Castagne (FUL),Calafiori,J.Timber,Vuskovic,Thomas,Castagne
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),25.5,94.5,19.592,91.82,403.02,389.8,13.23,21.21,1.98,100.0,10.5,0.0912,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Thomas (COV) + Heaven (MUN),Calafiori,J.Timber,Vuskovic,Thomas,Heaven
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),25.5,94.49,19.527,92.69,401.78,389.8,11.98,21.15,1.97,100.0,5.3,-0.0247,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Pau (AVL) + Vuskovic (BHA) + Mendy (HUL),Calafiori,J.Timber,Pau,Vuskovic,Mendy
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),25.5,94.47,19.508,92.88,401.43,389.8,11.63,21.13,1.98,100.0,10.5,-0.0503,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Mingueza (CRY) + O'Nien (SUN),Calafiori,J.Timber,Vuskovic,Mingueza,O'Nien
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),25.5,94.42,19.512,92.69,401.5,389.8,11.7,21.13,1.89,100.0,21.1,-0.0259,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Smith (BOU) + O'Nien (SUN),Calafiori,J.Timber,Vuskovic,Smith,O'Nien
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),25.5,94.32,19.565,91.73,402.51,389.8,12.71,21.18,1.97,100.0,5.3,0.1024,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Mendy (HUL) + Justin (LEE),Calafiori,J.Timber,Vuskovic,Mendy,Justin
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),26.0,94.18,19.509,92.15,404.24,389.8,14.44,21.28,1.97,100.0,5.3,0.047,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Greaves (IPS) + Muharemović (LEE),Calafiori,J.Timber,Vuskovic,Greaves,Muharemović
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),26.0,94.18,19.436,93.14,402.85,389.8,13.05,21.2,1.95,100.0,5.3,-0.085,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Greaves (IPS) + Jacquet (LIV),Calafiori,J.Timber,Vuskovic,Greaves,Jacquet
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),26.0,94.15,19.458,92.77,403.27,389.8,13.47,21.22,1.96,100.0,5.3,-0.0356,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Thomas (COV) + Jacquet (LIV),Calafiori,J.Timber,Vuskovic,Thomas,Jacquet
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),26.0,94.11,19.457,92.68,403.24,389.8,13.44,21.22,1.99,100.0,5.3,-0.0237,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Thomas (COV) + Ballard (SUN),Calafiori,J.Timber,Vuskovic,Thomas,Ballard
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),26.0,94.1,19.44,92.88,402.93,389.8,13.13,21.21,1.98,100.0,10.5,-0.0503,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Canvot (CRY) + O'Nien (SUN),Calafiori,J.Timber,Vuskovic,Canvot,O'Nien
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),26.0,94.04,19.431,92.85,402.75,389.8,12.95,21.2,1.99,100.0,5.3,-0.0473,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Greaves (IPS) + Ballard (SUN),Calafiori,J.Timber,Vuskovic,Greaves,Ballard
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),26.0,94.03,19.438,92.73,402.89,389.8,13.09,21.2,1.99,100.0,5.3,-0.0305,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Thomas (COV) + N.Williams (NFO),Calafiori,J.Timber,Vuskovic,Thomas,N.Williams
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),26.0,94.03,19.518,91.66,404.41,389.8,14.61,21.28,1.97,100.0,5.3,0.1126,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Thomas (COV) + Muharemović (LEE),Calafiori,J.Timber,Vuskovic,Thomas,Muharemović
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),25.5,93.99,19.502,91.77,401.31,389.8,11.51,21.12,1.98,100.0,10.5,0.0971,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Mendy (HUL) + Heaven (MUN),Calafiori,J.Timber,Vuskovic,Mendy,Heaven
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),25.5,93.94,19.455,92.28,400.42,389.8,10.62,21.07,1.89,100.0,21.1,0.029,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Smith (BOU) + Mendy (HUL),Calafiori,J.Timber,Vuskovic,Smith,Mendy
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),26.0,93.92,19.385,93.19,401.89,389.8,12.09,21.15,1.99,100.0,5.3,-0.0925,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Pau (AVL) + Vuskovic (BHA) + Hume (SUN),Calafiori,J.Timber,Pau,Vuskovic,Hume
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),25.5,93.92,19.448,92.34,400.29,389.8,10.49,21.07,1.96,100.0,10.5,0.022,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Mingueza (CRY) + Mendy (HUL),Calafiori,J.Timber,Vuskovic,Mingueza,Mendy
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),26.0,93.88,19.448,92.21,403.09,389.8,13.29,21.22,1.97,100.0,5.3,0.0382,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Pau (AVL) + Vuskovic (BHA) + Justin (LEE),Calafiori,J.Timber,Pau,Vuskovic,Justin
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),26.0,93.87,19.41,92.73,402.35,389.8,12.55,21.18,1.87,100.0,21.1,-0.0301,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Silva (BOU) + Greaves (IPS),Calafiori,J.Timber,Vuskovic,Silva,Greaves
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),25.5,93.86,19.552,90.76,402.25,389.8,12.45,21.17,1.99,94.7,5.3,-0.1194,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Greaves (IPS) + Robertson (TOT),Calafiori,J.Timber,Vuskovic,Greaves,Robertson
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),25.5,93.86,19.601,90.1,403.19,389.8,13.39,21.22,1.98,94.7,5.3,-0.0312,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Pau (AVL) + Vuskovic (BHA) + Thomas (COV),Calafiori,J.Timber,Pau,Vuskovic,Thomas
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),26.0,93.85,19.451,92.11,403.13,389.8,13.34,21.22,1.96,100.0,10.5,0.0526,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Greaves (IPS) + Thiaw (NEW),Calafiori,J.Timber,Vuskovic,Greaves,Thiaw
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),26.0,93.84,19.477,91.73,403.64,389.8,13.84,21.24,1.97,100.0,5.3,0.1024,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Mendy (HUL) + Muharemović (LEE),Calafiori,J.Timber,Vuskovic,Mendy,Muharemović
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),26.0,93.78,19.432,92.19,402.78,389.8,12.98,21.2,1.89,100.0,21.1,0.0411,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Silva (BOU) + Thomas (COV),Calafiori,J.Timber,Vuskovic,Silva,Thomas
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),26.0,93.77,19.42,92.34,402.55,389.8,12.75,21.19,1.98,100.0,10.5,0.0217,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Greaves (IPS) + Dalot (MUN),Calafiori,J.Timber,Vuskovic,Greaves,Dalot
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),25.5,93.76,19.579,90.13,402.78,389.8,12.98,21.2,1.99,94.7,5.3,-0.0346,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Thomas (COV) + Robertson (TOT),Calafiori,J.Timber,Vuskovic,Thomas,Robertson
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),26.0,93.75,19.417,92.34,402.49,389.8,12.69,21.18,1.96,100.0,10.5,0.022,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Canvot (CRY) + Mendy (HUL),Calafiori,J.Timber,Vuskovic,Canvot,Mendy
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),26.0,93.73,19.436,92.01,402.85,389.8,13.06,21.2,1.99,100.0,10.5,0.065,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Colwill (CHE) + Thomas (COV),Calafiori,J.Timber,Vuskovic,Colwill,Thomas
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),26.0,93.72,19.449,91.82,403.1,389.8,13.3,21.22,1.98,100.0,10.5,0.0912,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Thomas (COV) + Dalot (MUN),Calafiori,J.Timber,Vuskovic,Thomas,Dalot
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),26.0,93.71,19.39,92.59,401.98,389.8,12.19,21.16,1.97,100.0,5.3,-0.0118,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Mendy (HUL) + Jacquet (LIV),Calafiori,J.Timber,Vuskovic,Mendy,Jacquet
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),26.0,93.69,19.378,92.69,401.76,389.8,11.96,21.15,1.89,100.0,21.1,-0.0259,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Silva (BOU) + O'Nien (SUN),Calafiori,J.Timber,Vuskovic,Silva,O'Nien
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),25.5,93.63,19.569,89.96,402.58,389.8,12.79,21.19,2.0,94.7,5.3,-0.0121,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Greaves (IPS) + Aina (NFO),Calafiori,J.Timber,Vuskovic,Greaves,Aina
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),25.5,93.56,19.582,89.61,402.82,389.8,13.02,21.2,2.0,94.7,5.3,0.0349,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Kayode (BRE) + Thomas (COV),Calafiori,J.Timber,Vuskovic,Kayode,Thomas
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),26.0,93.55,19.427,91.68,402.68,389.8,12.88,21.19,1.98,100.0,5.3,0.1089,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Kayode (BRE) + Justin (LEE),Calafiori,J.Timber,Vuskovic,Kayode,Justin
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),25.5,93.54,19.573,89.67,402.66,389.8,12.86,21.19,2.0,94.7,5.3,0.0271,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Thomas (COV) + Mykolenko (EVE),Calafiori,J.Timber,Vuskovic,Thomas,Mykolenko
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),26.0,93.54,19.466,91.14,403.43,389.8,13.63,21.23,1.97,100.0,10.5,0.1818,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Thomas (COV) + Thiaw (NEW),Calafiori,J.Timber,Vuskovic,Thomas,Thiaw
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),25.5,93.5,19.586,89.4,402.9,389.8,13.1,21.21,1.99,94.7,5.3,0.063,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Justin (LEE) + O'Nien (SUN),Calafiori,J.Timber,Vuskovic,Justin,O'Nien
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),26.0,93.47,19.418,91.6,402.51,389.8,12.71,21.18,1.96,100.0,10.5,0.12,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Mingueza (CRY) + Justin (LEE),Calafiori,J.Timber,Vuskovic,Mingueza,Justin
gw1_19,Band 4: Premium / Dual Anchor (£25.5m-£26.0m),25.5,93.46,19.572,89.49,402.64,389.8,12.84,21.19,1.98,94.7,10.5,0.0508,4,2+1+1+1,Calafiori (ARS) + J.Timber (ARS) + Vuskovic (BHA) + Thomas (COV) + Mingueza (CRY),Calafiori,J.Timber,Vuskovic,Thomas,Mingueza
